Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
412,Jeff Dowtin,27,PHI,PG,8,0,10.0,0.8,2.4,.316,0.1,1.0,.125,0.6,1.4,.455,.342,0.4,0.5,.750,0.3,0.8,1.0,1.1,0.4,0.0,0.1,0.6,2.0,,dowtije01
413,Justin Edwards,21,PHI,SG,2,0,4.5,1.0,1.5,.667,0.0,0.5,.000,1.0,1.0,1.000,.667,0.0,0.5,.000,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0,,edwarju01
414,Jalen Hood-Schifino,21,LAL,SG,2,0,7.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,1.0,1.0,1.000,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.5,2.0,,hoodsja01
415,Alex Reese,25,OKC,PF,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,reeseal01
416,Adama Sanogo,22,CHI,C,3,0,4.7,1.0,1.7,.600,0.0,0.0,,1.0,1.7,.600,.600,0.0,0.0,,0.7,0.0,0.7,0.3,0.0,0.0,0.3,0.3,2.0,,sanogad01
417,Jericho Sims,26,NYK,C,21,1,13.7,0.9,1.2,.731,0.0,0.0,,0.9,1.2,.731,.731,0.2,0.3,.571,1.5,2.6,4.1,0.7,0.3,0.4,0.5,1.5,2.0,,simsje01
418,Tyler Smith,20,MIL,PF,10,0,3.4,0.8,1.3,.615,0.3,0.8,.375,0.5,0.5,1.000,.731,0.1,0.2,.500,0.1,0.7,0.8,0.1,0.0,0.3,0.3,0.4,2.0,,smithty02
419,Pat Spencer,28,GSW,PG,5,0,5.6,0.8,1.8,.444,0.0,0.0,,0.8,1.8,.444,.444,0.4,0.4,1.000,0.6,0.4,1.0,1.4,0.2,0.0,0.4,0.6,2.0,,spencpa01
420,Jae'Sean Tate,29,HOU,SF,9,0,4.6,0.8,1.3,.583,0.0,0.1,.000,0.8,1.2,.636,.583,0.4,0.8,.571,0.3,1.7,2.0,0.4,0.4,0.0,0.7,0.9,2.0,,tateja01
421,Dwight Powell,33,DAL,C,16,0,8.7,0.5,0.6,.800,0.0,0.0,,0.5,0.6,.800,.800,0.9,1.3,.700,0.7,1.2,1.9,0.6,0.4,0.5,0.3,1.6,1.9,,poweldw01
422,Jevon Carter,29,CHI,PG,10,0,5.2,0.7,2.2,.318,0.4,1.5,.267,0.3,0.7,.429,.409,0.0,0.0,,0.1,0.6,0.7,0.6,0.3,0.0,0.4,0.1,1.8,,carteje01
423,Maxi Kleber,33,DAL,PF,13,2,17.0,0.7,2.0,.346,0.2,0.7,.222,0.5,1.3,.412,.385,0.3,0.5,.667,0.5,2.8,3.2,0.5,0.2,0.4,0.8,2.2,1.8,,klebima01
424,Pacome Dadiet,19,NYK,SG,11,0,7.0,0.5,1.6,.333,0.5,1.1,.417,0.1,0.5,.167,.472,0.2,0.2,1.000,0.0,1.2,1.2,0.5,0.1,0.2,0.1,0.5,1.7,,dadiepa01
425,Armel Traoré,22,LAL,SF,6,0,8.3,0.7,2.2,.308,0.0,0.8,.000,0.7,1.3,.500,.308,0.3,1.2,.286,0.2,1.8,2.0,0.0,0.7,0.3,0.3,1.0,1.7,,armeltr01
426,MarJon Beauchamp,24,MIL,SF,11,0,3.2,0.5,1.5,.375,0.2,0.7,.250,0.4,0.7,.500,.438,0.4,0.4,1.000,0.2,0.6,0.8,0.1,0.1,0.0,0.6,0.3,1.6,,beaucma01
427,Jazian Gortman,21,DAL,PG,5,0,2.6,0.6,1.0,.600,0.4,0.6,.667,0.2,0.4,.500,.800,0.0,0.0,,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.4,1.6,,gortmja01
428,Duop Reath,28,POR,C,12,0,4.8,0.6,1.8,.333,0.4,1.3,.313,0.2,0.4,.400,.452,0.0,0.0,,0.4,0.3,0.7,0.2,0.0,0.2,0.1,0.6,1.6,,reathdu01
429,Matt Ryan,27,NYK,SF,7,0,5.7,0.6,2.1,.267,0.4,1.7,.250,0.1,0.4,.333,.367,0.0,0.0,,0.0,0.1,0.1,0.0,0.0,0.0,0.4,0.0,1.6,,ryanma01
430,Luke Travers,23,CLE,SG,5,0,8.0,0.6,1.4,.429,0.0,0.6,.000,0.6,0.8,.750,.429,0.4,0.4,1.000,0.2,1.0,1.2,1.0,0.2,0.2,0.4,0.6,1.6,,travelu01
431,Adem Bona,21,PHI,PF,14,0,6.4,0.6,0.9,.615,0.0,0.0,,0.6,0.9,.615,.615,0.4,0.4,.833,0.6,1.1,1.7,0.0,0.0,0.4,0.4,1.1,1.5,,bonaad01
432,Adam Flagler,25,OKC,SG,10,0,3.4,0.5,1.9,.263,0.5,1.8,.278,0.0,0.1,.000,.395,0.0,0.0,,0.1,0.4,0.5,0.0,0.2,0.0,0.0,0.4,1.5,,flaglad01
433,Alex Len,31,SAC,C,16,2,7.3,0.7,1.3,.550,0.0,0.3,.000,0.7,1.0,.688,.550,0.1,0.3,.500,0.4,1.6,2.0,0.7,0.2,0.7,0.4,0.9,1.5,,lenal01
434,Jaylen Martin,21,BRK,SF,2,0,1.5,0.5,0.5,1.000,0.5,0.5,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,,martija02
435,Trevelin Queen,27,ORL,SG,2,0,2.5,0.5,1.5,.333,0.5,0.5,1.000,0.0,1.0,.000,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,,queentr01
436,Terrence Shannon Jr.,24,MIN,SG,6,0,4.7,0.7,1.3,.500,0.2,0.5,.333,0.5,0.8,.600,.563,0.0,0.0,,0.0,0.2,0.2,0.7,0.3,0.2,0.5,0.0,1.5,,shannte01
437,Enrique Freeman,24,IND,PF,14,1,7.6,0.5,1.2,.412,0.1,0.4,.200,0.4,0.9,.500,.441,0.4,0.6,.556,0.2,0.6,0.8,0.4,0.1,0.1,0.3,1.1,1.4,,freemen01
438,AJ Johnson,20,MIL,SG,5,0,2.2,0.6,1.2,.500,0.2,0.2,1.000,0.4,1.0,.400,.583,0.0,0.0,,0.0,0.4,0.4,0.2,0.0,0.0,0.4,0.0,1.4,,johnsaj01
439,Branden Carlson,25,OKC,C,3,0,3.7,0.3,2.0,.167,0.0,1.3,.000,0.3,0.7,.500,.167,0.7,0.7,1.000,0.7,1.3,2.0,0.0,0.3,0.3,0.0,0.3,1.3,,carlsbr01
440,Ariel Hukporti,22,NYK,C,9,0,8.9,0.6,1.1,.500,0.0,0.0,,0.6,1.1,.500,.500,0.2,0.4,.500,0.3,1.6,1.9,0.4,0.0,0.9,0.9,1.6,1.3,,hukpoar01
441,James Johnson,37,IND,PF,3,0,3.3,0.7,1.3,.500,0.0,0.3,.000,0.7,1.0,.667,.500,0.0,0.0,,0.0,0.7,0.7,0.7,0.0,0.3,1.0,0.0,1.3,,johnsja01
442,Jack McVeigh,28,HOU,PF,6,0,3.5,0.5,1.8,.273,0.3,1.3,.250,0.2,0.5,.333,.364,0.0,0.0,,0.2,0.5,0.7,0.2,0.0,0.2,0.2,0.2,1.3,,mcveija01
443,Zeke Nnaji,24,DEN,PF,13,0,5.2,0.6,1.5,.400,0.0,0.6,.000,0.6,0.9,.667,.400,0.1,0.3,.250,0.2,0.4,0.5,0.2,0.1,0.2,0.1,0.4,1.3,,nnajize01
444,Olivier-Maxence Prosper,22,DAL,PF,12,0,5.3,0.6,1.8,.333,0.0,0.3,.000,0.6,1.4,.412,.333,0.2,0.3,.667,0.7,0.6,1.3,0.1,0.2,0.0,0.1,0.5,1.3,,prospol01
445,Jordan Walsh,20,BOS,PF,16,1,8.8,0.5,1.6,.308,0.3,1.3,.250,0.2,0.4,.500,.404,0.0,0.1,.000,0.3,0.8,1.1,0.2,0.3,0.4,0.3,0.7,1.3,,walshjo01
446,PJ Dozier,28,MIN,SG,6,0,4.7,0.3,0.5,.667,0.3,0.5,.667,0.0,0.0,,1.000,0.2,1.0,.167,0.2,0.7,0.8,0.8,0.2,0.0,0.2,0.5,1.2,,doziepj01
447,Cory Joseph,33,ORL,PG,13,0,3.5,0.4,1.2,.333,0.4,0.9,.417,0.0,0.2,.000,.500,0.0,0.0,,0.2,0.5,0.7,0.7,0.2,0.2,0.2,0.2,1.2,,josepco01
448,Xavier Tillman Sr.,26,BOS,C,15,1,9.4,0.5,1.8,.259,0.2,1.0,.200,0.3,0.8,.333,.315,0.1,0.1,.500,0.5,1.7,2.1,0.4,0.3,0.2,0.3,0.8,1.2,,tillmxa01
449,Brandon Williams,25,DAL,PG,5,0,4.2,0.4,1.8,.222,0.0,0.4,.000,0.4,1.4,.286,.222,0.4,0.6,.667,0.2,0.6,0.8,0.4,0.0,0.0,0.4,0.4,1.2,,willibr03
450,Reece Beekman,23,GSW,PG,2,0,2.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,,beekmre01
451,Mouhamed Gueye,22,ATL,PF,2,0,5.5,0.5,2.0,.250,0.0,1.0,.000,0.5,1.0,.500,.250,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,,gueyemo02
452,Keshad Johnson,23,MIA,SF,2,0,6.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,johnske10
453,Markieff Morris,35,DAL,PF,2,0,5.0,0.5,3.0,.167,0.0,1.0,.000,0.5,2.0,.250,.167,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,,morrima02
454,Jared Rhoden,25,CHO,SG,4,0,3.0,0.5,2.0,.250,0.0,0.5,.000,0.5,1.5,.333,.250,0.0,0.0,,0.5,0.5,1.0,0.5,0.3,0.0,0.3,0.3,1.0,,rhodeja01
455,Liam Robbins,25,MIL,C,5,0,4.0,0.4,0.6,.667,0.0,0.2,.000,0.4,0.4,1.000,.667,0.2,0.8,.250,0.4,0.2,0.6,0.0,0.0,0.0,0.0,0.6,1.0,,robbili01
456,Gui Santos,22,GSW,PF,6,0,3.7,0.3,0.8,.400,0.2,0.5,.333,0.2,0.3,.500,.500,0.2,0.3,.500,0.2,0.8,1.0,0.3,0.0,0.0,0.3,0.5,1.0,,santogu01
457,Cam Spencer,24,MEM,SG,2,0,10.5,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,,spencca01
458,Trey Alexander,21,DEN,SG,8,0,5.1,0.3,1.3,.200,0.1,0.8,.167,0.1,0.5,.250,.250,0.3,0.3,1.000,0.0,0.1,0.1,0.3,0.0,0.1,0.1,0.4,0.9,,alexatr01
459,Caleb Houstan,22,ORL,SF,14,0,4.7,0.3,1.4,.200,0.2,1.2,.176,0.1,0.2,.333,.275,0.1,0.1,1.000,0.1,0.4,0.5,0.0,0.0,0.1,0.1,0.4,0.9,,houstca01
460,Colby Jones,22,SAC,SG,13,0,4.2,0.4,1.1,.357,0.2,0.4,.400,0.2,0.7,.333,.429,0.0,0.0,,0.2,0.5,0.7,0.2,0.2,0.2,0.3,0.4,0.9,,jonesco02
461,Jaden Springer,22,BOS,PG,7,0,3.4,0.3,1.0,.286,0.0,0.3,.000,0.3,0.7,.400,.286,0.3,0.6,.500,0.4,0.4,0.9,0.4,0.4,0.0,0.1,0.4,0.9,,sprinja01
462,D.J. Carton,24,TOR,SG,4,0,8.3,0.3,1.8,.143,0.0,0.8,.000,0.3,1.0,.250,.143,0.3,0.3,1.000,0.0,1.0,1.0,0.8,0.5,0.0,1.0,0.3,0.8,,cartodj01
463,JD Davison,22,BOS,PG,4,0,4.3,0.3,1.0,.250,0.0,0.5,.000,0.3,0.5,.500,.250,0.3,0.5,.500,0.0,0.5,0.5,0.3,0.3,0.0,1.0,0.3,0.8,,davisjd01
464,Yuki Kawamura,23,MEM,PG,12,0,2.8,0.3,1.1,.231,0.1,0.8,.111,0.2,0.3,.500,.269,0.3,0.3,.750,0.0,0.2,0.2,0.6,0.0,0.0,0.3,0.3,0.8,,kawamyu01
465,Karlo Matković,23,NOP,PF,5,0,7.8,0.4,1.0,.400,0.0,0.0,,0.4,1.0,.400,.400,0.0,0.0,,1.2,0.8,2.0,0.0,0.6,0.6,0.8,0.8,0.8,,matkoka01
466,Baylor Scheierman,24,BOS,SG,5,0,6.8,0.2,2.0,.100,0.0,1.2,.000,0.2,0.8,.250,.100,0.4,0.4,1.000,0.4,1.0,1.4,0.4,0.2,0.0,0.0,0.6,0.8,,scheiba01
467,Colin Castleton,24,MEM,C,6,0,2.3,0.0,0.2,.000,0.0,0.2,.000,0.0,0.0,,.000,0.7,0.7,1.000,0.0,0.8,0.8,0.0,0.0,0.2,0.0,0.3,0.7,,castlco01
468,Bronny James,20,LAL,SG,6,0,2.7,0.2,1.0,.167,0.0,0.7,.000,0.2,0.3,.500,.167,0.3,0.3,1.000,0.2,0.0,0.2,0.3,0.2,0.0,0.0,0.3,0.7,,jamesbr02
469,Maxwell Lewis,22,LAL,SF,6,0,4.5,0.3,1.0,.333,0.0,0.0,,0.3,1.0,.333,.333,0.0,0.0,,0.3,0.0,0.3,0.3,0.2,0.0,0.2,0.2,0.7,,lewisma05
470,Chris Livingston,21,MIL,SF,3,0,2.0,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.0,,0.3,0.3,0.7,0.3,0.3,0.0,0.3,0.0,0.7,,livinch01
471,Garrett Temple,38,TOR,SG,7,0,4.0,0.3,0.7,.400,0.1,0.3,.500,0.1,0.4,.333,.500,0.0,0.0,,0.1,0.4,0.6,0.7,0.6,0.1,0.1,0.9,0.7,,templga01
472,Sidy Cissoko,20,SAS,SF,8,0,2.9,0.3,0.6,.400,0.1,0.3,.500,0.1,0.4,.333,.500,0.0,0.3,.000,0.3,0.5,0.8,0.6,0.0,0.0,0.1,0.5,0.6,,cissosi01
473,Cui Yongxi,21,BRK,SG,5,0,2.0,0.2,1.4,.143,0.0,0.6,.000,0.2,0.8,.250,.143,0.2,0.4,.500,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.6,,cuiyo01
474,Tristen Newton,23,IND,SG,5,0,1.6,0.2,1.2,.167,0.0,0.6,.000,0.2,0.6,.333,.167,0.2,0.2,1.000,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.6,,newtotr01
475,Dominick Barlow,21,ATL,SF,2,0,5.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.5,1.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,,barlodo01
476,Jalen Bridges,23,PHO,SF,2,0,5.5,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.5,1.0,.500,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.5,,bridgja01
477,PJ Hall,22,DEN,C,4,0,2.0,0.3,0.8,.333,0.0,0.5,.000,0.3,0.3,1.000,.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,,hallpj01
478,Daishen Nix,22,MIN,PG,2,0,5.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.5,1.0,.500,0.0,2.0,2.0,1.5,0.0,0.0,1.5,0.5,0.5,,nixda01
479,Stanley Umude,25,MIL,SG,6,0,2.8,0.2,0.5,.333,0.2,0.5,.333,0.0,0.0,,.500,0.0,0.3,.000,0.0,0.5,0.5,0.2,0.0,0.2,0.0,0.0,0.5,,umudest01
480,Malevy Leons,25,OKC,SF,6,0,3.5,0.0,0.3,.000,0.0,0.2,.000,0.0,0.2,.000,.000,0.3,0.7,.500,0.2,0.3,0.5,0.2,0.0,0.0,0.2,0.7,0.3,,leonsma01
481,Jacob Toppin,24,NYK,SF,6,0,3.2,0.2,0.5,.333,0.0,0.3,.000,0.2,0.2,1.000,.333,0.0,0.0,,0.0,0.5,0.5,0.3,0.0,0.0,0.2,0.0,0.3,,toppija01
482,Justin Champagnie,23,WAS,SF,2,0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.5,0.5,1.0,0.5,0.0,0.0,0.0,1.5,0.0,,champju01
483,Alex Ducas,24,OKC,SG,4,0,1.8,0.0,0.8,.000,0.0,0.5,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ducasal01
484,Kessler Edwards,24,DAL,SF,4,0,2.3,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.0,,edwarke02
485,Joe Ingles,37,MIN,SF,7,0,3.7,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.0,0.0,,0.3,0.0,0.3,1.3,0.0,0.0,0.1,0.7,0.0,,inglejo01
486,Harrison Ingram,22,SAS,SF,1,0,7.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,ingraha01
487,Daniss Jenkins,23,DET,PG,2,0,2.5,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,jenkida01
488,Mason Jones,26,SAC,SG,3,0,4.3,0.0,0.7,.000,0.0,0.7,.000,0.0,0.0,,.000,0.0,0.0,,0.3,1.0,1.3,2.3,0.0,0.0,0.0,0.3,0.0,,jonesma05
489,Spencer Jones,23,DEN,SF,2,0,2.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,,jonessp01
490,Mac McClung,26,ORL,SG,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,mccluma01
491,Justin Minaya,25,POR,SF,1,0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,minayju01
492,Riley Minix,24,SAS,SF,1,0,7.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,minixri01
493,Jalen Pickett,25,DEN,SG,2,0,2.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,pickeja02
494,Cole Swider,25,DET,SF,2,0,6.5,0.0,2.5,.000,0.0,2.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,,swideco01
