Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
203,Chuck Terry,22,MIL,SF,67,,10.3,0.8,2.4,.340,0.3,0.4,.708,2.2,0.6,1.7,1.9,,terrych01
204,Bob Davis,22,POR,SF,9,,4.6,0.7,3.1,.214,0.4,0.7,.667,0.6,0.2,0.6,1.8,,davisbo01
205,George Johnson,24,GSW,C,56,,6.2,0.7,1.8,.410,0.1,0.3,.412,2.5,0.1,0.7,1.6,,johnsge02
206,Harthorne Wingo,25,NYK,PF,13,0,4.5,0.7,1.7,.409,0.2,0.5,.333,1.2,0.1,0.7,1.5,,wingoha01
207,Mark Minor,22,BOS,SF,4,,5.0,0.3,1.0,.250,0.8,1.0,.750,1.0,0.5,1.3,1.3,,minorma01
208,Bob Nash,22,DET,SF,36,,4.7,0.4,2.0,.222,0.3,0.5,.647,0.9,0.4,0.8,1.2,,nashbo01
209,Erwin Mueller,28,DET,PF,21,,3.8,0.4,1.5,.290,0.2,0.3,.714,0.7,0.3,0.6,1.1,,mueller01
210,Frank Schade,23,KCO,PG,9,,8.4,0.2,0.8,.286,0.7,0.7,1.000,0.7,1.1,1.3,1.1,,schadfr01
211,Roger Brown,22,LAL,C,1,,5.0,0.0,0.0,,1.0,3.0,.333,0.0,0.0,1.0,1.0,,brownro02
212,Pete Cross,24,2TM,C,29,,5.4,0.2,0.9,.240,0.3,0.6,.444,2.1,0.4,1.0,0.7,,crosspe01
212,Pete Cross,24,KCO,C,3,,8.0,0.0,1.3,.000,0.0,0.0,,1.3,0.0,1.7,0.0,,crosspe01
212,Pete Cross,24,SEA,C,26,,5.1,0.2,0.8,.286,0.3,0.7,.444,2.2,0.4,0.9,0.8,,crosspe01
213,Luther Green,26,PHI,PF,5,0,6.4,0.0,2.2,.000,0.6,1.8,.333,0.6,0.0,0.6,0.6,,greenlu01
214,Harvey Marlatt,24,DET,SG,7,,3.7,0.3,0.6,.500,0.0,0.0,,0.1,0.6,0.1,0.6,,marlaha01
215,Luther Rackley,26,NYK,C,1,0,2.0,0.0,0.0,,0.0,0.0,,1.0,0.0,2.0,0.0,,rackllu01
