Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
206,Tony Battie,25,BOS,C,74,73,24.6,2.9,5.3,.541,0.0,0.0,.000,2.9,5.2,.544,.541,1.2,1.8,.677,2.5,4.0,6.5,0.5,0.8,0.9,0.7,3.0,6.9,,battito01
207,John Crotty,32,UTA,PG,41,0,19.6,2.4,5.1,.471,0.8,1.7,.449,1.6,3.4,.482,.546,1.4,1.6,.864,0.4,1.4,1.8,3.4,0.5,0.0,1.2,1.9,6.9,,crottjo01
208,Željko Rebrača,29,DET,C,74,4,15.9,2.6,5.1,.505,0.0,0.0,,2.6,5.1,.505,.505,1.8,2.4,.771,1.1,2.8,3.9,0.5,0.4,1.0,1.1,2.6,6.9,,rebraze01
209,Austin Croshere,26,IND,PF,76,1,16.9,2.4,5.9,.413,0.6,1.9,.338,1.8,4.0,.449,.468,1.3,1.5,.851,1.0,2.9,3.9,1.0,0.3,0.4,0.9,1.4,6.8,,croshau01
210,Predrag Drobnjak,26,SEA,C,64,12,18.3,3.0,6.5,.461,0.0,0.0,.000,3.0,6.4,.464,.461,0.9,1.1,.753,1.2,2.3,3.4,0.8,0.3,0.5,0.8,1.7,6.8,,drobnpr01
211,Robert Horry,31,LAL,PF,81,23,26.4,2.3,5.7,.398,0.9,2.5,.374,1.3,3.2,.416,.480,1.3,1.7,.783,1.6,4.3,5.9,2.9,1.0,1.1,1.1,2.6,6.8,6MOY-8,horryro01
212,Dana Barros,34,DET,PG,29,20,20.1,2.6,6.6,.385,0.8,2.4,.338,1.7,4.2,.413,.448,0.7,0.9,.778,0.0,1.9,2.0,2.7,0.5,0.1,1.1,1.3,6.7,,barroda01
213,Eddy Curry,19,CHI,C,72,31,16.0,2.6,5.2,.501,0.0,0.0,,2.6,5.2,.501,.501,1.5,2.2,.656,1.5,2.2,3.8,0.3,0.2,0.7,1.0,2.4,6.7,,curryed01
214,Scott Padgett,25,UTA,PF,75,1,17.3,2.5,5.3,.476,0.7,1.5,.434,1.9,3.8,.493,.538,1.0,1.4,.735,1.5,2.3,3.8,1.1,0.6,0.2,0.9,1.9,6.7,,padgesc01
215,Vladimir Radmanović,21,SEA,PF,61,16,20.2,2.4,5.8,.412,1.1,2.6,.420,1.3,3.2,.406,.506,0.8,1.2,.681,0.7,3.0,3.8,1.3,0.9,0.4,1.2,2.0,6.7,,radmavl01
216,Samaki Walker,25,LAL,PF,69,63,24.0,2.7,5.3,.512,0.0,0.0,,2.7,5.3,.512,.512,1.2,1.9,.667,1.9,5.1,7.0,0.9,0.4,1.3,0.8,2.5,6.7,,walkesa01
217,Kelvin Cato,27,HOU,C,75,73,25.6,2.5,4.3,.583,0.0,0.0,.000,2.5,4.3,.585,.583,1.5,2.6,.582,2.3,4.7,7.0,0.4,0.5,1.3,0.7,2.8,6.6,,catoke01
218,Emanual Davis,33,ATL,PG,28,20,27.6,2.5,7.1,.354,1.0,3.0,.341,1.5,4.0,.363,.427,0.6,0.6,.889,0.7,2.0,2.6,2.4,1.0,0.2,1.9,2.4,6.6,,davisem01
219,Jacque Vaughn,26,ATL,PG,82,16,22.6,2.5,5.3,.470,0.3,0.7,.444,2.2,4.7,.474,.498,1.3,1.5,.825,0.2,1.8,2.0,4.3,0.8,0.0,1.4,2.2,6.6,6MOY-8,vaughja01
220,Tom Gugliotta,32,PHO,PF,44,40,25.7,2.9,6.8,.422,0.1,0.2,.333,2.8,6.6,.425,.427,0.6,0.8,.757,1.3,3.7,5.0,1.8,0.9,0.7,1.4,2.6,6.5,,guglito01
221,Eduardo Nájera,25,DAL,PF,62,11,21.9,2.4,4.8,.500,0.0,0.0,.000,2.4,4.8,.503,.500,1.6,2.4,.676,2.4,3.1,5.5,0.6,0.9,0.5,0.6,2.5,6.5,,najered01
222,Jarron Collins,23,UTA,C,70,68,20.6,2.3,4.9,.461,0.0,0.0,.000,2.3,4.9,.462,.461,1.9,2.6,.740,2.0,2.3,4.2,0.8,0.4,0.3,0.8,3.3,6.4,,collija03
223,Dell Curry,37,TOR,SG,56,4,15.8,2.5,6.2,.406,0.8,2.3,.344,1.7,3.9,.444,.471,0.6,0.7,.892,0.4,1.0,1.4,1.1,0.4,0.1,0.7,0.9,6.4,,curryde01
224,Chris Gatling,34,MIA,PF,54,1,15.0,2.4,5.4,.447,0.0,0.1,.125,2.4,5.3,.456,.449,1.5,2.2,.701,1.3,2.5,3.8,0.5,0.3,0.2,1.1,2.0,6.4,,gatlich01
225,Scot Pollard,26,SAC,C,80,29,23.5,2.5,4.5,.550,0.0,0.0,,2.5,4.5,.550,.550,1.4,2.1,.693,2.4,4.7,7.1,0.7,0.9,1.0,0.9,2.5,6.4,,pollasc01
226,Ansu Sesay,25,SEA,SF,9,0,15.8,2.4,4.9,.500,0.0,0.0,,2.4,4.9,.500,.500,1.6,2.2,.700,0.8,1.4,2.2,0.9,0.3,0.2,0.2,2.0,6.4,,sesayan01
227,Eric Williams,29,BOS,SF,74,30,23.6,1.9,5.2,.374,0.3,1.2,.279,1.6,4.0,.401,.405,2.2,3.0,.731,0.8,2.2,3.0,1.5,1.0,0.1,1.3,2.4,6.4,,willier01
228,Grant Long,35,MEM,PF,66,56,28.3,2.5,5.8,.426,0.0,0.3,.176,2.4,5.6,.438,.430,1.3,1.9,.699,0.5,3.0,3.5,2.1,1.0,0.2,1.6,1.9,6.3,,longgr01
229,Tyrone Nesby,26,WAS,SF,70,9,21.4,2.6,6.0,.435,0.2,0.7,.277,2.4,5.3,.455,.450,0.9,1.3,.688,1.5,3.0,4.5,1.3,0.9,0.3,0.7,2.3,6.3,,nesbyty01
230,Calvin Booth,25,SEA,C,15,15,18.6,2.3,5.5,.427,0.0,0.0,,2.3,5.5,.427,.427,1.5,1.6,.958,1.3,2.3,3.6,1.1,0.4,0.9,1.1,3.1,6.2,,boothca01
231,Tyson Chandler,19,CHI,C,71,31,19.6,2.1,4.3,.497,0.0,0.0,,2.1,4.3,.497,.497,1.9,3.1,.604,1.6,3.2,4.8,0.8,0.4,1.3,1.4,2.5,6.1,,chandty01
232,Shawn Kemp,32,POR,PF,75,5,16.4,2.3,5.4,.430,0.0,0.1,.000,2.3,5.4,.434,.430,1.4,1.7,.794,1.2,2.6,3.8,0.7,0.6,0.4,1.1,2.5,6.1,,kempsh01
233,Kevin Willis,39,HOU,PF,52,5,16.6,2.4,5.5,.440,0.0,0.0,.000,2.4,5.4,.442,.440,1.3,1.7,.747,2.0,3.7,5.8,0.3,0.5,0.4,0.8,1.9,6.1,,willike02
234,Patrick Ewing,39,ORL,C,65,4,13.9,2.3,5.1,.444,0.0,0.0,.000,2.3,5.1,.446,.444,1.4,2.1,.701,0.9,3.1,4.0,0.5,0.3,0.7,1.0,2.0,6.0,,ewingpa01
235,Zendon Hamilton,26,DEN,PF,54,15,15.7,1.9,4.5,.420,0.0,0.0,,1.9,4.5,.420,.420,2.2,3.4,.652,2.0,2.6,4.7,0.3,0.4,0.3,1.1,1.9,6.0,,hamilze01
236,Óscar Torres,25,HOU,SG,65,13,16.5,2.1,5.2,.396,0.6,1.9,.294,1.5,3.3,.456,.450,1.3,1.6,.781,0.7,1.2,1.9,0.6,0.4,0.1,0.8,1.0,6.0,,torreos01
237,Troy Murphy,21,GSW,PF,82,4,17.7,2.2,5.2,.421,0.0,0.1,.333,2.1,5.0,.423,.424,1.5,1.9,.776,1.2,2.7,3.9,0.9,0.4,0.3,1.0,2.6,5.9,,murphtr01
238,Greg Buckner,25,DAL,SG,44,16,20.1,2.4,4.5,.525,0.1,0.4,.313,2.3,4.1,.544,.538,0.9,1.3,.690,1.5,2.4,3.9,1.1,0.7,0.4,0.6,2.8,5.8,,buckngr01
239,Lindsey Hunter,31,LAL,PG,82,47,19.7,2.3,6.0,.382,1.0,2.5,.380,1.3,3.4,.383,.462,0.2,0.5,.500,0.2,1.3,1.5,1.6,0.8,0.2,0.7,1.5,5.8,,hunteli01
240,Rusty LaRue,28,UTA,PG,33,0,16.4,2.2,5.6,.395,0.5,1.5,.340,1.7,4.1,.415,.441,0.9,1.1,.857,0.3,1.2,1.5,2.2,0.5,0.2,1.3,1.8,5.8,,larueru01
241,Donnell Harvey,21,2TM,PF,47,4,17.9,2.3,4.6,.498,0.0,0.0,,2.3,4.6,.498,.498,1.1,1.9,.600,1.7,3.1,4.8,0.8,0.4,0.5,0.7,2.4,5.7,,harvedo01
241,Donnell Harvey,21,DAL,PF,18,0,9.0,0.8,1.4,.538,0.0,0.0,,0.8,1.4,.538,.538,0.6,1.2,.455,0.7,1.9,2.6,0.3,0.2,0.3,0.4,1.5,2.1,,harvedo01
241,Donnell Harvey,21,DEN,PF,29,4,23.4,3.2,6.6,.492,0.0,0.0,,3.2,6.6,.492,.492,1.5,2.3,.647,2.3,3.9,6.2,1.1,0.6,0.7,0.9,3.0,8.0,,harvedo01
242,Kevin Ollie,29,2TM,PG,81,17,21.3,1.7,4.4,.388,0.0,0.0,.500,1.7,4.3,.387,.390,2.3,2.8,.824,0.3,2.0,2.3,3.6,0.8,0.0,1.3,1.2,5.7,,ollieke01
242,Kevin Ollie,29,CHI,PG,52,17,22.0,1.9,4.9,.383,0.0,0.0,.500,1.8,4.8,.382,.385,2.1,2.5,.838,0.3,2.1,2.5,3.7,0.7,0.0,1.5,1.2,5.8,,ollieke01
242,Kevin Ollie,29,IND,PG,29,0,19.9,1.4,3.4,.400,0.0,0.0,,1.4,3.4,.400,.400,2.7,3.3,.804,0.2,1.7,1.9,3.4,0.9,0.0,0.9,1.1,5.4,,ollieke01
243,Jeff Foster,25,IND,C,82,48,21.8,2.2,4.8,.449,0.0,0.2,.133,2.1,4.6,.462,.452,1.4,2.2,.610,2.5,4.3,6.8,0.9,0.9,0.5,1.0,2.8,5.7,,fosteje01
244,Kendall Gill,33,MIA,SG,65,49,21.7,2.5,6.5,.384,0.1,0.7,.136,2.4,5.8,.413,.391,0.6,1.0,.677,0.4,2.4,2.8,1.5,0.7,0.1,0.8,2.2,5.7,,gillke01
245,Tracy Murray,30,TOR,SF,40,3,11.8,2.1,5.2,.411,1.0,2.6,.385,1.1,2.6,.437,.507,0.4,0.5,.810,0.5,0.9,1.3,0.5,0.3,0.2,0.6,1.0,5.7,,murratr01
246,Tariq Abdul-Wahad,27,2TM,SG,24,12,18.4,2.3,6.1,.374,0.0,0.1,.500,2.3,6.0,.372,.378,1.0,1.4,.727,1.7,1.8,3.5,1.0,0.8,0.4,1.1,2.3,5.6,,abdulta01
246,Tariq Abdul-Wahad,27,DEN,SG,20,12,20.9,2.8,7.3,.379,0.1,0.1,.500,2.7,7.2,.378,.383,1.2,1.6,.750,2.0,2.0,3.9,1.1,0.9,0.5,1.2,2.6,6.8,,abdulta01
246,Tariq Abdul-Wahad,27,DAL,SG,4,0,6.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.3,.000,0.5,1.0,1.5,0.5,0.5,0.3,0.8,1.3,0.0,,abdulta01
247,Wang Zhizhi,24,DAL,C,55,0,10.9,2.0,4.5,.440,0.9,2.1,.414,1.1,2.4,.462,.536,0.8,1.0,.737,0.3,1.7,2.0,0.4,0.2,0.3,0.5,1.5,5.6,,zhizhwa01
248,Alan Henderson,29,ATL,PF,26,1,16.2,2.3,4.5,.509,0.0,0.0,1.000,2.2,4.4,.504,.513,0.9,1.7,.533,1.2,2.5,3.7,0.4,0.4,0.6,0.8,1.5,5.5,,hendeal01
249,Tony Massenburg,34,MEM,PF,73,31,17.1,2.2,4.8,.456,0.0,0.0,1.000,2.2,4.8,.454,.457,1.2,1.6,.718,1.4,3.1,4.4,0.4,0.4,0.4,0.9,2.4,5.5,,masseto01
250,Elliot Perry,32,MEM,PG,2,0,24.0,2.5,5.0,.500,0.0,0.0,,2.5,5.0,.500,.500,0.5,1.0,.500,0.0,2.0,2.0,3.5,1.5,0.0,3.5,3.0,5.5,,perryel01
251,Terry Porter,38,SAS,PG,72,0,18.0,1.9,4.5,.424,0.8,2.0,.415,1.1,2.5,.430,.516,0.9,1.2,.819,0.2,2.1,2.3,2.8,0.6,0.2,1.2,1.2,5.5,,portete01
252,A.J. Guyton,23,CHI,PG,45,6,13.5,2.0,5.4,.361,1.0,2.7,.374,0.9,2.7,.347,.455,0.5,0.6,.815,0.3,0.7,1.0,1.8,0.2,0.2,0.8,0.5,5.4,,guytoaj01
253,Jahidi White,25,WAS,C,71,69,19.0,2.1,3.9,.538,0.0,0.0,,2.1,3.9,.538,.538,1.2,2.2,.539,2.2,4.0,6.3,0.2,0.4,1.1,0.9,2.3,5.4,,whiteja01
254,Jerome James,26,SEA,C,56,40,16.9,2.4,4.9,.491,0.0,0.0,,2.4,4.9,.491,.491,0.5,1.1,.500,1.6,2.6,4.1,0.4,0.4,1.5,1.3,3.1,5.3,,jamesje01
255,Kenny Satterfield,20,DEN,PG,36,4,15.6,2.0,5.5,.367,0.2,0.8,.259,1.8,4.8,.384,.384,1.0,1.3,.783,0.5,1.0,1.4,3.0,0.9,0.0,1.5,1.2,5.3,,satteke01
256,Will Solomon,23,MEM,SG,62,4,14.1,1.8,5.3,.341,0.7,2.6,.284,1.1,2.7,.396,.411,0.8,1.2,.671,0.2,0.9,1.1,1.5,0.6,0.1,1.0,1.2,5.2,,solomwi01
257,Charlie Ward,31,NYK,PG,63,0,16.8,1.8,4.8,.373,0.8,2.6,.323,1.0,2.2,.432,.460,0.7,0.9,.810,0.2,1.8,2.0,3.2,1.1,0.2,1.2,1.6,5.2,,wardch01
258,Mengke Bateer,26,DEN,C,27,10,15.1,2.0,4.9,.402,0.1,0.4,.333,1.8,4.4,.408,.417,1.1,1.4,.784,1.2,2.4,3.6,0.8,0.4,0.2,1.2,3.5,5.1,,bateeme01
259,Brendan Haywood,22,WAS,C,62,2,20.4,1.8,3.6,.493,0.0,0.0,,1.8,3.6,.493,.493,1.6,2.6,.606,2.3,2.9,5.2,0.5,0.3,1.5,0.8,2.5,5.1,,haywobr01
260,Damon Jones,25,DET,PG,67,0,16.2,1.7,4.2,.401,1.0,2.8,.371,0.7,1.5,.459,.523,0.6,0.9,.729,0.2,1.3,1.5,2.1,0.3,0.0,0.9,1.2,5.1,,jonesda01
261,Shandon Anderson,28,NYK,SG,82,6,19.5,1.8,4.5,.399,0.5,1.7,.277,1.3,2.8,.474,.452,0.9,1.3,.692,0.7,2.3,3.0,0.9,0.6,0.2,1.2,1.6,5.0,,andersh01
262,Eddie Gill,23,MEM,PG,23,5,16.7,1.7,4.0,.424,0.3,1.0,.318,1.4,3.0,.457,.462,1.3,1.7,.795,0.3,0.9,1.2,2.1,0.5,0.1,1.5,1.7,5.0,,gilled01
263,Ratko Varda,22,DET,C,1,0,6.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,1.0,1.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,,vardara01
264,Jake Voskuhl,24,PHO,C,59,34,15.3,1.8,3.3,.554,0.0,0.0,,1.8,3.3,.554,.554,1.4,1.8,.752,1.7,2.5,4.2,0.3,0.2,0.4,0.8,2.4,5.0,,voskuja01
265,John Wallace,27,PHO,SF,46,0,10.7,2.0,4.7,.435,0.1,0.3,.385,1.9,4.4,.438,.446,0.9,1.0,.870,0.6,1.3,1.8,0.6,0.2,0.2,0.6,1.3,5.0,,wallajo01
266,Ryan Bowen,26,DEN,SF,75,21,22.5,2.0,4.1,.479,0.0,0.2,.083,1.9,3.9,.495,.480,0.9,1.2,.750,1.8,2.2,4.0,0.7,1.0,0.5,0.5,2.3,4.9,,bowenry01
267,DeShawn Stevenson,20,UTA,SG,67,23,16.9,2.1,5.5,.385,0.0,0.4,.080,2.1,5.2,.408,.388,0.6,0.8,.698,0.7,1.3,2.0,1.7,0.4,0.4,1.0,1.2,4.9,,stevede01
268,Scott Williams,33,DEN,PF,41,16,18.0,2.1,5.3,.396,0.0,0.0,.000,2.1,5.2,.400,.396,0.7,1.0,.732,2.0,3.1,5.1,0.3,0.4,0.8,0.9,2.4,4.9,,willisc01
269,Marc Jackson,27,2TM,C,39,0,12.7,1.5,4.2,.366,0.0,0.0,.000,1.5,4.2,.368,.366,1.7,2.1,.825,1.2,2.1,3.3,0.4,0.3,0.2,0.8,1.8,4.8,,jacksma02
269,Marc Jackson,27,GSW,C,17,0,9.9,1.3,3.8,.338,0.0,0.0,,1.3,3.8,.338,.338,2.4,2.8,.833,1.0,1.5,2.5,0.4,0.3,0.2,0.7,1.5,4.9,,jacksma02
269,Marc Jackson,27,MIN,C,22,0,14.8,1.7,4.5,.384,0.0,0.0,.000,1.7,4.5,.388,.384,1.2,1.5,.813,1.4,2.5,3.9,0.3,0.3,0.1,0.8,2.0,4.6,,jacksma02
270,Adonal Foyle,26,GSW,C,79,36,18.8,2.2,4.9,.444,0.0,0.0,,2.2,4.9,.444,.444,0.5,1.2,.398,1.9,3.0,4.9,0.5,0.5,2.1,1.0,2.3,4.8,,foylead01
271,Trajan Langdon,25,CLE,SG,44,0,10.8,1.6,4.0,.398,0.6,1.7,.365,1.0,2.3,.422,.474,1.0,1.0,.913,0.3,1.0,1.3,1.4,0.3,0.1,0.9,1.1,4.8,,langdtr01
272,Hanno Möttölä,25,ATL,C,82,14,16.7,2.1,4.7,.440,0.0,0.2,.077,2.0,4.5,.453,.441,0.7,0.9,.750,1.0,2.3,3.3,0.6,0.2,0.2,0.9,2.1,4.8,,mottoha01
273,Lawrence Funderburke,31,SAC,PF,56,1,12.9,2.1,4.4,.469,0.0,0.1,.000,2.1,4.3,.475,.469,0.6,1.0,.607,1.4,2.2,3.5,0.6,0.2,0.3,0.6,1.2,4.7,,fundela01
274,Stanislav Medvedenko,22,LAL,C,71,6,10.3,2.0,4.3,.477,0.0,0.1,.000,2.0,4.2,.483,.477,0.6,0.9,.661,1.2,1.0,2.2,0.6,0.4,0.2,0.6,1.7,4.7,,medvest01
275,Stacey Augmon,33,CHH,SG,77,3,17.1,1.8,4.3,.427,0.0,0.0,.000,1.8,4.2,.431,.427,1.0,1.3,.762,0.8,2.2,2.9,1.3,0.7,0.2,0.7,1.5,4.6,,augmost01
276,Michael Doleac,24,CLE,C,42,15,16.8,1.9,4.5,.417,0.0,0.0,,1.9,4.5,.417,.417,0.9,1.1,.826,1.1,2.9,4.0,0.6,0.4,0.3,0.9,2.3,4.6,,doleami01
277,Danny Ferry,35,SAS,SF,50,2,16.0,1.5,3.5,.429,0.9,2.0,.434,0.7,1.6,.423,.551,0.7,0.7,.944,0.3,1.5,1.8,1.0,0.3,0.2,0.4,1.4,4.6,,ferryda01
278,Dan Majerle,36,PHO,SG,65,1,18.2,1.5,4.4,.343,1.2,3.6,.336,0.3,0.8,.370,.479,0.4,0.6,.590,0.4,2.3,2.7,1.4,0.7,0.2,0.5,1.6,4.6,,majerda01
279,Sean Marks,26,MIA,C,21,6,15.2,1.8,4.2,.432,0.0,0.0,,1.8,4.2,.432,.432,1.0,1.6,.588,0.9,2.7,3.6,0.4,0.2,0.5,0.9,1.9,4.6,,marksse01
280,Vitaly Potapenko,26,BOS,C,79,9,17.0,1.7,3.8,.455,0.0,0.0,,1.7,3.8,.455,.455,1.1,1.5,.742,2.1,2.3,4.4,0.4,0.5,0.2,0.8,2.2,4.6,,potapvi01
281,Bo Outlaw,30,2TM,PF,83,36,23.2,2.0,3.6,.555,0.0,0.0,.500,2.0,3.6,.556,.557,0.5,1.2,.422,1.8,2.6,4.4,1.5,0.8,1.1,1.2,2.5,4.5,,outlabo01
281,Bo Outlaw,30,ORL,PF,10,0,16.0,1.3,2.1,.619,0.0,0.0,,1.3,2.1,.619,.619,0.8,1.8,.444,1.5,1.4,2.9,0.5,0.9,0.9,1.1,2.3,3.4,,outlabo01
281,Bo Outlaw,30,PHO,PF,73,36,24.2,2.1,3.8,.550,0.0,0.0,.500,2.1,3.8,.551,.552,0.5,1.2,.417,1.8,2.8,4.6,1.7,0.8,1.1,1.2,2.5,4.7,,outlabo01
282,Kwame Brown,19,WAS,PF,57,3,14.3,1.6,4.3,.387,0.0,0.0,.000,1.6,4.2,.388,.387,1.2,1.7,.707,1.1,2.4,3.5,0.8,0.3,0.5,0.8,1.8,4.5,,brownkw01
283,Jason Collins,23,NJN,C,77,9,18.3,1.5,3.6,.421,0.0,0.0,.500,1.5,3.6,.420,.423,1.5,2.1,.701,1.7,2.2,3.9,1.1,0.4,0.6,0.9,2.2,4.5,,collija04
284,Art Long,29,SEA,PF,63,27,15.7,1.9,3.9,.492,0.0,0.0,,1.9,3.9,.492,.492,0.7,1.3,.529,1.7,2.3,4.0,0.7,0.3,0.4,1.0,2.9,4.5,,longar01
285,Mark Strickland,31,ATL,SF,46,10,14.2,2.0,4.4,.446,0.0,0.1,.250,2.0,4.3,.450,.449,0.5,1.0,.568,0.9,2.0,2.8,0.4,0.4,0.4,0.6,1.0,4.5,,stricma01
286,Howard Eisley,29,NYK,PG,39,0,15.6,1.5,4.5,.337,0.4,1.5,.241,1.2,3.0,.385,.377,1.0,1.3,.796,0.2,1.0,1.3,2.6,0.6,0.1,1.4,1.4,4.4,,eisleho01
287,Fred Hoiberg,29,CHI,SG,79,8,17.8,1.5,3.7,.416,0.3,1.2,.261,1.2,2.5,.487,.457,1.0,1.2,.840,0.2,2.4,2.7,1.7,0.8,0.1,0.4,1.1,4.4,,hoibefr01
288,John Starks,36,UTA,SG,66,1,14.1,1.7,4.7,.368,0.4,1.4,.305,1.3,3.3,.395,.415,0.5,0.6,.805,0.2,0.8,1.0,1.1,0.5,0.0,0.8,1.9,4.4,,starkjo01
289,Shammond Williams,26,SEA,SG,50,2,12.1,1.6,3.9,.420,0.6,1.5,.373,1.1,2.4,.449,.492,0.6,0.8,.795,0.3,0.9,1.3,1.7,0.4,0.0,0.7,0.7,4.4,,willish01
290,Malik Allen,23,MIA,PF,12,2,13.4,1.8,4.3,.431,0.0,0.1,.000,1.8,4.2,.440,.431,0.7,0.8,.800,1.3,1.9,3.2,0.4,0.3,0.7,0.2,1.3,4.3,,allenma01
291,Jason Caffey,28,MIL,PF,23,0,12.3,1.6,3.1,.500,0.0,0.0,.000,1.6,3.1,.507,.500,1.2,1.9,.628,1.0,1.1,2.2,0.5,0.2,0.2,0.8,1.7,4.3,,caffeja01
292,Anthony Carter,26,MIA,PG,46,18,22.8,1.9,5.7,.342,0.0,0.4,.053,1.9,5.2,.365,.344,0.4,0.8,.528,0.4,2.1,2.5,4.7,1.1,0.1,1.6,1.8,4.3,,cartean01
293,Darvin Ham,28,MIL,SF,70,2,17.3,1.7,3.0,.569,0.0,0.1,.143,1.7,2.9,.583,.571,0.9,1.8,.504,1.3,1.6,2.9,1.0,0.4,0.5,1.2,2.5,4.3,,hamda01
294,Jaren Jackson,34,ORL,SG,9,0,16.0,1.7,4.1,.405,0.8,2.2,.350,0.9,1.9,.471,.500,0.2,0.4,.500,0.1,1.8,1.9,0.9,0.6,0.0,0.9,1.4,4.3,,jacksja01
295,Vladimir Stepania,25,MIA,C,67,4,13.2,1.7,3.7,.470,0.0,0.0,.500,1.7,3.7,.470,.472,0.7,1.6,.481,1.5,2.5,4.0,0.2,0.4,0.7,0.8,1.5,4.3,,stepavl01
296,Etan Thomas,23,WAS,C,47,0,13.1,1.7,3.2,.536,0.0,0.0,,1.7,3.2,.536,.536,0.9,1.6,.554,1.2,2.7,3.9,0.1,0.4,0.7,0.6,1.6,4.3,,thomaet01
297,Jason Collier,24,HOU,C,25,2,14.6,1.6,3.8,.432,0.0,0.0,.000,1.6,3.8,.436,.432,1.0,1.3,.750,1.2,2.0,3.3,0.4,0.2,0.2,0.5,1.6,4.2,,collija02
298,Johnny Newman,38,DAL,SF,47,17,15.4,1.4,3.1,.453,0.5,1.2,.386,1.0,1.9,.495,.527,0.9,1.2,.724,0.2,0.9,1.0,0.3,0.6,0.1,0.4,1.9,4.2,,newmajo01
299,Bryant Stith,31,CLE,SG,50,5,13.3,1.4,3.8,.372,0.5,1.4,.353,0.9,2.4,.383,.436,0.9,1.0,.846,0.4,1.3,1.7,0.8,0.6,0.1,0.6,0.8,4.2,,stithbr01
300,Earl Boykins,25,LAC,PG,68,2,11.2,1.6,4.0,.400,0.2,0.6,.310,1.4,3.4,.416,.424,0.7,0.9,.770,0.4,0.4,0.8,2.1,0.3,0.0,0.6,0.6,4.1,,boykiea01
301,Shawn Bradley,29,DAL,C,53,16,14.3,1.5,3.1,.479,0.0,0.0,.000,1.5,3.1,.481,.479,1.1,1.2,.922,1.0,2.3,3.3,0.4,0.5,1.2,0.5,2.4,4.1,,bradlsh01
302,Chris Childs,34,TOR,PG,69,4,22.8,1.4,4.3,.328,0.5,1.7,.275,0.9,2.6,.364,.383,0.8,1.0,.817,0.3,2.0,2.2,5.1,0.8,0.1,1.8,2.6,4.1,,childch01
303,Keyon Dooling,21,LAC,PG,14,0,11.1,1.6,4.1,.386,0.3,1.0,.286,1.3,3.1,.419,.421,0.7,0.9,.833,0.0,0.2,0.2,0.9,0.3,0.2,0.7,1.4,4.1,,doolike01
304,Steve Kerr,36,POR,PG,65,0,11.9,1.6,3.3,.470,0.4,1.0,.394,1.2,2.3,.503,.530,0.6,0.6,.975,0.1,0.8,0.9,1.0,0.2,0.0,0.4,0.8,4.1,,kerrst01
305,Mitch Richmond,36,LAL,SG,64,2,11.1,1.6,3.9,.405,0.3,1.0,.290,1.3,2.9,.443,.441,0.7,0.7,.955,0.2,1.3,1.5,0.9,0.3,0.1,0.6,1.0,4.1,,richmmi01
306,Nick Anderson,34,MEM,SG,15,0,14.6,1.4,5.1,.276,0.9,3.2,.271,0.5,1.9,.286,.362,0.3,0.6,.556,0.1,2.1,2.2,0.9,0.4,0.4,0.9,1.1,4.0,,anderni01
307,Michael Curry,33,DET,SG,82,75,23.3,1.5,3.4,.453,0.1,0.3,.269,1.4,3.0,.472,.466,0.9,1.1,.791,0.2,1.9,2.0,1.5,0.6,0.1,0.7,2.5,4.0,,currymi01
308,Quincy Lewis,24,UTA,SG,36,19,13.6,1.8,4.0,.448,0.1,0.5,.167,1.7,3.5,.488,.458,0.4,0.6,.650,0.3,0.9,1.2,1.0,0.6,0.3,0.9,2.5,4.0,,lewisqu01
309,Danny Manning,35,DAL,PF,41,10,13.5,1.7,3.6,.477,0.0,0.2,.143,1.7,3.5,.493,.480,0.5,0.8,.667,0.6,2.0,2.6,0.7,0.5,0.5,0.6,2.0,4.0,,mannida01
310,Mamadou N'Diaye,26,TOR,C,5,0,9.2,1.2,2.0,.600,0.0,0.0,,1.2,2.0,.600,.600,1.6,2.0,.800,1.2,1.0,2.2,0.0,0.0,0.4,0.2,1.2,4.0,,ndiayma02
311,Lavor Postell,23,NYK,SG,23,0,7.8,1.2,3.7,.333,0.3,1.1,.231,1.0,2.5,.379,.369,1.3,1.8,.756,0.1,0.6,0.7,0.2,0.3,0.0,0.5,0.3,4.0,,postela01
312,Antonis Fotsis,20,MEM,PF,28,1,11.4,1.5,3.7,.404,0.3,0.8,.304,1.3,2.9,.432,.438,0.6,0.7,.850,0.9,1.3,2.2,0.4,0.3,0.4,0.8,0.8,3.9,,fotsian01
313,Stephen Jackson,23,SAS,SF,23,1,9.9,1.5,4.0,.374,0.4,1.6,.250,1.1,2.4,.455,.423,0.5,0.7,.706,0.1,1.0,1.1,0.5,0.7,0.1,1.0,1.3,3.9,,jacksst02
314,Robert Pack,32,MIN,PG,16,0,15.8,1.6,4.3,.368,0.1,0.3,.250,1.5,4.0,.375,.375,0.7,0.9,.733,0.4,1.0,1.4,3.1,0.8,0.0,1.3,2.0,3.9,,packro01
