Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
51,Cazzie Russell,22,NYK,SF,77,25,22.0,4.5,10.2,.436,2.3,3.0,.785,3.3,2.4,2.3,11.3,,russeca01
52,Jim King,25,SFW,SG,67,,24.9,4.3,10.2,.418,2.6,3.3,.787,4.8,3.6,2.9,11.1,,kingji01
53,Darrall Imhoff,28,LAL,C,81,,33.6,4.6,9.6,.474,1.6,2.6,.614,13.3,2.7,3.5,10.7,AS,imhofda01
54,Tom Meschery,28,SFW,PF,72,,25.6,4.1,9.8,.415,2.4,3.4,.717,7.6,1.3,3.7,10.6,,meschto01
55,Archie Clark,25,LAL,SG,76,,23.2,4.4,9.6,.452,1.8,2.5,.708,2.9,2.7,2.5,10.5,ROY-3,clarkar01
56,Don Kojis,28,CHI,SF,78,,21.2,4.2,9.9,.426,1.7,2.8,.604,6.1,0.9,2.6,10.2,,kojisdo01
57,Tom Sanders,28,BOS,SF,81,,23.8,4.0,9.3,.428,2.2,2.7,.817,5.4,1.1,3.8,10.2,,sandeto01
58,Johnny Egan,28,BAL,PG,71,,24.5,3.8,8.8,.428,2.6,3.1,.845,2.5,3.9,2.7,10.1,,eganjo01
59,John Tresvant,27,DET,PF,68,,22.8,3.8,8.6,.438,2.4,3.4,.701,7.1,1.3,3.6,9.9,,tresvjo01
60,Jack Marin,22,BAL,SF,74,,17.9,3.8,8.5,.448,2.0,2.5,.775,4.2,1.0,2.7,9.6,,marinja01
61,Joe Strawder,26,DET,C,79,,27.3,3.6,8.4,.426,2.4,3.3,.718,10.0,1.0,4.4,9.5,,strawjo01
62,Connie Dierking,30,CIN,C,77,,24.7,3.8,9.5,.399,1.7,2.3,.744,7.8,2.1,3.3,9.3,,dierkco01
63,Walt Hazzard,24,LAL,PG,79,,20.8,3.8,8.9,.426,1.6,2.2,.729,2.9,4.1,2.6,9.3,,abdulma01
64,McCoy McLemore,24,CHI,SF,79,,17.5,3.3,8.5,.385,2.7,3.4,.772,4.7,0.8,2.4,9.2,,mclemmc01
65,Flynn Robinson,25,CIN,PG,76,,15.0,3.6,7.9,.457,1.6,2.0,.779,1.8,1.4,2.6,8.8,,robinfl01
66,Rod Thorn,25,STL,PG,67,,17.4,3.5,7.8,.445,1.9,2.6,.727,2.4,1.8,1.3,8.8,,thornro01
67,Em Bryant,28,NYK,PG,63,30,25.3,3.7,9.2,.409,1.2,1.8,.649,4.3,3.5,3.7,8.7,,bryanem01
68,Jon McGlocklin,23,CIN,SF,60,,19.9,3.6,8.2,.440,1.2,1.7,.712,2.7,1.6,1.4,8.5,,mcglojo01
69,Ron Reed,24,DET,PF,62,,20.1,3.6,9.7,.372,1.3,2.1,.594,6.8,1.3,2.3,8.5,,reedro01
70,John Barnhill,28,BAL,PG,53,,22.9,3.5,8.4,.418,1.2,1.9,.641,3.0,2.6,1.5,8.3,,barnhjo01
71,Tom Hawkins,30,LAL,SF,76,,23.7,3.6,7.5,.481,1.1,2.3,.474,5.7,1.1,2.7,8.3,,hawkito01
72,Johnny Green,33,BAL,PF,61,,15.5,3.3,7.2,.465,1.6,3.4,.464,6.5,0.9,2.3,8.2,,greenjo01
73,Larry Costello,35,PHI,PG,49,,19.9,2.7,6.0,.444,2.4,2.7,.902,2.1,2.9,2.9,7.8,,costela01
74,Keith Erickson,22,CHI,SF,76,,19.1,3.1,8.4,.367,1.5,2.1,.736,4.5,1.6,2.6,7.7,,erickke01
75,Jim Washington,23,CHI,PF,77,,19.2,3.3,7.8,.417,1.1,2.1,.553,6.1,0.7,2.4,7.7,,washiji01
76,Mel Counts,25,2TM,C,56,,15.4,3.2,7.5,.422,1.2,1.7,.734,6.1,0.9,3.3,7.6,,countme01
76,Mel Counts,25,BAL,C,25,,13.7,2.6,6.7,.389,1.2,1.6,.725,6.2,1.2,3.2,6.4,,countme01
76,Mel Counts,25,LAL,C,31,,16.7,3.6,8.1,.444,1.3,1.7,.741,6.1,0.7,3.3,8.5,,countme01
77,Wayne Hightower,27,2TM,PF,72,,18.2,2.7,7.9,.344,2.1,2.9,.729,5.6,0.9,2.6,7.5,,hightwa01
77,Wayne Hightower,27,BAL,PF,43,,17.3,2.4,7.2,.334,2.1,2.9,.718,5.6,0.8,2.6,6.9,,hightwa01
77,Wayne Hightower,27,DET,PF,29,,19.4,3.2,8.9,.355,2.2,3.0,.744,5.7,1.0,2.8,8.6,,hightwa01
78,Jerry Chambers,23,LAL,SF,69,,14.7,3.2,7.2,.452,1.0,1.3,.731,3.0,0.6,2.1,7.5,,chambje01
79,Don Nelson,26,BOS,SF,79,,15.2,2.9,6.4,.446,1.8,2.4,.742,3.7,0.8,1.8,7.5,,nelsodo01
80,Al Attles,30,SFW,PG,69,,25.6,3.1,6.8,.454,1.3,2.2,.583,4.7,3.9,3.8,7.4,,attleal01
81,Barry Clemens,23,CHI,SF,60,,16.4,3.1,7.4,.419,1.1,1.5,.756,3.4,0.7,2.4,7.3,,clemeba01
82,Jim Barnes,25,LAL,PF,80,,17.5,2.7,6.2,.437,1.6,2.3,.684,5.6,0.6,3.3,7.0,,barneji01
83,Clyde Lee,22,SFW,C,74,,16.9,2.8,6.8,.408,1.4,2.2,.633,7.4,1.0,2.3,7.0,,leecl01
84,Paul Silas,23,STL,PF,77,,20.4,2.7,6.3,.429,1.5,2.8,.531,8.7,1.0,2.7,6.8,,silaspa01
85,Bob Love,24,CIN,PF,66,,16.3,2.6,6.1,.429,1.4,2.2,.633,3.9,0.7,2.3,6.7,,lovebo01
86,Bob Ferry,29,BAL,C,51,,19.4,2.6,6.2,.419,1.4,2.2,.636,5.1,1.8,1.9,6.5,,ferrybo01
87,Dave Gambee,29,PHI,SF,63,,12.0,2.4,5.5,.435,1.7,2.0,.856,3.1,0.7,2.3,6.5,,gambeda01
88,Gene Tormohlen,29,STL,C,63,,16.4,2.7,6.4,.427,0.8,1.3,.595,5.5,1.2,2.8,6.3,,tormobu01
89,K.C. Jones,34,BOS,PG,78,,31.4,2.3,5.9,.397,1.5,2.4,.630,3.1,5.0,3.5,6.2,,joneskc01
90,Ben Warley,30,BAL,SF,62,,16.7,2.0,5.0,.401,2.2,2.7,.788,5.2,0.8,2.8,6.2,,warlebe01
91,Dick Snyder,22,STL,SG,55,,12.3,2.6,6.1,.432,0.8,1.1,.754,1.7,1.1,1.5,6.1,,snydedi01
92,Freddie Crawford,25,NYK,SG,19,0,10.1,2.3,6.1,.379,1.3,2.0,.632,2.5,0.6,2.1,5.9,,crawffr01
93,Johnny Austin,22,BAL,SG,4,,15.3,1.3,5.5,.227,3.3,4.0,.813,1.8,1.0,3.0,5.8,,austijo01
94,Reggie Harding,24,DET,C,74,,18.5,2.3,5.2,.449,0.9,1.4,.612,6.1,1.3,2.2,5.5,,hardire01
95,Wayne Embry,29,BOS,C,72,,10.1,2.0,5.0,.409,1.1,2.0,.569,4.1,0.6,1.9,5.2,,embrywa01
96,Walt Wesley,22,CIN,C,64,,14.2,2.0,5.2,.393,0.8,1.9,.423,5.1,0.3,2.5,4.9,,weslewa01
97,Freddie Lewis,23,CIN,PG,32,,10.4,1.9,4.8,.392,0.9,1.3,.707,1.4,1.3,1.5,4.7,,lewisfr02
98,Len Chappell,26,2TM,PF,73,,9.7,1.8,4.3,.422,0.7,1.1,.654,2.6,0.5,1.4,4.3,,chapple01
98,Len Chappell,26,CHI,PF,19,,9.4,2.1,4.7,.449,0.7,1.1,.667,2.0,0.6,1.6,4.9,,chapple01
98,Len Chappell,26,CIN,C,54,,9.8,1.7,4.1,.411,0.7,1.1,.650,2.8,0.4,1.4,4.1,,chapple01
99,Bill Melchionni,22,PHI,PG,73,,9.5,1.9,4.8,.391,0.5,0.8,.650,1.3,1.3,1.0,4.3,,melchbi01
100,Bud Olsen,26,SFW,PF,40,,8.7,1.9,4.2,.449,0.6,1.5,.397,2.6,0.8,1.3,4.3,,olsenbu01
101,Chico Vaughn,26,DET,SG,51,,13.3,1.7,4.4,.376,1.0,1.5,.676,1.3,1.5,1.1,4.3,,vaughch01
102,Gerry Ward,25,CHI,SG,76,,13.7,1.5,4.0,.381,1.1,1.8,.630,2.4,1.7,2.2,4.2,,wardge01
103,George Wilson,24,2TM,C,55,,10.4,1.5,4.3,.363,1.1,1.6,.674,3.7,0.3,1.7,4.1,,wilsoge01
103,George Wilson,24,CIN,C,12,,10.4,0.7,3.4,.195,1.1,1.3,.813,3.6,0.0,1.6,2.4,,wilsoge01
103,George Wilson,24,CHI,C,43,,10.4,1.8,4.5,.399,1.0,1.6,.643,3.8,0.3,1.7,4.6,,wilsoge01
104,Jim Barnett,22,BOS,SG,48,,8.0,1.6,4.4,.370,0.9,1.3,.677,1.1,0.9,1.3,4.1,,barneji02
105,Henry Akin,22,NYK,PF,50,0,9.1,1.7,4.6,.361,0.5,0.7,.703,2.4,0.5,1.6,3.8,,akinhe01
106,Joe Ellis,22,SFW,SF,41,,8.1,1.6,4.0,.409,0.5,0.6,.760,2.7,0.7,1.1,3.7,,ellisjo01
107,Wayne Molis,23,NYK,C,13,0,5.8,1.5,3.9,.373,0.5,1.0,.538,1.7,0.2,0.7,3.5,,moliswa01
108,Neil Johnson,23,NYK,PF,51,3,10.2,1.2,3.4,.345,1.1,1.7,.663,3.3,0.7,2.0,3.4,,johnsne02
109,Matt Guokas,22,PHI,SG,69,,11.7,1.1,2.9,.389,0.7,1.2,.605,1.2,1.5,1.2,3.0,,guokama02
110,Dave Schellhase,22,CHI,PG,31,,6.8,1.3,3.6,.360,0.5,0.7,.636,0.9,0.7,0.9,3.0,,schelda01
111,Bob Warlick,25,SFW,SG,12,,5.4,1.3,4.3,.288,0.5,0.9,.545,1.7,0.8,0.3,3.0,,warlibo01
112,John Block,22,LAL,PF,22,,5.4,0.9,2.4,.385,1.1,1.5,.706,2.0,0.2,0.9,2.9,,blockjo01
113,Dorie Murrey,23,DET,PF,35,,8.9,0.9,2.3,.402,0.9,1.5,.593,2.9,0.3,1.6,2.8,,murredo01
114,Toby Kimball,24,BOS,PF,38,,5.8,0.9,2.6,.361,0.7,1.1,.675,3.8,0.3,1.1,2.6,,kimbato01
115,Nate Bowman,23,CHI,C,9,,7.2,0.9,2.3,.381,0.7,0.9,.750,3.1,0.2,2.0,2.4,,bowmana01
116,Bob Hogsett,26,DET,PF,7,,3.1,0.7,2.3,.313,0.9,0.9,1.000,0.4,0.1,0.7,2.3,,hogsebo01
117,Tommy Kron,23,STL,SG,32,,6.9,0.8,2.7,.310,0.4,0.6,.684,1.1,1.4,1.1,2.1,,kronto01
118,Jim Ware,22,CIN,PF,33,,6.1,0.9,2.9,.309,0.3,0.5,.588,2.1,0.2,1.1,2.1,,wareji01
119,Bob Weiss,24,PHI,PG,6,,4.8,0.8,1.7,.500,0.3,0.8,.400,0.5,1.7,1.3,2.0,,weissbo01
120,Tom Hoover,26,STL,C,17,,7.6,0.8,1.8,.419,0.3,0.8,.385,2.1,0.5,2.1,1.8,,hooveto01
121,Hank Finkel,24,LAL,C,27,,5.2,0.6,1.7,.362,0.3,0.4,.583,2.4,0.2,1.4,1.5,,finkeha01
122,Ron Watts,23,BOS,,27,,3.3,0.4,1.6,.250,0.6,0.9,.696,1.4,0.0,0.6,1.4,,wattsro01
123,Dave Deutsch,21,NYK,,19,0,4.9,0.3,1.9,.167,0.5,1.1,.450,1.1,0.8,0.9,1.1,,deutsda01
