Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
61,Bud Olsen,24,CIN,PF,79,,17.4,2.8,6.5,.438,1.8,2.5,.738,4.2,1.1,2.6,7.5,,olsenbu01
62,Ron Bonham,22,BOS,SF,37,,10.0,2.5,5.9,.414,2.5,3.0,.821,2.1,0.5,0.9,7.4,ROY-4,bonharo01
63,Gary Phillips,25,SFW,SG,73,,21.1,2.7,7.6,.358,1.6,2.7,.603,2.6,2.0,2.5,7.1,,phillga01
64,John Barnhill,26,STL,SG,41,,19.0,3.0,7.6,.388,1.1,1.7,.643,2.2,1.9,1.4,7.0,,barnhjo01
65,Tom Gola,32,NYK,SG,77,41,22.4,2.6,5.9,.448,1.7,2.3,.739,4.1,2.9,3.5,7.0,,golato01
66,Tom Hawkins,28,CIN,SF,79,,23.6,2.8,6.8,.409,1.5,2.6,.569,6.0,1.0,3.0,7.0,,hawkito01
67,Mike Farmer,28,STL,SF,60,,21.2,2.8,6.8,.409,1.3,1.6,.798,4.3,1.5,2.1,6.8,,farmemi01
68,Al Bianchi,32,PHI,PG,60,,18.6,2.9,8.1,.360,0.9,1.3,.711,1.6,2.3,3.0,6.7,,biancal01
69,Don Kojis,26,DET,SF,65,,12.9,2.8,6.4,.433,1.0,1.5,.633,3.7,1.0,1.8,6.5,,kojisdo01
70,Jim King,23,LAL,PG,77,,21.7,2.4,6.1,.392,1.5,2.0,.781,2.8,2.3,2.5,6.3,,kingji01
71,Larry Siegfried,25,BOS,SG,72,,13.8,2.4,5.8,.415,1.5,1.9,.779,1.9,1.7,1.5,6.3,,siegfla01
72,Happy Hairston,22,CIN,PF,61,,12.1,2.1,5.8,.373,1.8,2.7,.667,4.8,0.4,1.6,6.1,,hairsha01
73,John Rudometkin,24,2TM,SF,23,,16.3,2.3,6.7,.338,1.5,2.2,.680,4.3,0.7,2.3,6.0,,rudomjo01
73,John Rudometkin,24,NYK,SF,1,,22.0,3.0,8.0,.375,0.0,0.0,,7.0,0.0,5.0,6.0,,rudomjo01
73,John Rudometkin,24,SFW,SF,22,,16.1,2.2,6.6,.336,1.5,2.3,.680,4.2,0.7,2.2,6.0,,rudomjo01
74,Donnie Butcher,28,DET,PG,71,,16.3,2.0,5.0,.405,1.8,2.9,.618,2.8,1.7,2.6,5.8,,butchdo01
75,Si Green,31,BAL,PG,70,,15.5,2.2,5.3,.413,1.4,2.3,.627,2.4,2.0,1.9,5.8,,greensi01
76,Art Heyman,23,NYK,SG,55,1,12.1,2.1,4.9,.427,1.6,2.4,.667,1.8,1.4,1.7,5.7,,heymaar01
77,Larry Jones,22,PHI,SG,23,,15.6,2.0,6.7,.307,1.6,2.3,.712,2.5,1.7,2.0,5.7,,jonesla01
78,Bob Ferry,27,BAL,PF,77,,16.6,1.9,4.4,.423,1.6,2.6,.613,4.6,0.8,2.0,5.3,,ferrybo01
79,Wali Jones,22,BAL,SG,77,,16.2,2.0,5.3,.375,1.3,1.8,.728,1.8,2.6,2.5,5.3,,joneswa02
80,Gene Wiley,27,LAL,C,80,,25.0,2.2,4.7,.465,0.7,1.4,.505,8.6,1.3,2.9,5.1,,wileyge01
81,Darrall Imhoff,26,LAL,C,76,,20.0,1.9,4.1,.466,1.2,2.0,.571,6.6,1.1,3.1,5.0,,imhofda01
82,Jackie Moreland,26,DET,PF,54,,13.6,1.9,5.5,.348,1.2,1.9,.635,3.4,1.3,2.8,5.0,,morelja01
83,Em Bryant,26,NYK,PG,77,29,17.3,1.9,5.7,.333,1.1,1.7,.654,2.2,2.2,2.8,4.9,,bryanem01
84,Jeff Mullins,22,STL,SG,44,,11.2,2.0,4.8,.416,0.9,1.4,.672,2.3,1.0,1.4,4.9,,mullije01
85,Ben Warley,28,PHI,SF,64,,14.1,1.5,4.0,.372,1.9,2.8,.705,4.3,0.8,2.7,4.9,,warlebe01
86,Mel Counts,23,BOS,C,54,,10.6,1.9,5.0,.368,1.1,1.4,.784,4.9,0.4,2.5,4.8,,countme01
87,Jerry Greenspan,23,PHI,SG,5,,9.8,1.6,2.6,.615,1.6,1.6,1.000,2.2,0.0,2.4,4.8,,greenje01
88,George Lee,28,SFW,SF,19,,13.0,1.4,4.1,.351,2.0,2.7,.731,2.9,0.6,1.2,4.8,,leege01
89,Bud Koper,22,SFW,SG,54,,11.7,2.0,4.5,.440,0.6,0.8,.833,1.1,0.8,1.1,4.6,,koperbu01
90,Paul Silas,21,STL,PF,79,,15.7,1.8,4.7,.373,1.1,2.1,.506,7.3,0.6,2.0,4.6,,silaspa01
91,Steve Courtin,22,PHI,SG,24,,13.2,1.8,4.3,.408,0.7,0.9,.810,0.9,0.9,1.8,4.2,,courtst01
92,Walt Hazzard,22,LAL,SG,66,,13.9,1.8,4.6,.382,0.7,1.1,.648,1.7,2.1,2.0,4.2,,abdulma01
93,Jay Arnette,26,CIN,SG,63,,10.5,1.4,3.9,.371,0.9,1.2,.747,1.0,1.1,2.0,3.8,,arnetja01
94,Charlie Hardnett,26,BAL,PF,20,,10.0,1.3,4.0,.313,1.2,2.0,.590,3.9,0.1,1.9,3.7,,hardnch01
95,Willie Jones,28,DET,PG,12,,8.4,1.8,4.3,.404,0.2,0.5,.333,0.8,0.6,1.1,3.7,,joneswi01
96,Barry Kramer,22,2TM,SF,52,0,9.8,1.2,3.6,.339,1.2,1.6,.714,1.9,0.8,1.3,3.6,,krameba01
96,Barry Kramer,22,SFW,SF,33,,8.4,1.1,3.0,.360,0.9,1.3,.682,1.8,0.8,1.1,3.1,,krameba01
96,Barry Kramer,22,NYK,SF,19,0,12.2,1.4,4.5,.314,1.6,2.1,.750,2.2,0.8,1.6,4.4,,krameba01
97,John Thompson,23,BOS,PF,64,,10.9,1.3,3.3,.402,1.0,1.6,.590,3.6,0.3,2.2,3.6,,thompjo01
98,Bob Duffy,24,DET,PG,4,,6.5,1.0,2.8,.364,1.5,1.8,.857,1.0,1.3,1.0,3.5,,duffybo02
99,John Tresvant,25,STL,PF,4,,8.8,1.0,2.8,.364,1.5,2.3,.667,4.5,1.5,2.3,3.5,,tresvjo01
100,Hub Reed,28,DET,C,62,,12.1,1.4,3.6,.380,0.6,0.9,.690,3.3,0.6,2.2,3.4,,reedhu01
101,Gary Bradds,22,BAL,SF,41,,8.2,1.1,2.7,.414,1.1,1.5,.714,2.0,0.5,0.9,3.3,,braddga01
102,Cotton Nash,22,2TM,SF,45,,7.9,1.0,3.2,.324,1.0,1.2,.827,1.8,0.4,1.3,3.0,,nashco01
102,Cotton Nash,22,LAL,SF,25,,6.7,0.6,2.3,.246,1.0,1.3,.781,1.4,0.4,1.2,2.1,,nashco01
102,Cotton Nash,22,SFW,SF,20,,9.5,1.7,4.4,.375,0.9,1.0,.900,2.4,0.5,1.4,4.2,,nashco01
103,Ed Burton,25,STL,,7,,6.0,1.0,2.9,.350,0.6,1.0,.571,1.9,0.3,1.9,2.6,,burtoed01
104,Tom Thacker,25,CIN,PG,55,,8.5,1.0,3.1,.333,0.4,0.9,.489,2.3,0.7,1.2,2.5,,thackto01
105,Al Butler,26,BAL,PG,25,,6.9,1.0,2.9,.329,0.4,0.6,.733,0.8,0.5,1.0,2.4,,butleal01
106,Don Nelson,24,LAL,SF,39,,6.1,0.9,2.2,.424,0.5,0.7,.769,1.9,0.6,1.0,2.4,,nelsodo01
107,Gary Hill,23,2TM,SG,12,,8.6,0.8,3.0,.278,0.6,1.2,.500,1.3,0.6,0.9,2.3,,hillga01
107,Gary Hill,23,SFW,SG,9,,9.8,1.1,3.9,.286,0.8,1.6,.500,1.7,0.7,1.1,3.0,,hillga01
107,Gary Hill,23,BAL,SG,3,,5.0,0.0,0.3,.000,0.0,0.0,,0.3,0.3,0.3,0.0,,hillga01
108,Billy McGill,25,2TM,C,24,,5.5,0.9,2.7,.323,0.5,0.7,.765,1.5,0.4,1.3,2.3,,mcgilbi01
108,Billy McGill,25,STL,C,16,,6.0,0.9,2.8,.311,0.8,1.0,.750,1.5,0.4,1.6,2.5,,mcgilbi01
108,Billy McGill,25,LAL,C,8,,4.6,0.9,2.5,.350,0.1,0.1,1.000,1.5,0.4,0.8,1.9,,mcgilbi01
109,George Wilson,22,CIN,C,39,,7.4,1.1,4.0,.265,0.2,0.8,.300,2.6,0.3,1.5,2.3,,wilsoge01
110,Bevo Nordmann,25,BOS,C,3,,8.3,1.0,1.7,.600,0.0,0.0,,2.7,1.0,1.7,2.0,,nordmbe01
111,Les Hunter,22,BAL,PF,24,,4.8,0.8,2.7,.281,0.3,0.6,.429,2.1,0.5,0.7,1.8,,huntele01
112,Gerry Ward,23,BOS,SG,3,,10.0,0.7,6.0,.111,0.3,0.3,1.000,1.7,2.0,2.0,1.7,,wardge01
113,Tom Hoover,24,NYK,C,24,0,6.4,0.5,1.3,.406,0.3,0.6,.571,2.4,0.5,1.5,1.4,,hooveto01
114,Jerry Grote,24,LAL,,11,,3.0,0.5,1.0,.545,0.2,0.2,1.000,0.4,0.4,0.5,1.3,,groteje01
