Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
57,Bob Dandridge,22,MIL,SF,81,,30.4,5.4,11.0,.485,2.5,3.3,.754,7.7,3.6,3.4,13.2,,dandrbo01
58,Eddie Miles,29,2TM,SG,47,,27.6,5.1,11.5,.440,2.8,3.7,.760,3.8,1.8,2.3,13.0,,milesed01
58,Eddie Miles,29,DET,SG,44,,28.3,5.3,12.1,.435,3.0,3.9,.765,3.9,1.9,2.3,13.5,,milesed01
58,Eddie Miles,29,BAL,SG,3,,17.3,2.3,3.3,.700,1.0,1.7,.600,1.3,1.3,2.7,5.7,,milesed01
59,Jim Fox,26,PHO,C,81,,25.2,5.1,9.7,.524,2.7,3.5,.770,7.0,1.1,3.2,12.9,,foxji01
60,Paul Silas,26,PHO,PF,78,,36.4,4.8,10.3,.464,3.2,5.3,.607,11.7,2.7,3.4,12.8,,silaspa01
61,Jim Washington,26,PHI,PF,79,,31.1,5.1,10.7,.476,2.6,3.5,.747,9.3,1.3,3.3,12.7,,washiji01
62,Mel Counts,28,LAL,C,81,,27.1,5.4,12.6,.427,1.9,2.5,.776,8.4,2.0,3.8,12.6,,countme01
63,Bailey Howell,33,BOS,PF,82,,25.3,4.9,11.4,.429,2.9,3.8,.763,6.7,1.5,3.2,12.6,,howelba01
64,Larry Siegfried,30,BOS,PG,78,,26.7,4.9,11.6,.424,2.8,3.3,.856,2.7,3.8,2.4,12.6,,siegfla01
65,Tom Meschery,31,SEA,SF,80,,28.7,4.9,10.2,.482,2.5,3.1,.790,8.3,2.0,4.0,12.3,,meschto01
66,Jo Jo White,23,BOS,PG,60,,22.1,5.2,11.4,.452,1.9,2.3,.822,2.8,2.4,2.2,12.2,,whitejo01
67,Mike Davis,23,BAL,SG,56,,23.8,4.6,10.5,.444,2.7,3.4,.776,2.3,2.0,3.1,11.9,,davismi01
68,Otto Moore,23,DET,C,81,,31.1,4.7,9.9,.476,2.4,3.8,.636,11.1,1.3,2.9,11.9,MVP-16,mooreot01
69,Wali Jones,27,PHI,PG,78,,22.3,4.7,10.9,.430,2.4,2.9,.841,2.2,3.5,2.7,11.8,,joneswa02
70,Walt Bellamy,30,2TM,C,79,,25.7,4.4,8.5,.523,2.7,4.7,.576,8.9,1.8,3.3,11.6,MVP-12,bellawa01
70,Walt Bellamy,30,DET,C,56,,20.9,3.8,6.9,.547,2.5,4.4,.562,7.1,1.0,2.9,10.0,,bellawa01
70,Walt Bellamy,30,ATL,C,23,,37.2,6.1,12.5,.491,3.3,5.4,.605,13.5,3.8,4.2,15.5,,bellawa01
71,Dick Garrett,23,LAL,SG,73,,31.8,4.8,11.2,.434,1.9,2.2,.852,3.2,2.5,3.2,11.6,,garredi01
72,Cazzie Russell,25,NYK,SF,78,18,20.0,4.9,9.9,.498,1.6,2.1,.775,3.0,1.7,1.8,11.5,,russeca01
73,Tom Sanders,31,BOS,SF,57,,28.4,4.3,9.7,.443,2.8,3.2,.880,5.5,1.6,3.5,11.5,,sandeto01
74,Bob Weiss,27,CHI,PG,82,,31.0,4.5,10.4,.427,2.6,3.1,.842,2.8,5.8,2.5,11.5,,weissbo01
75,Terry Dischinger,29,DET,SF,75,,23.4,4.6,8.7,.526,2.3,3.2,.722,4.9,1.4,2.8,11.4,,dischte01
76,Howard Komives,28,DET,PG,82,,29.5,4.4,10.7,.413,2.3,2.9,.812,2.4,3.8,3.0,11.2,,komivho01
77,Clyde Lee,25,SFW,C,82,,32.2,4.4,10.0,.440,2.2,3.7,.593,11.3,1.0,3.2,11.0,,leecl01
78,John Tresvant,30,2TM,PF,69,,21.7,3.8,8.6,.444,3.0,4.1,.725,6.2,1.6,3.0,10.6,,tresvjo01
78,John Tresvant,30,SEA,PF,49,,26.1,4.4,10.3,.428,3.7,5.1,.735,7.4,1.9,3.3,12.6,,tresvjo01
78,John Tresvant,30,LAL,PF,20,,11.1,2.4,4.4,.534,1.2,1.8,.657,3.2,0.9,2.0,5.9,,tresvjo01
79,Tom Boerwinkle,24,CHI,C,81,,28.8,4.3,9.6,.449,1.9,2.8,.664,12.5,2.8,3.1,10.4,,boerwto01
80,Erwin Mueller,25,2TM,PF,78,,30.2,3.8,8.3,.464,2.4,3.4,.719,6.2,2.6,2.5,10.1,,mueller01
80,Erwin Mueller,25,SEA,PF,4,,17.3,3.3,8.0,.406,1.0,2.3,.444,3.5,1.5,1.5,7.5,,mueller01
80,Erwin Mueller,25,DET,PF,74,,30.9,3.9,8.3,.467,2.5,3.4,.728,6.3,2.7,2.5,10.3,,mueller01
81,Lucius Allen,22,SEA,PG,81,,22.4,3.8,8.5,.442,2.2,3.1,.731,2.6,4.2,2.5,9.8,,allenlu01
82,Greg Smith,23,MIL,PF,82,,28.9,4.1,8.1,.511,1.5,2.1,.718,8.7,1.9,3.7,9.8,,smithgr01
83,Hank Finkel,27,BOS,C,80,,23.3,3.9,8.5,.454,2.0,2.9,.670,7.7,1.3,3.7,9.7,,finkeha01
84,Norm Van Lier,22,CIN,PG,81,,35.7,3.7,9.2,.403,2.0,2.8,.741,5.0,6.2,4.1,9.5,,vanlino01
85,Walt Wesley,25,CHI,C,72,,19.5,3.8,9.0,.417,2.0,3.0,.662,6.3,0.9,2.6,9.5,,weslewa01
86,Keith Erickson,25,LAL,SF,68,,25.8,3.8,8.3,.458,1.3,1.8,.746,4.5,3.1,2.6,8.9,,erickke01
87,Ray Scott,31,BAL,PF,73,,19.1,3.5,8.3,.425,1.9,2.4,.803,6.3,1.6,2.0,8.9,,scottra01
88,Rick Roberson,22,LAL,C,74,,27.1,3.5,7.9,.447,1.6,2.9,.566,9.1,1.2,3.5,8.7,,roberri01
89,Jerry Chambers,26,PHO,SF,79,,14.4,3.6,8.3,.430,1.2,1.6,.728,2.8,0.7,2.1,8.3,,chambje01
90,Len Chappell,29,MIL,SF,75,,15.1,3.2,7.0,.465,1.8,2.8,.640,3.7,0.7,1.7,8.3,,chapple01
91,Barry Clemens,26,SEA,SF,78,,19.1,3.5,7.6,.454,1.4,1.8,.793,4.1,1.5,2.4,8.3,,clemeba01
92,Bernie Williams,24,SDR,SG,72,,17.1,3.5,8.9,.392,1.3,1.7,.787,2.2,2.3,1.7,8.3,,willibe01
93,Neal Walk,21,PHO,C,82,,17.0,3.1,6.7,.470,1.9,3.0,.640,5.5,1.0,2.7,8.2,,walkne01
94,Art Harris,23,2TM,SG,81,,19.2,3.5,8.9,.394,1.1,1.7,.642,2.0,2.9,2.7,8.1,,harriar01
94,Art Harris,23,SEA,SG,5,,35.6,5.6,14.6,.384,0.8,1.8,.444,3.8,4.0,2.2,12.0,,harriar01
94,Art Harris,23,PHO,SG,76,,18.1,3.4,8.6,.395,1.1,1.6,.656,1.9,2.8,2.8,7.8,,harriar01
95,Gary Gregor,24,ATL,SF,81,,19.8,3.5,8.2,.433,1.1,1.4,.779,4.9,0.8,2.0,8.1,,gregoga01
96,McCoy McLemore,27,DET,SF,73,,19.5,3.2,6.8,.466,1.6,2.0,.821,4.6,1.1,2.2,8.0,,mclemmc01
97,Em Bryant,31,BOS,PG,71,,22.8,3.0,7.3,.404,1.9,2.5,.746,3.8,3.3,2.8,7.8,,bryanem01
98,Dave Stallworth,28,NYK,SF,82,3,16.8,2.9,6.8,.429,2.0,2.7,.716,3.9,1.7,2.4,7.8,,stallda01
99,Willie McCarter,23,LAL,SG,40,,21.5,3.3,8.7,.378,1.1,1.5,.717,2.1,2.3,1.8,7.7,,mccarwi01
100,Mike Riordan,24,NYK,SG,81,5,20.7,3.1,6.8,.464,1.4,2.0,.691,2.4,2.5,2.4,7.7,,riordmi01
101,Freddie Crawford,28,MIL,SG,77,,17.3,3.2,6.6,.480,1.3,1.9,.682,2.4,2.9,2.4,7.6,,crawffr01
102,Luther Rackley,23,CIN,C,66,,19.0,2.9,6.4,.449,1.9,3.0,.636,5.7,0.8,3.1,7.6,,rackllu01
103,Herm Gilliam,23,CIN,SG,57,,20.4,3.1,7.7,.406,1.2,1.6,.747,3.8,3.1,2.9,7.5,,gillihe01
104,Zaid Abdul-Aziz,23,MIL,PF,80,,20.5,3.0,6.8,.434,1.5,2.3,.643,7.5,0.8,2.1,7.4,,abdulza01
105,Rick Adelman,23,SDR,PG,35,,20.5,2.7,7.1,.389,1.9,2.6,.747,2.3,3.2,2.6,7.4,,adelmri01
106,Johnny Egan,31,LAL,PG,72,,22.6,3.0,6.8,.438,1.4,1.7,.818,1.4,3.0,2.4,7.3,,eganjo01
107,Bingo Smith,23,SDR,SF,75,,16.0,3.2,7.6,.427,0.9,1.3,.688,4.4,1.0,1.6,7.3,,smithbi02
108,Bill Turner,25,2TM,SF,72,,16.3,2.7,6.5,.421,1.7,2.3,.737,4.2,0.6,2.7,7.2,,turnebi01
108,Bill Turner,25,SFW,SF,3,,25.0,3.0,5.7,.529,1.7,3.3,.500,4.7,0.3,2.0,7.7,,turnebi01
108,Bill Turner,25,CIN,PF,69,,15.9,2.7,6.5,.417,1.7,2.3,.752,4.2,0.6,2.7,7.2,,turnebi01
109,Dave Gambee,32,SFW,SF,73,,13.0,2.5,6.4,.399,2.1,2.5,.839,3.3,0.8,2.4,7.2,,gambeda01
110,Bobby Lewis,24,SFW,SG,73,,18.5,2.9,7.6,.382,1.4,2.1,.658,2.2,2.7,2.3,7.2,,lewisbo01
111,Toby Kimball,27,SDR,PF,77,,21.1,2.8,6.6,.429,1.4,2.4,.578,8.1,1.2,2.4,7.1,,kimbato01
112,Butch Beard,22,ATL,PG,72,,13.1,2.5,5.4,.467,1.9,2.3,.828,1.9,1.7,1.7,7.0,,beardbu01
113,Bob Portman,22,SFW,SG,60,,13.6,3.0,6.6,.445,1.1,1.4,.776,3.7,0.5,1.3,7.0,,portmbo01
114,Leroy Ellis,29,BAL,C,72,,16.2,2.7,5.8,.469,1.2,1.6,.741,5.2,0.7,1.8,6.6,,ellisle01
115,Steve Mix,22,DET,SF,18,,15.3,2.7,5.6,.480,1.3,2.2,.590,3.6,0.8,1.7,6.6,,mixst01
116,Steve Kuberski,22,BOS,PF,51,,15.6,2.5,6.6,.388,1.3,1.8,.696,5.0,0.6,1.7,6.4,,kuberst01
117,Shaler Halimon,24,CHI,SG,38,,13.6,2.5,6.4,.393,1.3,1.9,.671,1.8,1.8,1.5,6.3,,halimsh01
118,John Trapp,24,SDR,SF,70,,14.6,2.6,6.2,.426,1.0,1.5,.692,4.4,0.7,2.9,6.3,,trappjo01
119,Don Ohl,33,ATL,SG,66,,14.9,2.7,5.6,.473,0.9,1.1,.806,1.1,1.5,1.7,6.2,,ohldo01
120,Matt Guokas,25,PHI,SG,80,,19.5,2.4,5.2,.454,1.3,1.9,.711,2.7,2.8,2.5,6.1,,guokama02
121,Fred Hetzel,27,PHI,SF,63,,12.0,2.5,5.1,.483,1.1,1.3,.835,3.3,0.7,1.7,6.1,,hetzefr01
122,Al Tucker,26,2TM,PF,61,,13.4,2.4,4.7,.512,1.1,1.4,.805,2.7,0.6,1.4,5.9,,tuckeal01
122,Al Tucker,26,CHI,PF,33,,16.9,2.9,5.7,.513,1.1,1.4,.822,3.4,0.9,1.6,7.0,,tuckeal01
122,Al Tucker,26,BAL,PF,28,,9.4,1.8,3.4,.510,1.2,1.5,.786,1.9,0.3,1.2,4.7,,tuckeal01
123,Adrian Smith,33,2TM,SG,77,,14.1,2.0,5.4,.368,2.0,2.2,.894,1.1,1.7,1.6,5.9,,smithad01
123,Adrian Smith,33,CIN,SG,32,,14.2,1.9,4.6,.405,1.6,1.9,.867,1.0,1.4,1.8,5.4,,smithad01
123,Adrian Smith,33,SFW,SG,45,,14.1,2.1,6.0,.347,2.2,2.4,.909,1.1,1.9,1.5,6.4,,smithad01
124,Jim Barnes,28,BOS,C,77,,13.6,2.3,5.6,.410,1.2,1.7,.742,4.5,0.7,3.0,5.9,,barneji01
125,Rich Johnson,23,BOS,C,65,,13.8,2.6,5.6,.463,0.7,1.1,.657,3.2,0.5,2.4,5.8,,johnsri01
126,Art Williams,30,SDR,PG,80,,19.3,2.4,5.8,.407,1.1,1.5,.746,3.7,6.3,2.1,5.8,,williar01
127,Lee Winfield,22,SEA,PG,64,,12.0,2.2,4.5,.479,1.4,1.8,.750,1.5,1.6,1.5,5.7,,winfile01
128,Luke Jackson,28,PHI,PF,37,,15.8,1.9,4.9,.392,1.6,2.2,.741,5.4,1.4,2.2,5.5,,jackslu01
129,Dorie Murrey,26,SEA,C,81,,13.3,1.9,4.2,.446,1.7,2.3,.731,4.4,0.9,2.4,5.5,,murredo01
130,Pat Riley,24,SDR,SF,36,,13.2,2.1,5.0,.417,1.1,1.5,.727,1.6,2.4,1.9,5.3,,rileypa01
131,George Wilson,27,PHI,C,67,,12.5,1.8,4.5,.388,1.8,2.6,.709,4.7,0.8,2.2,5.3,,wilsoge01
132,Fred Carter,24,BAL,SG,76,,16.0,2.1,5.8,.358,1.1,1.5,.690,2.5,1.6,1.8,5.2,,cartefr01
133,Bob Quick,23,2TM,SF,34,,10.7,1.9,4.1,.453,1.4,2.1,.690,2.2,0.4,1.5,5.1,,quickbo01
133,Bob Quick,23,BAL,SF,15,,4.5,0.9,1.9,.500,0.8,1.2,.667,0.8,0.2,0.6,2.7,,quickbo01
133,Bob Quick,23,DET,SF,19,,15.6,2.6,5.8,.441,1.9,2.8,.698,3.3,0.6,2.2,7.1,,quickbo01
134,Al Attles,33,SFW,PG,45,,15.0,1.7,4.5,.386,1.7,2.5,.664,1.6,3.2,2.3,5.1,,attleal01
135,Don Chaney,23,BOS,SG,63,,13.3,1.8,5.1,.359,1.3,1.7,.752,2.4,1.1,1.9,5.0,,chanedo01
136,Dave Newmark,23,ATL,C,64,,9.6,2.0,4.6,.429,0.9,1.2,.766,2.7,0.7,2.0,4.9,,newmada01
137,Bob Kauffman,23,CHI,PF,64,,12.1,1.5,3.5,.425,1.4,1.9,.715,3.3,1.2,1.8,4.3,,kauffbo01
138,Ed Manning,26,2TM,SF,67,,11.6,1.8,4.8,.371,0.6,0.8,.750,3.5,0.5,1.8,4.2,,mannied01
138,Ed Manning,26,BAL,PF,29,,5.6,1.1,2.3,.485,0.2,0.3,.625,1.2,0.1,1.1,2.4,,mannied01
138,Ed Manning,26,CHI,SF,38,,16.2,2.3,6.7,.341,1.0,1.3,.771,5.2,0.9,2.3,5.6,,mannied01
139,Bill Hewitt,25,2TM,PF,65,,19.7,1.7,4.6,.369,0.8,1.4,.574,5.4,1.0,2.0,4.2,,hewitbi01
139,Bill Hewitt,25,LAL,PF,20,,23.9,1.3,4.4,.284,0.8,1.6,.516,7.1,1.4,2.0,3.3,,hewitbi01
139,Bill Hewitt,25,DET,PF,45,,17.8,1.9,4.7,.405,0.8,1.4,.603,4.7,0.8,2.0,4.6,,hewitbi01
140,Lamar Green,22,PHO,PF,58,,12.1,1.7,4.0,.432,0.7,1.2,.586,4.8,0.3,2.0,4.2,,greenla01
141,Jim King,28,2TM,PG,34,,11.5,1.6,3.8,.411,1.0,1.2,.805,1.8,1.5,1.4,4.1,,kingji01
141,Jim King,28,SFW,PG,3,,35.0,6.3,15.3,.413,3.7,4.7,.786,5.3,3.3,2.7,16.3,,kingji01
141,Jim King,28,CIN,PG,31,,9.2,1.1,2.7,.410,0.7,0.9,.815,1.5,1.4,1.3,2.9,,kingji01
142,Bud Ogden,23,PHI,SF,47,,7.6,1.7,3.7,.477,0.6,0.8,.692,1.8,0.7,1.3,4.1,,ogdenbu01
143,Stan McKenzie,25,PHO,SF,58,,9.1,1.4,3.6,.393,1.0,1.3,.795,1.6,0.9,1.2,3.8,,mckenst01
144,Wally Anderzunas,24,CIN,SF,44,,8.4,1.5,3.8,.392,0.7,1.0,.630,1.9,0.2,1.1,3.6,,anderwa01
145,Dale Schlueter,24,SFW,C,63,,10.9,1.3,2.7,.491,1.0,1.5,.619,3.7,0.4,1.7,3.6,,schluda01
146,Bill Hosket,23,NYK,PF,36,0,6.5,1.3,2.5,.505,0.7,0.9,.788,1.8,0.5,1.0,3.3,,hoskebi01
147,Paul Long,25,DET,SG,25,,5.2,1.1,2.5,.452,1.1,1.5,.711,0.4,0.7,0.9,3.3,,longpa01
148,John Arthurs,22,MIL,,11,,7.8,1.1,3.2,.343,1.0,1.4,.733,1.3,1.5,1.4,3.2,,arthujo01
149,Guy Rodgers,34,MIL,PG,64,,11.7,1.1,3.0,.356,1.0,1.4,.744,1.2,3.3,1.1,3.2,,rodgegu01
150,Loy Petersen,24,CHI,SG,31,,7.5,1.1,2.9,.367,0.8,1.3,.667,0.8,0.7,0.7,3.0,,peterlo01
151,Nate Bowman,26,NYK,C,81,1,9.2,1.2,2.9,.417,0.5,1.0,.519,3.2,0.6,2.3,2.9,,bowmana01
152,Rod Thorn,28,SEA,SG,19,,5.5,1.1,2.4,.444,0.8,1.3,.625,0.8,0.9,0.4,2.9,,thornro01
153,Mike Lynn,24,LAL,SF,44,,9.2,1.0,3.0,.331,0.7,1.1,.646,1.5,0.7,2.0,2.7,,lynnmi01
154,Bob Greacen,22,MIL,SF,41,,7.1,1.1,2.7,.404,0.4,0.7,.643,1.4,0.7,1.2,2.6,,greacbo01
155,Don May,24,NYK,SF,37,0,6.4,1.1,2.7,.386,0.5,0.5,.947,1.4,0.5,1.1,2.6,,maydo01
156,John Warren,22,NYK,SG,44,0,6.2,1.0,2.5,.407,0.5,0.8,.686,0.9,0.7,1.2,2.5,,warrejo01
157,Sam Williams,25,MIL,SG,11,,4.0,1.0,2.2,.458,0.5,1.0,.455,0.6,0.3,0.5,2.5,,willisa01
158,Al Hairston,24,SEA,SG,3,,6.7,1.0,2.7,.375,0.3,0.3,1.000,1.7,2.0,1.0,2.3,,hairsal01
159,Dick Cunningham,23,MIL,C,60,,6.9,0.9,2.4,.369,0.4,0.6,.667,2.7,0.5,1.2,2.1,,cunnidi01
160,Grady O'Malley,21,ATL,,24,,4.7,0.9,2.5,.350,0.3,0.8,.421,1.1,0.4,0.5,2.1,,omallgr01
161,George Reynolds,22,DET,,10,,4.4,0.8,1.9,.421,0.5,0.7,.714,1.4,1.2,1.0,2.1,,reynoge01
162,Johnny Baum,23,CHI,SF,3,,4.3,1.0,3.7,.273,0.0,0.0,,1.3,0.0,0.3,2.0,,baumjo01
163,Brian Heaney,23,BAL,,14,,5.0,0.9,1.7,.542,0.1,0.3,.500,0.3,0.4,1.2,2.0,,heanebr01
