Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
1,George Gervin,25,SAS,SG,82,82,34.8,10.5,19.6,.536,6.1,7.4,.830,1.4,3.7,5.1,3.7,1.7,1.3,3.7,3.1,27.2,MVP-2ASNBA1,gervige01
2,David Thompson,23,DEN,SG,80,,37.8,10.3,19.8,.521,6.5,8.4,.778,2.0,2.9,4.9,4.5,1.2,1.2,3.1,2.7,27.2,MVP-3ASNBA1,thompda01
3,Pete Maravich,30,NOJ,SG,50,,40.8,11.1,25.1,.444,4.8,5.5,.870,1.0,2.6,3.6,6.7,2.0,0.2,5.0,2.3,27.0,ASNBA2,maravpe01
4,Bob McAdoo,26,NYK,C,79,78,40.3,10.3,19.8,.520,5.9,8.2,.727,3.0,9.8,12.8,3.8,1.3,1.6,4.4,3.8,26.5,MVP-10AS,mcadobo01
5,Kareem Abdul-Jabbar,30,LAL,C,62,,36.5,10.7,19.4,.550,4.4,5.6,.783,3.0,9.9,12.9,4.3,1.7,3.0,3.4,2.9,25.8,MVP-4NBA2,abdulka01
6,Calvin Murphy,29,HOU,SG,76,,38.2,11.2,22.9,.491,3.2,3.5,.918,0.8,1.4,2.2,3.4,1.5,0.0,2.3,3.2,25.6,,murphca01
7,Paul Westphal,27,PHO,SG,80,,31.0,10.1,19.6,.516,5.0,6.1,.813,0.5,1.5,2.1,5.5,1.7,0.4,3.5,2.0,25.2,MVP-6ASNBA2,westppa01
8,Randy Smith,29,BUF,SG,82,82,40.4,9.6,20.7,.465,5.4,6.8,.800,1.3,2.4,3.8,5.6,2.1,0.1,3.5,2.7,24.6,AS,smithra01
9,Bob Lanier,29,DET,C,63,,36.7,9.9,18.4,.537,4.7,6.1,.772,3.1,8.2,11.3,3.4,1.3,1.5,3.6,2.9,24.5,MVP-10AS,laniebo01
10,Walter Davis,23,PHO,SF,81,,32.0,9.7,18.4,.526,4.8,5.8,.830,2.0,4.0,6.0,3.4,1.4,0.2,3.5,3.0,24.2,MVP-5ROY-1ASNBA2,daviswa03
11,Bernard King,21,NJN,SF,79,,39.1,10.1,21.1,.479,4.0,5.8,.677,3.4,6.2,9.5,2.4,1.5,0.5,3.9,3.8,24.2,ROY-3,kingbe01
12,John Williamson,26,2TM,SG,75,,36.4,9.6,22.0,.438,4.4,5.2,.847,0.9,2.1,3.0,2.9,1.3,0.1,3.0,3.1,23.7,,willijo01
12,John Williamson,26,IND,SG,42,,34.5,8.0,18.9,.421,3.2,3.8,.832,0.8,2.0,2.9,3.1,1.1,0.0,3.0,3.1,19.1,,willijo01
12,John Williamson,26,NJN,SG,33,,38.8,11.8,25.9,.454,6.0,7.0,.857,1.0,2.3,3.2,2.5,1.4,0.3,3.1,3.2,29.5,,willijo01
13,John Drew,23,ATL,SF,70,,31.5,8.5,17.7,.480,6.2,8.2,.760,3.0,4.3,7.3,2.0,1.7,0.4,3.0,3.5,23.2,,drewjo01
14,Rick Barry,33,GSW,SF,82,82,36.9,9.3,20.6,.451,4.6,5.0,.924,0.9,4.6,5.5,5.4,1.9,0.5,2.7,2.3,23.1,AS,barryri01
15,Artis Gilmore,28,CHI,C,82,82,37.4,8.6,15.4,.559,5.7,8.2,.704,3.9,9.2,13.1,3.2,0.5,2.2,4.5,3.2,22.9,MVP-8AS,gilmoar01
16,Billy Knight,25,BUF,SF,53,,40.7,8.6,17.5,.494,5.7,7.0,.809,2.4,4.8,7.2,3.0,1.5,0.2,3.2,2.6,22.9,AS,knighbi01
17,Truck Robinson,26,NOJ,PF,82,82,44.4,9.1,20.5,.444,4.5,7.0,.640,3.6,12.1,15.7,2.1,0.9,1.0,3.7,3.2,22.7,MVP-8ASNBA1,robintr01
18,Adrian Dantley,22,2TM,SF,79,,37.1,7.3,14.3,.512,6.8,8.6,.796,3.4,4.5,7.8,3.2,1.5,0.3,2.9,2.9,21.5,,dantlad01
18,Adrian Dantley,22,IND,SF,23,,41.2,8.7,17.5,.499,9.0,11.4,.787,4.1,5.3,9.4,2.8,2.1,0.7,2.9,3.3,26.5,,dantlad01
18,Adrian Dantley,22,LAL,SF,56,,35.4,6.7,12.9,.520,6.0,7.4,.801,3.1,4.2,7.2,3.4,1.3,0.1,2.9,2.8,19.4,,dantlad01
19,Rudy Tomjanovich,29,HOU,SF,23,,36.9,9.4,19.4,.485,2.7,3.5,.753,1.7,4.3,6.0,1.4,0.7,0.2,1.7,2.7,21.5,,tomjaru01
20,Dan Issel,29,DEN,C,82,,34.8,8.0,15.7,.512,5.2,6.7,.782,3.1,7.0,10.1,3.7,1.2,0.5,3.2,3.4,21.3,,isselda01
21,Julius Erving,27,PHI,SF,74,68,32.8,8.3,16.4,.502,4.1,4.9,.845,2.4,4.1,6.5,3.8,1.8,1.3,3.2,2.8,20.6,MVP-10ASNBA1,ervinju01
22,Larry Kenon,25,SAS,SF,81,,35.4,8.6,17.6,.489,3.4,4.0,.854,3.0,6.5,9.5,3.3,1.4,0.3,3.4,2.6,20.6,AS,kenonla01
23,George McGinnis,27,PHI,PF,78,76,32.5,7.5,16.3,.463,5.3,7.4,.716,3.6,6.8,10.4,3.8,1.8,0.3,4.0,3.7,20.3,,mcginge01
24,Brian Winters,25,MIL,SG,80,,34.4,8.4,18.2,.463,3.1,3.7,.840,1.1,2.0,3.1,4.9,1.6,0.3,3.0,3.0,19.9,AS,wintebr01
25,Doug Collins,26,PHI,SG,79,77,35.1,8.1,15.5,.526,3.4,4.2,.812,1.1,1.8,2.9,4.1,1.6,0.3,3.2,2.9,19.7,AS,collido01
26,Elvin Hayes,32,WSB,PF,81,,40.1,7.9,17.4,.451,4.0,6.3,.634,4.1,9.1,13.3,1.8,1.2,2.0,2.8,3.9,19.7,AS,hayesel01
27,Phil Smith,25,GSW,SG,82,82,35.9,7.9,16.7,.472,3.9,4.7,.812,1.2,2.4,3.7,4.8,1.3,0.3,3.2,2.7,19.7,,smithph01
28,Marques Johnson,21,MIL,SF,80,,34.6,7.9,15.1,.522,3.8,5.1,.736,3.7,6.9,10.6,2.4,1.2,1.3,2.2,2.8,19.5,MVP-10ROY-2,johnsma01
29,Moses Malone,22,HOU,C,59,,35.7,7.0,14.0,.499,5.4,7.5,.718,6.4,8.6,15.0,0.5,0.8,1.3,3.7,3.0,19.4,AS,malonmo01
30,Campy Russell,26,CLE,SF,72,,35.0,7.3,16.2,.448,4.9,6.5,.751,2.1,4.2,6.4,3.9,1.2,0.2,2.9,2.7,19.4,,russeca02
31,Bob Dandridge,30,WSB,SF,75,,37.0,7.5,15.9,.471,4.4,5.6,.788,1.8,4.1,5.9,3.8,1.3,0.6,3.2,3.5,19.3,,dandrbo01
32,Bill Walton,25,POR,C,58,,33.3,7.9,15.2,.522,3.1,4.2,.720,2.0,11.2,13.2,5.0,1.0,2.5,3.6,2.5,18.9,MVP-1ASNBA1,waltobi01
33,Dave Cowens,29,BOS,C,77,,41.8,7.8,15.8,.490,3.1,3.7,.842,3.2,10.8,14.0,4.6,1.3,0.9,2.8,3.9,18.6,AS,cowenda01
34,Eric Money,22,DET,PG,76,,33.6,7.9,15.8,.500,2.8,3.9,.718,1.2,1.6,2.8,4.7,1.6,0.2,4.2,3.1,18.6,,moneyer01
35,Mickey Johnson,25,CHI,PF,81,81,35.4,6.9,15.0,.462,4.5,5.5,.812,2.7,6.4,9.1,3.3,1.1,0.8,3.3,3.9,18.3,,johnsmi01
36,Ricky Sobers,25,IND,PG,79,,38.2,7.0,15.5,.453,4.2,5.1,.825,1.2,3.0,4.1,7.4,2.2,0.3,4.5,3.9,18.2,,soberri01
37,Gus Williams,24,SEA,PG,79,,32.6,7.6,16.9,.451,2.9,3.5,.817,1.1,2.2,3.2,3.7,2.3,0.5,2.4,2.5,18.1,,willigu01
38,Earl Monroe,33,NYK,SG,76,73,31.2,7.3,14.8,.495,3.2,3.8,.832,0.6,1.8,2.4,4.8,0.8,0.3,2.4,2.5,17.8,,monroea01
39,Ron Boone,31,KCK,SG,82,,32.4,6.9,15.5,.443,3.9,4.6,.854,1.4,1.9,3.3,3.8,1.3,0.1,3.7,2.8,17.7,,boonero01
40,Scott Wedman,25,KCK,SF,81,,36.6,7.5,14.7,.509,2.7,3.1,.870,1.8,3.9,5.7,2.5,1.2,0.3,2.0,3.0,17.7,,wedmasc01
41,Fred Brown,29,SEA,SG,72,,27.3,7.1,14.5,.488,2.4,2.7,.898,0.8,1.8,2.6,3.3,1.5,0.3,2.3,2.0,16.6,,brownfr01
42,Wilbur Holland,26,CHI,SG,82,81,35.2,6.9,15.7,.443,2.7,3.4,.799,1.3,2.3,3.6,3.8,2.0,0.2,2.7,3.1,16.6,,hollawi01
43,Maurice Lucas,25,POR,PF,68,,31.2,6.7,14.5,.458,3.0,4.0,.767,2.7,6.4,9.1,2.5,0.9,0.8,2.8,3.3,16.4,MVP-6ASNBA2,lucasma01
44,Walt Frazier,32,CLE,PG,51,,32.6,6.6,14.0,.471,3.0,3.5,.850,1.1,3.0,4.1,4.1,1.5,0.3,2.2,2.4,16.2,,fraziwa01
45,Gail Goodrich,34,NOJ,SG,81,,31.5,6.4,13.0,.495,3.3,4.1,.795,0.9,1.3,2.2,4.8,1.0,0.3,2.5,2.3,16.1,,goodrga01
46,John Havlicek,37,BOS,SF,82,,34.1,6.7,14.8,.449,2.8,3.3,.855,1.1,2.9,4.0,4.0,1.1,0.3,2.5,2.3,16.1,AS,havlijo01
47,Lionel Hollins,24,POR,PG,81,,33.8,6.6,14.8,.442,2.8,3.7,.743,1.0,2.4,3.4,4.7,1.9,0.4,3.0,3.3,15.9,AS,hollili01
48,Mitch Kupchak,23,WSB,PF,67,,26.3,5.9,11.5,.512,4.2,6.0,.697,2.4,4.4,6.9,1.1,0.4,0.6,2.7,2.9,15.9,,kupchmi01
49,Otis Birdsong,22,KCK,SG,73,,25.7,6.4,13.1,.492,3.0,4.2,.697,1.0,1.4,2.4,2.4,1.0,0.2,2.0,2.5,15.8,,birdsot01
50,Billy Paultz,29,SAS,C,80,,31.0,6.5,12.2,.529,2.9,3.8,.752,2.2,6.3,8.4,2.7,0.5,2.4,2.1,2.8,15.8,,paultbi01
51,World B. Free,24,PHI,SG,76,5,27.0,5.1,11.3,.455,5.4,7.4,.731,1.2,1.6,2.8,4.0,0.9,0.5,2.6,2.6,15.7,,freewo01
52,Alvan Adams,23,PHO,C,70,,27.3,6.2,12.8,.485,3.1,4.2,.730,2.3,5.8,8.1,3.2,1.2,0.9,3.3,3.5,15.5,,adamsal01
53,Kevin Grevey,24,WSB,SF,81,,26.2,6.2,13.9,.448,3.0,3.8,.789,1.5,2.0,3.6,1.9,0.8,0.2,2.0,2.5,15.5,,greveke01
54,Swen Nater,28,BUF,C,78,,35.6,6.4,12.7,.504,2.7,3.5,.765,3.6,9.6,13.2,2.8,0.5,0.6,2.9,3.5,15.5,,natersw01
55,Mike Bantom,26,IND,SF,82,,33.8,6.1,12.8,.479,3.1,4.2,.743,2.2,5.2,7.4,2.9,1.2,0.6,2.7,4.1,15.3,,bantomi01
56,James Edwards,22,2TM,C,83,,29.0,6.0,13.2,.453,3.3,5.1,.646,2.4,5.0,7.4,1.0,0.6,0.9,2.0,3.9,15.2,,edwarja01
56,James Edwards,22,LAL,C,25,,28.9,5.8,12.6,.459,3.2,5.0,.640,1.8,5.4,7.2,1.2,0.6,1.1,2.3,3.6,14.8,,edwarja01
56,James Edwards,22,IND,C,58,,29.0,6.0,13.4,.450,3.3,5.1,.649,2.6,4.9,7.5,1.0,0.6,0.9,1.9,4.0,15.4,,edwarja01
57,Kevin Porter,27,2TM,PG,82,,34.3,6.0,12.9,.469,3.0,3.9,.763,0.6,2.0,2.6,10.2,1.5,0.2,4.4,3.5,15.0,,porteke01
57,Kevin Porter,27,DET,PG,8,,15.9,1.8,3.9,.452,1.1,1.6,.692,0.6,1.3,1.9,4.5,0.6,0.0,1.5,2.3,4.6,,porteke01
57,Kevin Porter,27,NJN,PG,74,,36.3,6.5,13.8,.470,3.2,4.1,.765,0.6,2.0,2.7,10.8,1.6,0.2,4.7,3.6,16.2,,porteke01
58,Jim Chones,28,CLE,C,82,82,35.4,6.4,13.6,.472,2.2,3.0,.720,2.7,7.6,10.3,1.6,0.6,0.7,2.2,2.9,15.0,,choneji01
59,Lonnie Shelton,22,NYK,PF,82,45,28.3,6.2,12.0,.514,2.5,3.4,.736,2.5,4.6,7.1,2.4,1.3,1.4,2.8,4.3,14.9,,sheltlo01
60,John Shumate,25,2TM,PF,80,,34.5,4.9,9.7,.506,5.0,6.4,.787,2.0,6.6,8.5,2.3,1.1,0.7,2.9,2.5,14.8,,shumajo01
60,John Shumate,25,BUF,PF,18,,32.8,4.2,8.4,.497,4.1,5.5,.747,1.8,5.3,7.1,3.2,0.8,0.5,2.6,3.2,12.4,,shumajo01
60,John Shumate,25,DET,PF,62,,35.0,5.1,10.0,.508,5.3,6.6,.797,2.0,6.9,8.9,2.0,1.2,0.7,3.0,2.3,15.5,,shumajo01
61,Jo Jo White,31,BOS,PG,46,,35.7,6.3,15.0,.419,2.2,2.6,.858,1.2,2.8,3.9,4.5,1.1,0.2,2.5,2.4,14.8,,whitejo01
62,Dave Meyers,24,MIL,PF,80,,30.2,5.4,11.7,.461,3.9,5.4,.722,1.8,4.9,6.7,3.0,1.1,0.6,2.7,3.0,14.7,,meyerda01
63,Bobby Jones,26,DEN,PF,75,,32.5,5.9,10.1,.578,2.8,3.7,.751,2.2,6.3,8.5,3.4,1.8,1.7,2.6,2.9,14.5,AS,jonesbo01
64,Earl Tatum,24,2TM,SG,82,,30.8,6.2,13.3,.469,1.9,2.4,.781,1.0,2.6,3.6,3.6,1.7,0.5,2.2,3.1,14.3,,tatumea01
64,Earl Tatum,24,LAL,SG,25,,26.5,6.1,12.6,.487,1.8,2.4,.763,0.9,2.7,3.6,2.8,1.5,0.4,2.1,3.4,14.0,,tatumea01
64,Earl Tatum,24,IND,SG,57,,32.6,6.3,13.6,.462,1.9,2.4,.788,1.0,2.6,3.6,4.0,1.8,0.5,2.3,3.0,14.4,,tatumea01
65,Phil Chenier,27,WSB,SG,36,,26.0,5.6,12.5,.443,3.0,3.8,.790,0.4,2.4,2.8,2.0,1.0,0.3,1.9,1.5,14.1,,cheniph01
66,Marvin Webster,25,SEA,C,82,,35.5,5.2,10.4,.502,3.5,5.6,.629,4.4,8.2,12.6,2.5,0.6,2.0,3.1,3.2,14.0,MVP-10,webstma01
67,Spencer Haywood,28,NYK,PF,67,57,26.3,6.1,12.7,.484,1.4,2.0,.711,2.1,4.5,6.6,1.9,0.6,1.1,2.1,2.8,13.7,,haywosp01
68,Lou Hudson,33,LAL,SG,82,,27.8,6.0,12.1,.497,1.7,2.2,.774,1.0,1.3,2.3,2.4,1.1,0.2,1.8,2.4,13.7,,hudsolo01
69,Norm Nixon,22,LAL,PG,81,,34.3,6.1,12.3,.497,1.4,2.0,.714,0.5,2.4,3.0,6.8,1.7,0.1,3.1,3.2,13.7,ROY-5,nixonno01
70,Dave Bing,34,BOS,PG,80,,28.2,5.3,11.8,.449,3.1,3.7,.824,1.0,1.7,2.7,3.8,1.0,0.2,2.7,3.1,13.6,,bingda01
71,Junior Bridgeman,24,MIL,SF,82,,22.9,5.8,11.5,.503,2.0,2.5,.810,1.4,2.1,3.5,2.1,0.9,0.4,2.1,2.5,13.6,,bridgju01
72,Charlie Scott,29,2TM,SG,79,,31.3,5.5,12.6,.438,2.5,3.3,.746,0.8,2.4,3.2,4.8,1.4,0.2,3.0,3.2,13.5,,scottch01
72,Charlie Scott,29,BOS,SG,31,,34.8,6.8,15.6,.433,2.7,3.8,.712,0.8,2.5,3.3,4.6,1.6,0.2,3.4,3.1,16.3,,scottch01
72,Charlie Scott,29,LAL,SG,48,,29.0,4.7,10.6,.442,2.3,3.0,.775,0.8,2.3,3.1,4.9,1.2,0.2,2.8,3.2,11.7,,scottch01
73,Scott May,23,CHI,SF,55,55,32.8,5.1,11.2,.454,3.2,3.9,.810,2.1,3.9,6.0,2.1,0.9,0.1,2.3,3.1,13.4,,maysc01
74,Dan Roundfield,24,IND,PF,79,,30.7,5.3,10.9,.489,2.8,3.8,.727,3.5,6.7,10.2,2.5,1.0,1.9,2.5,3.8,13.4,,roundda01
75,Sidney Wicks,28,BOS,PF,81,,29.8,5.3,11.4,.467,2.7,4.1,.660,2.8,5.6,8.3,2.1,0.8,0.6,2.8,3.9,13.4,,wickssi01
76,Mike Newlin,29,HOU,SG,45,,26.2,4.8,11.0,.436,3.4,3.9,.874,0.8,1.9,2.7,4.5,1.2,0.2,2.7,2.8,13.0,,newlimi01
77,Jamaal Wilkes,24,LAL,SF,51,,29.2,5.4,12.4,.440,2.1,2.9,.716,2.2,5.2,7.5,3.6,1.5,0.4,2.1,3.2,12.9,,wilkeja01
78,Richard Washington,22,KCK,PF,78,,28.6,5.4,11.4,.477,1.9,2.6,.754,2.4,6.0,8.4,1.5,0.9,0.9,2.4,4.2,12.8,,washiri01
79,Bob Gross,24,POR,SF,72,,30.0,5.3,10.0,.529,2.1,2.6,.800,2.5,3.1,5.6,3.5,1.4,0.7,2.5,3.3,12.7,,grossbo01
80,Steve Hawes,27,ATL,PF,75,,31.0,5.2,11.4,.453,2.3,2.9,.818,2.4,6.8,9.2,2.5,1.0,0.8,2.0,3.1,12.7,,hawesst01
81,Dennis Johnson,23,SEA,SG,81,,27.3,4.5,10.9,.417,3.7,5.0,.732,1.9,1.8,3.6,2.8,1.5,0.6,2.0,2.6,12.7,,johnsde01
82,Robert Parish,24,GSW,C,82,,24.0,5.2,11.1,.472,2.0,3.2,.625,2.6,5.7,8.3,1.2,1.0,1.5,2.5,3.5,12.5,,parisro01
83,Elmore Smith,28,CLE,C,81,,24.6,5.0,10.0,.497,2.5,3.8,.663,2.2,6.2,8.4,0.7,0.6,2.2,1.7,3.0,12.5,,smithel01
84,M.L. Carr,27,DET,SF,79,,32.4,4.9,10.8,.455,2.5,3.4,.738,2.6,4.5,7.1,2.3,1.9,0.3,2.7,3.1,12.4,,carrml01
85,John Lucas,24,HOU,PG,82,82,35.8,5.0,11.5,.435,2.4,3.0,.772,0.6,2.5,3.1,9.4,2.0,0.1,2.6,2.5,12.4,,lucasjo01
86,Austin Carr,29,CLE,SG,82,,26.7,5.0,11.5,.438,2.2,2.7,.813,0.9,1.4,2.3,2.7,0.8,0.2,1.8,2.0,12.3,,carrau01
87,Aaron James,25,NOJ,SF,80,,26.5,5.4,10.8,.497,1.5,2.0,.745,2.0,3.2,5.3,1.4,0.5,0.3,1.6,3.2,12.2,,jamesaa01
88,Ron Lee,25,PHO,PG,82,,23.5,5.1,11.6,.439,2.1,2.8,.746,1.2,1.9,3.1,3.7,2.7,0.2,2.7,3.1,12.2,,leero01
89,Lucius Allen,30,KCK,PG,77,,27.9,4.8,11.0,.441,2.3,2.9,.791,0.9,2.1,3.0,4.7,1.2,0.4,2.8,2.3,11.9,,allenlu01
90,Howard Porter,29,2TM,SF,63,,21.0,4.9,10.1,.487,2.0,2.5,.800,1.6,2.8,4.4,0.7,0.5,0.6,0.9,2.1,11.8,,porteho01
90,Howard Porter,29,DET,SF,8,,13.4,2.0,5.4,.372,0.5,0.9,.571,0.6,1.5,2.1,0.3,0.4,0.6,0.6,1.9,4.5,,porteho01
90,Howard Porter,29,NJN,SF,55,,22.1,5.3,10.8,.495,2.2,2.7,.811,1.7,3.0,4.8,0.7,0.5,0.6,0.9,2.2,12.8,,porteho01
91,Darryl Dawkins,21,PHI,C,70,11,24.6,4.7,8.2,.575,2.2,3.1,.709,1.7,6.3,7.9,1.2,0.5,1.8,1.8,3.8,11.7,,dawkida01
92,Kermit Washington,26,2TM,PF,57,,28.4,4.3,8.9,.487,3.0,4.3,.691,3.8,7.0,10.8,1.3,0.8,1.1,1.9,3.3,11.6,,washike01
