Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Awards,Player-additional
103,Dave Twardzik,26,POR,PG,74,,26.2,3.6,5.8,.612,3.2,3.8,.842,1.0,1.7,2.7,3.3,1.7,0.2,3.1,10.3,,twardda01
104,Henry Bibby,27,PHI,PG,81,80,32.6,3.7,8.7,.430,2.7,3.5,.784,1.1,2.3,3.4,4.4,1.3,0.1,2.5,10.2,,bibbyhe01
105,Ron Lee,24,PHO,PG,82,,22.5,4.2,9.6,.441,1.7,2.6,.676,1.2,2.4,3.6,3.2,1.9,0.4,3.4,10.2,,leero01
106,Eric Money,21,DET,PG,73,,21.7,4.5,8.6,.521,1.2,1.6,.789,0.6,1.1,1.7,3.3,1.2,0.2,2.7,10.2,,moneyer01
107,Jan van Breda Kolff,25,NYN,SF,72,,33.3,3.8,8.5,.445,2.7,3.2,.855,2.2,4.2,6.4,1.6,1.0,0.9,2.8,10.2,,vanbrja01
108,Norm Van Lier,29,CHI,PG,82,81,37.8,3.7,8.9,.412,2.9,3.7,.778,1.3,3.2,4.5,7.8,1.6,0.2,3.3,10.2,MVP-11AS,vanlino01
109,Curtis Rowe,27,BOS,PF,79,,27.7,4.0,8.0,.498,2.2,3.0,.708,2.4,4.7,7.1,1.4,0.3,0.6,2.7,10.1,,rowecu01
110,Freddie Boyd,26,NOJ,PG,47,,25.8,4.1,8.6,.478,1.7,2.1,.806,0.4,1.5,1.9,3.1,0.9,0.1,1.7,9.9,,boydfr01
111,Jim McMillian,28,NYK,SF,67,60,32.2,4.4,9.6,.464,1.0,1.3,.779,1.0,3.6,4.6,2.1,0.9,0.1,1.5,9.9,,mcmilji01
112,Mike Green,25,SEA,C,76,,25.4,3.8,8.7,.441,2.2,3.1,.706,2.5,4.1,6.6,1.6,0.6,1.7,2.6,9.8,,greenmi01
113,Tom Burleson,24,SEA,C,82,82,22.0,3.5,8.0,.442,2.7,3.7,.731,2.2,4.5,6.7,1.1,0.9,1.4,3.2,9.7,,burleto01
114,Gar Heard,28,PHO,PF,46,,29.6,3.8,9.9,.379,2.2,3.0,.725,2.6,7.0,9.6,1.9,1.2,1.2,3.0,9.7,,heardga01
115,Dave Meyers,23,MIL,PF,50,,25.2,3.6,7.7,.467,2.5,3.8,.661,2.4,4.4,6.8,1.7,0.8,0.6,3.0,9.7,,meyerda01
116,Kermit Washington,25,LAL,PF,53,,25.3,3.6,7.2,.503,2.5,3.5,.706,3.4,5.8,9.3,0.9,0.8,1.0,3.5,9.7,,washike01
117,Mack Calvin,29,3TM,PG,76,,18.9,2.9,7.2,.404,3.8,4.4,.849,0.5,0.8,1.3,3.2,0.8,0.0,1.7,9.6,,calvima01
117,Mack Calvin,29,LAL,PG,12,,17.3,2.3,6.8,.329,3.4,4.0,.854,0.5,0.8,1.3,1.8,0.9,0.1,1.3,7.9,,calvima01
117,Mack Calvin,29,SAS,PG,35,,17.3,2.7,6.8,.392,3.5,4.2,.842,0.3,0.6,0.9,3.0,0.7,0.0,1.7,8.8,,calvima01
117,Mack Calvin,29,DEN,PG,29,,21.6,3.4,7.8,.444,4.2,5.0,.854,0.7,1.0,1.7,4.0,0.9,0.0,1.8,11.1,,calvima01
118,Marvin Barnes,24,DET,PF,53,,18.7,3.8,8.5,.447,2.0,2.9,.679,1.3,3.5,4.8,0.8,0.7,0.6,2.6,9.6,,barnema01
119,James Silas,27,SAS,PG,22,,16.2,2.8,6.5,.430,4.0,4.9,.813,0.3,1.1,1.5,2.3,0.6,0.1,1.6,9.5,,silasja01
120,Kevin Kunnert,25,HOU,C,81,,25.3,4.1,8.5,.486,1.1,1.6,.738,2.6,5.7,8.3,1.9,0.4,1.3,4.5,9.4,,kunneke01
121,Earl Tatum,23,LAL,SG,68,,18.4,4.2,8.9,.466,1.1,1.5,.720,1.2,2.3,3.5,1.7,1.3,0.3,2.5,9.4,,tatumea01
122,Herm Gilliam,30,POR,SG,80,,20.8,4.1,9.3,.438,1.2,1.5,.767,0.8,1.7,2.5,2.1,1.0,0.1,2.1,9.3,,gillihe01
123,John Johnson,29,HOU,SF,79,,22.0,4.0,8.8,.458,1.2,1.7,.712,0.9,2.4,3.4,2.1,0.6,0.3,2.5,9.3,,johnsjo01
124,Dick Snyder,32,CLE,SG,82,,20.5,3.9,8.5,.456,1.5,1.8,.852,0.6,1.2,1.8,2.0,0.5,0.4,2.2,9.3,,snydedi01
125,Gus Williams,23,GSW,PG,82,,23.5,4.0,8.5,.464,1.4,1.8,.747,0.9,2.0,2.8,3.6,1.5,0.2,2.7,9.3,,willigu01
126,Dennis Johnson,22,SEA,SG,81,,20.6,3.5,7.0,.504,2.2,3.5,.624,2.0,1.7,3.7,1.5,1.5,0.7,2.7,9.2,,johnsde01
127,Robert Parish,23,GSW,C,77,,18.0,3.7,7.4,.503,1.6,2.2,.708,2.6,4.4,7.1,1.0,0.7,1.2,2.9,9.1,,parisro01
128,Tim Bassett,25,NYN,PF,76,,32.1,3.9,9.7,.396,1.3,2.3,.571,2.3,6.1,8.4,1.4,1.3,0.7,3.2,9.0,,basseti01
129,Kevin Porter,26,DET,PG,81,,26.1,3.8,7.5,.512,1.2,1.6,.729,0.3,0.9,1.2,7.3,1.1,0.1,3.3,8.9,,porteke01
130,Elmore Smith,27,2TM,C,70,,20.9,3.4,7.2,.475,1.7,3.0,.549,1.6,4.6,6.3,0.6,0.5,2.1,3.0,8.6,,smithel01
130,Elmore Smith,27,MIL,C,34,,23.2,3.3,7.4,.447,1.8,3.1,.581,1.5,4.6,6.1,0.9,0.6,2.0,3.2,8.4,,smithel01
130,Elmore Smith,27,CLE,C,36,,18.8,3.6,7.1,.504,1.6,3.0,.519,1.7,4.7,6.4,0.4,0.4,2.1,2.7,8.7,,smithel01
131,Ron Behagen,26,NOJ,PF,60,,19.5,3.6,8.5,.418,1.5,2.1,.714,2.4,4.8,7.2,1.4,0.7,0.3,2.8,8.6,,behagro01
132,Quinn Buckner,22,MIL,PG,79,,26.5,3.8,8.7,.434,1.1,1.9,.539,1.2,2.2,3.3,4.7,2.4,0.3,3.7,8.6,,bucknqu01
133,E.C. Coleman,26,NOJ,PF,77,,30.8,3.8,8.2,.462,1.1,1.5,.732,1.9,5.2,7.1,1.3,0.8,0.4,3.6,8.6,,colemec01
134,Tom McMillen,24,2TM,C,76,22,19.6,3.6,7.4,.487,1.3,1.6,.780,1.5,3.6,5.1,0.9,0.1,0.1,2.1,8.5,,mcmilto01
134,Tom McMillen,24,BUF,C,20,,13.5,2.3,4.6,.489,1.3,1.8,.722,1.5,2.2,3.6,0.8,0.1,0.1,1.5,5.8,,mcmilto01
134,Tom McMillen,24,NYK,C,56,22,21.8,4.1,8.4,.486,1.3,1.6,.805,1.5,4.1,5.7,0.9,0.2,0.1,2.4,9.4,,mcmilto01
135,Jim Brewer,25,CLE,PF,81,,33.0,3.7,8.1,.451,1.2,2.2,.545,3.4,6.0,9.4,2.4,1.2,1.0,2.6,8.5,,breweji01
136,Ira Terrell,22,PHO,SF,78,,22.4,3.6,7.0,.508,1.4,2.3,.631,1.3,3.7,5.0,1.3,0.5,0.6,2.1,8.5,,terreir01
137,Coby Dietrick,28,SAS,C,82,,21.6,3.5,7.6,.460,1.5,2.0,.717,1.4,3.2,4.5,1.8,1.1,0.7,3.3,8.4,,dietrco01
138,John Mengelt,27,CHI,SG,61,1,19.3,3.4,7.5,.456,1.5,1.9,.788,0.5,1.3,1.8,1.9,0.6,0.1,1.7,8.3,,mengejo01
139,Mike Flynn,23,IND,SG,73,,18.1,3.4,7.8,.436,1.4,1.9,.711,1.0,1.5,2.6,2.5,0.8,0.1,1.5,8.2,,flynnmi01
140,Steve Hawes,26,ATL,PF,44,,21.5,3.3,6.9,.482,1.5,2.0,.761,1.8,4.2,5.9,1.4,0.8,0.5,3.2,8.2,,hawesst01
141,Ted McClain,30,DEN,SG,72,,27.8,3.4,7.7,.445,1.4,1.8,.744,0.7,2.5,3.2,4.5,1.5,0.2,3.5,8.2,,mcclate01
142,Clifford Ray,28,GSW,C,77,,26.2,3.4,5.8,.584,1.4,2.6,.528,2.6,5.4,8.0,1.5,1.0,1.1,3.1,8.2,,raycl01
143,Willie Wise,29,DEN,SF,75,,18.7,3.2,6.8,.462,1.9,2.9,.651,1.0,2.4,3.4,1.9,0.8,0.2,2.4,8.2,,wisewi01
144,Gary Brokaw,23,2TM,SG,80,,18.6,3.0,7.1,.429,2.0,2.7,.744,0.3,1.3,1.5,2.9,0.5,0.5,2.1,8.1,,brokaga01
144,Gary Brokaw,23,MIL,SG,41,,21.7,3.2,7.9,.401,2.6,3.3,.766,0.2,1.3,1.6,2.7,0.5,0.6,2.1,8.9,,brokaga01
144,Gary Brokaw,23,CLE,SG,39,,15.3,2.9,6.2,.467,1.5,2.1,.707,0.3,1.2,1.5,3.0,0.4,0.3,2.0,7.2,,brokaga01
145,Tom Barker,21,ATL,C,59,,22.9,3.1,7.4,.417,1.9,2.8,.683,1.9,4.9,6.8,1.0,0.6,0.7,3.8,8.1,,barketo01
146,Fred Carter,31,2TM,SG,61,0,18.2,3.4,8.2,.418,1.1,1.6,.708,0.9,1.0,1.9,2.0,0.6,0.1,2.0,8.0,,cartefr01
146,Fred Carter,31,PHI,SG,14,0,16.9,3.1,7.2,.426,0.7,1.4,.526,0.7,1.0,1.7,1.5,0.8,0.1,2.1,6.9,,cartefr01
146,Fred Carter,31,MIL,SG,47,,18.6,3.5,8.5,.416,1.2,1.6,.753,1.0,1.0,2.0,2.2,0.6,0.1,2.0,8.3,,cartefr01
147,Don Buse,26,IND,PG,81,,36.4,3.3,7.9,.416,1.4,1.8,.786,0.8,2.5,3.3,8.5,3.5,0.2,1.6,8.0,AS,busedo01
148,Johnny Davis,21,POR,SG,79,,18.4,3.0,6.7,.441,2.1,2.6,.794,0.8,0.8,1.6,1.9,0.5,0.1,1.6,8.0,,davisjo01
149,John Gianelli,26,2TM,C,76,15,25.2,3.4,7.6,.444,1.2,1.6,.720,2.0,4.2,6.3,1.1,0.5,1.3,2.3,7.9,,gianejo01
149,John Gianelli,26,NYK,C,19,15,33.2,4.5,9.6,.473,1.8,2.5,.729,3.2,6.2,9.4,1.4,0.7,1.5,2.8,10.9,,gianejo01
149,John Gianelli,26,BUF,C,57,,22.5,3.0,7.0,.431,1.0,1.4,.714,1.6,3.6,5.2,1.0,0.4,1.2,2.1,7.0,,gianejo01
150,Bird Averitt,24,BUF,SG,75,,15.1,3.1,8.3,.378,1.6,2.3,.716,0.3,0.8,1.0,1.8,0.4,0.1,1.7,7.9,,averibi01
151,Wes Unseld,30,WSB,C,82,82,34.9,3.3,6.7,.490,1.2,2.0,.602,3.0,7.7,10.7,4.4,1.1,0.5,3.1,7.8,,unselwe01
152,Larry Wright,22,WSB,PG,78,,18.2,3.4,7.6,.440,1.1,1.5,.765,0.4,0.8,1.3,3.0,0.7,0.1,2.2,7.8,,wrighla01
153,Willie Norwood,29,SEA,SF,76,,21.7,2.8,6.1,.469,2.0,2.7,.733,1.7,2.2,3.8,1.3,0.8,0.1,2.5,7.7,,norwowi01
154,Dick Van Arsdale,33,PHO,SG,78,,19.7,2.9,6.4,.456,1.9,2.1,.873,0.4,1.1,1.5,1.5,0.4,0.1,1.2,7.7,,vanardi01
155,Leonard Gray,25,2TM,PF,83,,19.7,3.1,7.1,.436,1.4,1.9,.747,1.0,2.5,3.5,1.5,0.7,0.4,3.3,7.6,,grayle01
155,Leonard Gray,25,SEA,PF,25,,25.7,4.6,10.5,.435,2.4,3.1,.756,0.9,3.4,4.3,2.2,1.1,0.5,3.4,11.5,,grayle01
155,Leonard Gray,25,WSB,PF,58,,17.2,2.5,5.7,.436,1.0,1.4,.738,1.1,2.2,3.2,1.2,0.5,0.3,3.3,6.0,,grayle01
156,Leon Douglas,22,DET,C,82,,19.8,3.0,6.2,.479,1.5,2.8,.555,2.2,4.2,6.4,0.8,0.5,1.0,3.6,7.5,,douglle01
157,Gus Gerard,23,2TM,SF,65,,16.1,3.1,7.0,.443,1.2,1.8,.667,1.4,2.0,3.3,1.4,0.7,1.0,2.5,7.4,,gerargu01
157,Gus Gerard,23,DEN,SF,24,,19.0,4.2,8.8,.481,1.6,2.3,.679,1.6,2.6,4.2,2.0,0.9,1.3,3.0,10.0,,gerargu01
157,Gus Gerard,23,BUF,SF,41,,14.4,2.4,6.0,.410,1.0,1.5,.656,1.2,1.6,2.9,1.0,0.6,0.8,2.2,5.9,,gerargu01
158,Derrek Dickey,25,GSW,PF,49,,17.5,3.2,7.0,.458,0.9,1.2,.738,2.0,2.9,4.9,1.3,0.4,0.2,2.1,7.4,,dickede01
159,Bob Love,34,3TM,SF,59,13,19.9,2.7,7.3,.379,1.8,2.2,.826,1.3,2.0,3.4,0.8,0.4,0.1,2.0,7.3,,lovebo01
159,Bob Love,34,CHI,SF,14,13,35.4,4.9,14.4,.338,2.5,3.3,.761,2.7,2.5,5.2,1.6,0.6,0.1,3.4,12.2,,lovebo01
159,Bob Love,34,NYN,SF,13,,17.5,3.8,8.2,.462,2.5,3.0,.846,1.2,1.8,2.9,0.3,0.1,0.2,1.8,10.1,,lovebo01
159,Bob Love,34,SEA,SF,32,,14.1,1.4,3.8,.372,1.3,1.5,.872,0.8,1.9,2.7,0.7,0.4,0.1,1.6,4.1,,lovebo01
160,Jim Price,27,3TM,PG,81,,22.6,3.1,7.0,.446,1.0,1.3,.806,0.6,2.2,2.9,3.2,1.6,0.2,3.0,7.3,,priceji01
160,Jim Price,27,MIL,PG,6,,18.5,3.5,6.8,.512,1.2,1.5,.778,0.7,1.5,2.2,2.5,1.2,0.2,2.3,8.2,,priceji01
160,Jim Price,27,BUF,PG,20,,16.7,2.2,5.2,.423,0.9,1.0,.850,0.3,1.5,1.7,1.9,1.3,0.3,2.6,5.3,,priceji01
160,Jim Price,27,DEN,PG,55,,25.2,3.4,7.7,.445,1.1,1.3,.797,0.7,2.6,3.3,3.8,1.7,0.3,3.3,7.9,,priceji01
161,Don Adams,29,BUF,SF,77,,22.2,2.8,6.8,.411,1.7,2.2,.746,1.7,3.1,4.8,1.9,1.0,0.2,2.6,7.3,,adamsdo01
162,Don Ford,24,LAL,PF,82,82,21.7,3.2,7.0,.460,0.9,1.2,.716,1.3,3.0,4.3,1.6,0.7,0.3,2.1,7.3,,forddo01
163,Charles Dudley,26,GSW,PG,79,,21.3,2.8,5.3,.523,1.6,2.6,.635,1.5,2.2,3.7,4.4,0.8,0.1,2.1,7.2,,dudlech01
164,Paul Silas,33,DEN,PF,81,,24.2,2.5,7.1,.360,2.1,3.1,.667,2.9,4.6,7.5,1.6,0.7,0.3,2.3,7.2,,silaspa01
165,Mel Davis,26,2TM,PF,56,7,19.5,3.0,8.3,.362,1.1,1.6,.703,1.8,3.5,5.2,1.3,0.6,0.1,2.3,7.1,,davisme01
165,Mel Davis,26,NYK,PF,22,7,15.5,1.9,5.0,.373,1.0,1.4,.710,1.4,3.2,4.5,1.1,0.4,0.0,2.0,4.7,,davisme01
165,Mel Davis,26,NYN,PF,34,,22.1,3.7,10.4,.359,1.2,1.8,.700,2.0,3.7,5.7,1.4,0.6,0.1,2.5,8.7,,davisme01
166,Charles Johnson,27,GSW,PG,79,,15.1,3.2,7.4,.437,0.6,0.9,.710,0.6,1.2,1.8,1.2,1.0,0.1,1.7,7.1,,johnsch01
167,Bo Lamar,25,LAL,PG,71,,16.4,3.2,7.9,.406,0.6,1.0,.676,0.4,0.9,1.3,2.5,0.8,0.0,1.0,7.1,,lamarbo01
168,Freddie Lewis,33,IND,PG,32,,17.3,2.5,6.2,.407,1.9,2.4,.805,0.5,0.9,1.5,1.8,0.6,0.1,1.8,7.0,,lewisfr02
169,Al Eberhard,24,DET,SF,68,,17.9,2.7,5.6,.476,1.6,2.0,.790,1.1,2.1,3.3,0.7,0.7,0.2,2.9,6.9,,eberhal01
170,Kevin Grevey,23,WSB,SF,76,,17.2,2.9,7.0,.423,1.0,1.6,.664,1.0,1.4,2.3,0.9,0.4,0.1,1.9,6.9,,greveke01
171,Rich Kelley,23,NOJ,C,76,,19.8,2.4,5.1,.477,2.1,2.6,.792,2.8,5.0,7.7,2.7,0.6,0.8,3.2,6.9,,kelleri01
172,Jack Marin,32,CHI,SF,54,7,16.1,3.1,6.6,.465,0.6,0.7,.795,0.5,1.2,1.7,1.1,0.2,0.1,1.6,6.8,,marinja01
173,Lloyd Neal,26,POR,PF,58,,16.5,2.8,5.9,.471,1.3,2.0,.675,1.5,2.9,4.4,1.0,0.1,0.6,2.6,6.8,,nealll01
174,Bud Stallworth,27,NOJ,SF,40,,13.2,3.2,6.8,.463,0.4,0.7,.586,0.5,1.3,1.8,0.6,0.5,0.3,1.9,6.7,,stallbu01
175,Marvin Webster,24,DEN,C,80,,16.0,2.5,5.0,.495,1.8,2.8,.650,1.9,4.2,6.1,0.8,0.3,1.5,1.9,6.7,,webstma01
176,Bob Wilkerson,22,SEA,SF,78,,19.9,2.8,7.3,.386,1.1,1.6,.689,1.2,2.1,3.3,2.2,0.9,0.1,1.7,6.7,,wilkebo01
177,Louie Dampier,32,SAS,PG,80,,20.4,2.9,6.3,.460,0.8,1.1,.744,0.3,0.7,1.0,2.9,0.6,0.2,1.2,6.6,,dampilo01
178,Ollie Johnson,27,KCK,SF,81,,17.1,2.7,5.5,.489,1.2,1.4,.878,0.8,1.8,2.6,1.3,0.5,0.3,2.1,6.6,,johnsol01
179,Jim Fox,33,NYN,C,71,,16.4,2.6,5.6,.462,1.3,1.6,.833,1.4,3.2,4.6,0.7,0.3,0.4,2.2,6.5,,foxji01
180,Foots Walker,25,CLE,PG,62,,19.6,2.5,5.6,.450,1.4,1.9,.774,0.9,1.7,2.6,4.1,1.3,0.1,2.0,6.5,,walkefo01
181,Tom Boswell,23,BOS,PF,70,,15.5,2.5,4.9,.515,1.4,1.9,.711,1.6,2.8,4.4,1.2,0.4,0.1,3.4,6.4,,bosweto01
182,Keith Erickson,32,PHO,SF,50,,19.0,2.8,5.9,.483,0.7,1.0,.740,0.7,2.2,2.9,2.1,0.6,0.1,2.4,6.4,,erickke01
183,Steve Green,23,IND,SF,70,,13.1,2.6,6.1,.432,1.2,1.6,.743,1.1,1.4,2.5,0.7,0.7,0.2,2.2,6.4,,greenst01
184,Tom Abernethy,22,LAL,SF,70,,19.7,2.4,5.0,.484,1.4,1.9,.754,1.6,2.5,4.2,1.4,0.7,0.1,1.7,6.3,,abernto01
185,Larry McNeill,26,2TM,PF,24,,9.6,2.0,4.7,.420,2.2,2.5,.852,1.2,2.0,3.1,0.3,0.4,0.1,1.3,6.1,,mcneila01
185,Larry McNeill,26,NYN,PF,8,,11.6,2.3,6.4,.353,3.0,3.8,.800,1.3,2.0,3.3,0.4,0.5,0.1,1.6,7.5,,mcneila01
185,Larry McNeill,26,GSW,PF,16,,8.6,1.8,3.8,.475,1.8,1.9,.903,1.1,1.9,3.1,0.2,0.4,0.1,1.2,5.4,,mcneila01
186,Don Chaney,30,LAL,SG,81,,29.7,2.6,6.4,.408,0.9,1.2,.745,1.5,2.6,4.1,3.8,1.7,0.4,2.8,6.1,,chanedo01
187,Johnny Neumann,25,2TM,SG,63,,14.9,2.6,6.3,.406,0.9,1.4,.678,0.4,0.8,1.1,2.2,0.5,0.2,2.1,6.0,,neumajo01
187,Johnny Neumann,25,BUF,SG,4,,12.3,3.8,8.5,.441,1.3,1.5,.833,1.3,1.0,2.3,1.0,0.8,0.5,1.8,8.8,,neumajo01
187,Johnny Neumann,25,LAL,SG,59,,15.1,2.5,6.2,.402,0.9,1.4,.667,0.3,0.7,1.1,2.3,0.5,0.1,2.2,5.9,,neumajo01
188,George Johnson,28,2TM,C,78,,21.2,2.5,5.5,.462,0.9,1.3,.724,2.6,5.2,7.8,1.3,0.5,2.3,3.2,6.0,,johnsge02
188,George Johnson,28,GSW,C,39,,15.3,1.9,3.8,.487,0.6,0.8,.806,2.2,3.2,5.4,0.7,0.4,1.9,2.7,4.4,,johnsge02
188,George Johnson,28,BUF,C,39,,27.1,3.2,7.2,.448,1.2,1.7,.687,3.0,7.3,10.3,2.0,0.6,2.7,3.6,7.6,,johnsge02
189,Jim Eakins,30,KCK,C,82,,16.3,1.8,4.1,.449,2.3,2.7,.847,1.4,3.0,4.4,1.5,0.4,0.6,2.4,6.0,,eakinji01
190,Armond Hill,23,ATL,PG,81,,22.5,2.2,5.4,.399,1.7,2.1,.799,0.5,1.3,1.8,5.0,1.0,0.1,3.0,6.0,,hillar01
191,Caldwell Jones,26,PHI,C,82,57,24.7,2.6,5.2,.507,0.8,1.4,.552,2.3,5.8,8.1,1.1,0.5,2.4,3.7,6.0,,jonesca01
192,Dean Tolson,25,SEA,PF,60,,9.8,2.3,4.0,.566,1.4,2.7,.535,1.2,1.4,2.6,0.5,0.5,0.4,1.4,6.0,,tolsode01
193,Dwight Jones,24,HOU,PF,74,,16.7,2.3,4.6,.494,1.4,1.7,.802,1.3,2.5,3.8,0.6,0.5,0.3,2.4,5.9,,jonesdw01
194,Otto Moore,30,NOJ,C,81,,25.7,2.4,5.9,.405,1.1,1.7,.679,2.1,5.8,7.9,2.2,0.7,1.4,2.9,5.9,,mooreot01
195,Fred Saunders,25,BOS,SF,68,,15.5,2.7,5.8,.466,0.5,0.8,.660,1.1,2.2,3.3,1.3,0.4,0.1,2.8,5.9,,saundfr01
196,Mo Layton,28,NYK,SG,56,11,13.7,2.4,4.9,.484,1.0,1.3,.795,0.2,0.6,0.8,2.8,0.4,0.1,1.6,5.8,,laytomo01
197,Scott Lloyd,24,MIL,C,69,,14.9,2.2,4.7,.472,1.4,1.8,.754,1.2,1.9,3.0,0.5,0.3,0.2,2.3,5.8,,lloydsc01
198,Sonny Parker,21,GSW,SF,65,,13.7,2.4,4.5,.527,1.1,1.4,.772,1.3,1.4,2.7,0.9,0.8,0.4,1.2,5.8,,parkeso01
199,Tom Van Arsdale,33,PHO,SF,77,,18.5,2.2,5.1,.433,1.3,1.9,.703,0.6,1.8,2.4,0.9,0.3,0.0,2.1,5.8,,vanarto01
200,Dave Wohl,27,2TM,PG,51,,19.3,2.3,5.7,.400,1.2,1.7,.685,0.3,1.3,1.6,2.8,0.8,0.1,2.3,5.7,,wohlda01
200,Dave Wohl,27,HOU,PG,14,,4.4,0.5,1.2,.412,0.3,0.3,1.000,0.1,0.3,0.4,1.1,0.0,0.0,1.3,1.3,,wohlda01
200,Dave Wohl,27,NYN,PG,37,,25.0,2.9,7.4,.399,1.5,2.3,.671,0.4,1.6,2.1,3.4,1.1,0.2,2.6,7.4,,wohlda01
201,Dennis Awtrey,28,PHO,C,72,,24.4,2.2,5.2,.429,1.3,1.8,.722,1.5,3.4,4.9,2.5,0.3,0.4,2.4,5.7,,awtrede01
202,John Brown,25,ATL,SF,77,,18.2,2.1,4.5,.457,1.6,1.9,.807,1.0,2.1,3.1,1.3,0.6,0.1,2.8,5.7,,brownjo01
203,Ticky Burden,23,NYK,SG,61,2,10.0,2.4,5.8,.420,0.8,1.4,.600,0.4,0.7,1.1,1.0,0.8,0.0,1.4,5.7,,burdeti01
204,Kevin Restani,25,MIL,PF,64,,17.4,2.7,5.2,.518,0.2,0.4,.500,1.3,2.8,4.1,1.4,0.5,0.2,1.6,5.6,,restake01
205,Neal Walk,28,NYK,C,11,1,12.3,2.5,5.2,.491,0.5,0.6,.857,0.5,2.0,2.5,0.5,0.4,0.3,2.0,5.6,,walkne01
206,Robin Jones,22,POR,C,63,,16.9,2.2,4.7,.465,1.0,1.7,.606,1.6,3.1,4.7,1.3,0.6,0.6,2.0,5.5,,jonesro01
207,Nate Thurmond,35,CLE,C,49,,20.3,2.0,5.0,.407,1.4,2.2,.642,2.5,5.2,7.6,1.7,0.3,1.7,2.6,5.5,,thurmna01
208,George Trapp,28,DET,PF,6,,11.3,2.5,4.8,.517,0.5,0.7,.750,0.7,1.0,1.7,0.5,0.0,0.2,2.2,5.5,,trappge01
209,Butch Beard,29,NYK,PG,70,10,15.5,2.1,4.2,.505,1.1,1.6,.688,0.7,1.6,2.3,2.1,0.8,0.1,2.0,5.3,,beardbu01
210,Darryl Dawkins,20,PHI,C,59,0,11.6,2.3,3.6,.628,0.7,1.3,.506,1.0,2.9,3.9,0.4,0.2,0.8,2.2,5.3,,dawkida01
211,Randy Denton,27,ATL,C,45,,15.6,2.3,5.7,.402,0.7,1.0,.702,1.8,3.0,4.8,0.7,0.3,0.4,2.2,5.3,,dentora01
212,Alex English,23,MIL,SF,60,,10.8,2.2,4.6,.477,0.8,1.0,.767,1.1,1.7,2.8,0.4,0.3,0.3,1.3,5.2,,englial01
213,Butch Feher,22,PHO,SG,48,,10.1,1.8,3.4,.531,1.6,2.1,.768,0.4,1.2,1.5,0.8,0.2,0.1,1.0,5.2,,feherbu01
214,Paul Griffin,23,NOJ,PF,81,,20.3,1.7,3.2,.547,1.8,2.5,.721,2.1,4.0,6.1,2.1,0.6,0.5,3.0,5.2,,griffpa01
215,Paul McCracken,26,CHI,SG,9,0,13.2,2.0,5.2,.383,1.2,2.0,.611,0.7,1.1,1.8,1.6,0.7,0.0,1.9,5.2,,mccrapa01
216,Wally Walker,22,POR,SF,66,,9.5,2.1,4.6,.449,1.0,1.5,.670,0.7,1.0,1.6,0.8,0.2,0.0,1.4,5.2,,walkewa01
217,Claude Terry,27,2TM,SG,45,,12.1,2.1,4.2,.503,0.8,1.0,.818,0.3,0.8,1.0,1.3,0.4,0.0,1.1,5.1,,terrycl01
217,Claude Terry,27,BUF,SG,33,,9.2,1.5,3.2,.471,0.5,0.7,.783,0.1,0.7,0.8,1.0,0.3,0.0,0.8,3.5,,terrycl01
217,Claude Terry,27,ATL,SG,12,,20.1,3.9,7.3,.540,1.5,1.8,.857,0.7,0.8,1.5,2.1,0.8,0.1,1.8,9.3,,terrycl01
218,Kevin Stacom,25,BOS,SG,79,,13.3,2.3,5.5,.409,0.6,0.7,.793,0.5,0.7,1.2,1.5,0.2,0.0,0.8,5.1,,stacoke01
219,Chuck Terry,26,NYN,SF,61,,17.6,2.1,5.2,.403,0.8,1.0,.774,0.7,1.6,2.3,0.6,1.0,0.2,2.0,5.0,,terrych01
220,Bill Willoughby,19,ATL,SF,39,,14.1,1.9,4.3,.444,1.1,1.6,.683,1.7,2.7,4.4,0.3,0.5,0.6,1.6,4.9,,willobi01
221,Mo Howard,22,2TM,SG,32,,10.8,2.0,4.1,.485,0.8,1.1,.686,0.5,0.7,1.2,1.3,0.5,0.3,1.6,4.8,,howarmo01
221,Mo Howard,22,CLE,SG,9,,3.1,0.9,1.7,.533,0.6,0.7,.833,0.2,0.3,0.6,0.6,0.1,0.2,0.8,2.3,,howarmo01
221,Mo Howard,22,NOJ,SG,23,,13.8,2.4,5.1,.479,0.8,1.3,.655,0.7,0.8,1.5,1.6,0.7,0.3,1.9,5.7,,howarmo01
222,Dwight Davis,27,GSW,PF,33,,16.7,1.7,3.8,.444,1.5,2.2,.681,1.0,1.8,2.9,0.9,0.3,0.2,2.8,4.8,,davisdw01
223,Mike Dunleavy,22,PHI,PG,32,0,11.2,1.9,4.5,.414,1.1,1.4,.756,0.3,0.8,1.1,1.8,0.4,0.1,2.0,4.8,,dunlemi01
224,Byron Beck,32,DEN,PF,53,,9.1,2.0,4.6,.435,0.7,0.8,.818,0.8,1.0,1.8,0.6,0.3,0.0,1.1,4.7,,beckby01
225,Mel Bennett,22,IND,PF,67,,13.6,1.5,4.4,.344,1.7,2.8,.599,1.6,1.9,3.5,1.0,0.6,0.5,2.3,4.7,,benneme01
