Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
248,Brad Davis,23,IND,PG,22,,10.6,1.0,2.0,.523,0.6,0.9,.684,0.0,0.7,0.7,2.0,0.6,0.1,0.5,1.0,2.7,,davisbr01
249,Bob Bigelow,25,SDC,SF,29,,14.2,1.2,3.1,.400,0.4,0.7,.619,0.5,1.1,1.6,0.9,0.4,0.1,0.6,1.3,2.9,,bigelbo01
250,Keith Herron,22,ATL,SG,14,,5.8,1.0,3.4,.292,0.9,0.9,.923,0.3,0.4,0.7,0.2,0.4,0.1,0.4,0.8,2.9,,herroke01
251,Alonzo Bradley,25,HOU,SF,34,,7.2,1.1,2.6,.420,0.6,1.0,.667,0.4,1.0,1.4,0.5,0.1,0.0,0.5,1.0,2.8,,bradlal01
252,Jacky Dorsey,24,HOU,SF,20,,5.4,1.2,2.2,.558,0.4,0.8,.500,0.6,0.6,1.2,0.1,0.1,0.1,0.4,1.3,2.8,,dorseja01
253,Essie Hollis,23,DET,SF,25,,6.2,1.2,3.0,.400,0.4,0.5,.750,0.8,1.0,1.8,0.2,0.4,0.0,0.6,1.1,2.8,,hollies01
254,Roger Phegley,22,WSB,SG,29,,5.3,1.0,2.7,.359,0.8,1.0,.828,0.2,0.6,0.8,0.5,0.2,0.1,0.6,0.7,2.8,,pheglro01
255,Norm Van Lier,31,MIL,PG,38,,14.6,0.8,2.0,.390,1.2,1.4,.904,0.2,0.8,1.1,4.2,1.1,0.1,1.3,2.8,2.8,,vanlino01
256,Charles Dudley,28,CHI,PG,43,8,15.9,1.0,2.9,.360,0.7,1.0,.667,0.6,1.4,2.0,2.7,0.7,0.0,1.5,1.9,2.7,,dudlech01
257,Bo Ellis,24,DEN,PF,42,,6.4,1.0,2.2,.457,0.7,0.9,.806,0.4,1.1,1.5,0.2,0.2,0.3,0.5,1.1,2.7,,ellisbo02
258,Steve Green,25,IND,SF,39,,6.8,1.1,2.3,.472,0.5,0.9,.588,0.6,0.8,1.3,0.5,0.3,0.1,0.4,1.0,2.7,,greenst01
259,Kim Hughes,26,DEN,C,81,,13.4,1.2,2.2,.538,0.2,0.6,.400,1.4,2.8,4.1,0.9,0.7,1.3,1.0,2.7,2.6,,hugheki01
260,Larry McNeill,28,DET,PF,11,,4.2,0.8,1.8,.450,1.0,1.1,.917,0.3,0.6,0.9,0.3,0.0,0.0,0.4,0.6,2.6,,mcneila01
261,Tate Armstrong,23,CHI,SG,26,0,10.0,1.1,2.7,.400,0.4,0.5,.769,0.3,0.5,0.8,1.2,0.4,0.0,0.8,0.8,2.5,,armstta01
262,Andre Wakefield,24,2TM,SG,73,0,8.0,0.8,2.4,.350,0.7,0.9,.696,0.3,0.7,1.0,1.0,0.3,0.0,1.0,1.0,2.4,,wakefan01
262,Andre Wakefield,24,CHI,SG,2,0,4.0,0.0,0.5,.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,,wakefan01
262,Andre Wakefield,24,DET,SG,71,,8.1,0.9,2.5,.352,0.7,1.0,.696,0.4,0.7,1.1,1.0,0.3,0.0,1.0,1.0,2.4,,wakefan01
263,Greg Bunch,22,NYK,SF,12,0,8.1,0.8,2.2,.346,0.8,1.0,.833,0.8,0.7,1.4,0.3,0.3,0.3,0.4,0.8,2.3,,bunchgr01
264,Lloyd Neal,28,POR,PF,4,,12.0,1.0,2.8,.364,0.3,0.3,1.000,0.5,1.8,2.3,0.3,0.0,0.3,1.5,1.8,2.3,,nealll01
265,Steve Sheppard,24,2TM,SF,42,0,6.6,0.9,1.8,.474,0.5,0.8,.588,0.6,0.5,1.1,0.5,0.2,0.0,0.6,0.6,2.2,,sheppst01
265,Steve Sheppard,24,CHI,SF,22,0,9.2,1.1,2.3,.471,0.5,0.9,.632,0.7,0.5,1.3,0.7,0.2,0.0,1.0,0.7,2.7,,sheppst01
265,Steve Sheppard,24,DET,SF,20,,3.8,0.6,1.3,.480,0.4,0.8,.533,0.5,0.5,1.0,0.2,0.2,0.1,0.2,0.5,1.6,,sheppst01
266,Richard Washington,23,KCK,PF,18,,8.9,0.8,2.3,.341,0.6,0.9,.625,0.6,2.1,2.7,0.4,0.4,0.2,0.8,1.7,2.1,,washiri01
267,Dennis Awtrey,30,2TM,C,63,,11.8,0.7,1.7,.411,0.7,0.9,.732,0.7,1.7,2.4,1.1,0.3,0.2,0.8,1.7,2.0,,awtrede01
267,Dennis Awtrey,30,BOS,C,23,,10.7,0.7,1.9,.386,0.7,0.9,.800,0.6,1.5,2.0,0.9,0.1,0.3,0.9,1.6,2.2,,awtrede01
267,Dennis Awtrey,30,SEA,C,40,,12.5,0.7,1.6,.429,0.6,0.9,.694,0.7,1.9,2.6,1.2,0.3,0.2,0.8,1.7,2.0,,awtrede01
268,Gus Bailey,27,NOJ,SG,2,,4.5,1.0,3.5,.286,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,2.0,,bailegu01
269,Michael Cooper,22,LAL,SG,3,,2.3,1.0,2.0,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,2.0,,coopemi01
270,Ray Epps,22,GSW,SF,13,,5.5,0.8,1.8,.435,0.5,0.6,.750,0.0,0.4,0.4,0.2,0.1,0.0,0.2,0.5,2.0,,eppsra01
271,Phil Hicks,26,DEN,SF,20,,6.4,0.9,2.2,.419,0.2,0.3,.600,0.7,0.8,1.4,0.4,0.3,0.0,0.7,1.0,2.0,,hicksph01
272,E.C. Coleman,28,HOU,PF,6,,6.5,0.8,1.2,.714,0.2,0.2,1.000,0.2,1.0,1.2,0.2,0.3,0.0,0.0,1.8,1.8,,colemec01
273,Scott Lloyd,26,2TM,C,72,0,6.9,0.6,1.7,.344,0.4,0.7,.574,0.7,0.7,1.3,0.4,0.1,0.1,0.7,1.3,1.5,,lloydsc01
273,Scott Lloyd,26,SDC,C,5,,6.2,0.0,0.4,.000,0.0,0.0,,0.2,0.4,0.6,0.0,0.2,0.0,1.6,1.2,0.0,,lloydsc01
273,Scott Lloyd,26,CHI,C,67,0,6.9,0.6,1.8,.350,0.4,0.7,.574,0.7,0.7,1.4,0.5,0.1,0.1,0.6,1.3,1.7,,lloydsc01
274,John Kuester,23,DEN,PG,33,,6.4,0.5,1.6,.308,0.4,0.4,.929,0.2,0.2,0.4,1.1,0.5,0.0,0.6,0.9,1.4,,kuestjo01
275,Geoff Crompton,23,DEN,C,20,,4.4,0.5,1.3,.385,0.3,0.6,.500,0.3,0.9,1.2,0.3,0.0,0.2,0.6,1.0,1.3,,crompge01
276,John Olive,23,SDC,SF,34,,5.6,0.4,1.2,.325,0.5,0.7,.783,0.1,0.5,0.6,0.1,0.1,0.0,0.4,0.9,1.3,,olivejo01
277,Dennis Boyd,24,DET,PG,5,,8.0,0.6,2.4,.250,0.0,0.0,,0.0,0.4,0.4,1.4,0.0,0.0,1.2,1.0,1.2,,boydde01
278,Jerome Whitehead,22,SDC,C,31,,4.9,0.5,1.1,.441,0.3,0.6,.444,0.5,1.1,1.6,0.2,0.1,0.1,0.4,0.9,1.2,,whiteje01
279,Stan Pietkiewicz,22,SDC,SG,4,,8.0,0.3,2.0,.125,0.5,0.5,1.000,0.0,1.5,1.5,0.8,0.3,0.0,0.3,1.3,1.0,,pietkst01
280,Del Beshore,22,MIL,PG,1,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,beshode01
