Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
17,Archie Clark,29,PHI,PG,82,82,39.6,8.1,16.3,.496,5.1,6.5,.787,4.8,5.4,2.6,21.3,,clarkar01
18,Jo Jo White,24,BOS,PG,75,,37.2,9.2,19.9,.464,2.9,3.6,.799,5.0,4.8,3.4,21.3,AS,whitejo01
19,Connie Hawkins,28,PHO,SF,71,,37.5,7.2,16.6,.434,6.4,7.9,.816,9.1,4.5,2.8,20.9,AS,hawkico01
20,Willis Reed,28,NYK,C,73,72,39.1,8.4,18.2,.462,4.1,5.2,.785,13.7,2.0,3.1,20.9,MVP-4ASNBA2,reedwi01
21,Jeff Mullins,28,SFW,SG,75,,38.8,8.4,17.4,.482,4.0,4.8,.844,4.5,4.4,3.3,20.8,AS,mullije01
22,Wilt Chamberlain,34,LAL,C,82,,44.3,8.1,15.0,.545,4.4,8.2,.538,18.2,4.3,2.1,20.7,AS,chambwi01
23,Spencer Haywood,21,SEA,PF,33,,35.2,7.9,17.5,.449,4.8,6.6,.734,12.0,1.5,2.5,20.6,,haywosp01
24,Stu Lantz,24,SDR,SG,82,,37.8,7.1,15.9,.448,6.3,7.9,.806,5.0,4.2,2.8,20.6,,lantzst01
25,Bob Kauffman,24,BUF,C,78,,35.6,7.9,16.8,.471,4.6,6.2,.740,10.7,4.5,3.4,20.4,AS,kauffbo01
26,Don May,25,BUF,SF,76,,35.1,8.3,17.6,.471,3.6,4.6,.791,7.5,2.0,2.9,20.2,,maydo01
27,Nate Thurmond,29,SFW,C,82,,40.9,7.6,17.1,.445,4.8,6.6,.730,13.8,3.1,2.3,20.0,MVP-8,thurmna01
28,Lenny Wilkens,33,SEA,PG,71,,37.2,6.6,15.8,.419,6.5,8.1,.803,4.5,9.2,2.8,19.8,AS,wilkele01
29,Oscar Robertson,32,MIL,PG,81,,39.4,7.3,14.7,.496,4.8,5.6,.850,5.7,8.2,2.5,19.4,MVP-5ASNBA2,roberos01
30,Dick Snyder,26,SEA,SG,82,,34.4,7.9,14.8,.531,3.7,4.4,.837,3.1,4.3,3.0,19.4,,snydedi01
31,Jerry Lucas,30,SFW,PF,80,,40.6,7.8,15.6,.498,3.6,4.6,.787,15.8,3.7,2.5,19.2,AS,lucasje01
32,Jack Marin,26,BAL,SF,82,,35.6,7.6,16.6,.460,3.5,4.2,.848,6.3,2.6,3.2,18.8,,marinja01
33,Hal Greer,34,PHI,SG,81,69,37.8,7.3,16.9,.431,4.0,5.0,.805,4.5,4.6,3.6,18.6,,greerha01
34,Happy Hairston,28,LAL,PF,80,,36.5,7.2,15.4,.466,4.2,5.4,.782,10.0,2.1,3.2,18.6,,hairsha01
35,Jim Barnett,26,POR,SG,78,,30.4,7.2,16.4,.436,4.2,5.2,.811,4.8,4.1,2.4,18.5,,barneji02
36,Bob Dandridge,23,MIL,SF,79,,36.2,7.5,14.8,.509,3.3,4.8,.702,8.0,3.5,3.6,18.4,,dandrbo01
37,Jerry Sloan,28,CHI,SG,80,80,39.3,7.4,16.8,.441,3.5,4.9,.715,8.8,3.5,3.6,18.3,,sloanje01
38,Gus Johnson,32,BAL,PF,66,,38.5,7.5,16.5,.453,3.2,4.4,.738,17.1,2.9,3.4,18.2,MVP-10ASNBA2,johnsgu01
39,Clem Haskins,27,PHO,PG,82,,33.7,6.9,15.6,.440,4.1,5.3,.784,4.0,4.7,2.5,17.8,,haskicl01
40,Walt Wesley,26,CLE,C,82,,29.6,6.9,15.1,.455,4.0,5.8,.687,8.7,1.0,3.6,17.7,,weslewa01
41,Jimmy Walker,26,DET,SG,79,,35.0,6.6,15.2,.436,4.4,5.2,.831,2.6,3.4,2.2,17.6,,walkeji01
42,Gail Goodrich,27,LAL,SG,79,,35.5,7.1,14.9,.475,3.3,4.3,.770,3.3,4.8,3.3,17.5,,goodrga01
43,Dave Cowens,22,BOS,C,81,,38.0,6.8,16.1,.422,3.4,4.6,.732,15.0,2.8,4.3,17.0,ROY-1,cowenda01
44,Johnny Green,37,CIN,PF,75,,28.6,6.7,11.4,.587,3.3,5.4,.617,8.7,1.2,3.1,16.7,AS,greenjo01
45,John Johnson,23,CLE,SF,67,,34.5,6.5,15.4,.422,3.6,4.4,.805,6.8,4.8,3.7,16.6,AS,johnsjo01
46,Walt Hazzard,28,ATL,PG,82,,35.1,6.3,13.7,.459,3.8,5.1,.759,3.7,6.3,3.4,16.5,,abdulma01
47,Tiny Archibald,22,CIN,PG,82,,35.0,5.9,13.4,.444,4.1,5.4,.757,3.0,5.5,2.7,16.0,,architi01
48,Norm Van Lier,23,CIN,SG,82,,40.5,5.8,13.9,.420,4.4,5.4,.816,7.1,10.1,4.2,16.0,,vanlino01
49,Leroy Ellis,30,POR,C,74,,34.9,6.6,14.8,.443,2.8,3.5,.801,12.3,3.2,3.5,15.9,,ellisle01
50,Jon McGlocklin,27,MIL,SG,82,,35.3,7.0,13.1,.535,1.8,2.0,.862,2.7,3.7,2.3,15.8,,mcglojo01
51,Calvin Murphy,22,SDR,PG,82,,24.6,5.7,12.5,.458,4.3,5.3,.820,3.0,4.0,3.2,15.8,ROY-4,murphca01
52,Dave DeBusschere,30,NYK,PF,81,81,35.7,6.5,15.3,.421,2.7,3.9,.696,11.1,2.7,2.9,15.6,AS,debusda01
53,Bob Lanier,22,DET,C,82,,24.6,6.1,13.5,.455,3.3,4.6,.726,8.1,1.8,3.3,15.6,ROY-5,laniebo01
54,Dick Barnett,34,NYK,SG,82,82,34.7,6.6,14.4,.456,2.4,3.4,.694,2.9,2.7,2.8,15.5,,barnedi01
55,Bingo Smith,24,CLE,SG,77,,30.3,6.4,14.4,.448,2.3,3.0,.761,5.6,3.4,2.3,15.2,,smithbi02
56,Kevin Loughery,30,BAL,SG,82,,27.6,5.9,14.5,.403,3.4,4.0,.831,2.7,3.7,3.0,15.1,,loughke01
57,Walt Bellamy,31,ATL,C,82,,35.5,5.3,10.7,.493,4.1,6.8,.604,12.9,2.8,3.3,14.7,,bellawa01
58,Don Kojis,32,SEA,SF,79,,27.1,5.7,12.9,.446,3.2,4.1,.778,5.5,1.6,2.8,14.6,,kojisdo01
59,Ron Williams,26,SFW,PG,82,,34.3,5.2,11.9,.436,4.0,4.8,.844,3.0,5.9,3.7,14.4,,williro01
60,Wes Unseld,24,BAL,C,74,,39.2,5.7,11.4,.501,2.7,4.1,.657,16.9,4.0,3.2,14.1,AS,unselwe01
61,Don Nelson,30,BOS,SF,82,,27.5,5.0,10.7,.468,3.9,5.2,.744,6.9,1.9,2.8,13.9,,nelsodo01
62,Stan McKenzie,26,POR,SF,82,,27.9,4.9,11.0,.441,4.0,4.8,.836,3.8,2.9,2.9,13.7,,mckenst01
63,Sam Lacey,22,CIN,C,81,,32.7,5.8,13.8,.418,1.9,2.8,.687,11.3,1.4,3.3,13.5,,laceysa01
64,Jim Washington,27,PHI,PF,78,70,32.1,5.1,10.6,.476,3.3,4.4,.762,9.6,1.2,3.3,13.4,,washiji01
65,Flynn Robinson,29,CIN,SG,71,,19.3,5.3,11.5,.458,2.7,3.2,.855,2.0,1.9,2.3,13.3,,robinfl01
66,Dick Garrett,24,BUF,PG,75,,31.7,5.0,12.0,.414,2.9,3.3,.869,3.9,3.5,3.9,12.9,,garredi01
67,Neal Walk,22,PHO,C,82,,24.8,5.2,11.5,.451,2.5,3.3,.765,8.2,1.4,3.4,12.9,,walkne01
68,Rick Adelman,24,POR,PG,81,,28.4,4.7,11.0,.422,3.3,4.6,.724,3.5,4.7,2.6,12.6,,adelmri01
69,Bill Bradley,27,NYK,SF,78,66,29.5,5.3,11.7,.453,1.8,2.2,.823,3.3,3.6,3.1,12.4,,bradlbi01
70,Bill Bridges,31,ATL,PF,82,,38.3,4.7,10.2,.458,2.6,4.0,.639,15.0,2.9,3.9,11.9,,bridgbi01
71,Paul Silas,27,PHO,PF,81,,36.3,4.2,9.7,.428,3.5,5.1,.685,12.5,3.0,2.8,11.9,,silaspa01
72,Terry Dischinger,30,DET,SF,65,,28.5,4.7,8.7,.535,2.5,3.2,.763,5.2,1.7,2.9,11.8,,dischte01
73,Greg Smith,24,MIL,PF,82,,29.6,5.0,9.7,.512,1.7,2.6,.662,7.2,2.8,3.5,11.7,,smithgr01
74,Don Chaney,24,BOS,SG,81,,28.3,4.3,9.5,.454,2.9,3.9,.748,5.7,2.9,3.6,11.5,,chanedo01
75,John Warren,23,CLE,PG,82,,31.8,4.6,11.0,.423,2.2,2.6,.829,4.2,4.2,3.6,11.5,,warrejo01
76,Don Adams,23,SDR,SF,82,,29.0,4.8,11.7,.409,1.9,2.6,.731,7.1,2.1,4.2,11.4,,adamsdo01
77,Mike Davis,24,BUF,SG,73,,22.2,4.3,10.6,.410,2.7,3.6,.760,2.6,2.1,3.0,11.4,,davismi01
78,Keith Erickson,26,LAL,SF,73,,31.1,5.1,10.7,.471,1.2,1.5,.759,5.5,3.1,3.3,11.3,,erickke01
79,John Hummer,22,BUF,C,81,,32.6,4.2,9.4,.444,2.9,5.0,.580,8.9,2.0,3.5,11.3,,hummejo01
80,Dave Sorenson,22,CLE,PF,79,,24.6,4.5,10.1,.445,2.3,2.9,.803,6.2,2.1,2.3,11.3,,sorenda01
81,Herm Gilliam,24,BUF,SG,80,,26.0,4.7,11.2,.422,1.8,2.4,.751,4.2,3.6,3.1,11.2,,gillihe01
82,Mel Counts,29,PHO,C,80,,20.9,4.6,10.0,.457,1.9,2.5,.753,6.3,1.7,3.5,11.0,,countme01
83,Zaid Abdul-Aziz,24,SEA,C,61,,20.9,4.3,9.8,.441,2.3,3.1,.739,7.7,0.7,1.9,10.9,,abdulza01
84,Tom Boerwinkle,25,CHI,C,82,82,28.9,4.4,9.0,.485,2.0,2.8,.724,13.8,4.8,3.4,10.8,,boerwto01
85,Joe Ellis,26,SFW,SF,80,,28.4,4.5,11.2,.396,1.9,2.5,.744,6.4,2.0,3.6,10.8,,ellisjo01
86,Bailey Howell,34,PHI,PF,82,6,19.4,4.0,8.4,.472,2.8,3.8,.730,5.4,1.4,2.9,10.7,,howelba01
87,Lee Winfield,23,SEA,PG,79,,20.3,4.2,9.1,.466,2.1,3.1,.664,2.4,2.8,1.7,10.5,,winfile01
88,Fred Carter,25,BAL,SG,77,,22.2,4.4,10.6,.417,1.5,2.4,.650,3.3,2.1,2.1,10.4,,cartefr01
89,Wali Jones,28,PHI,SG,41,13,23.5,4.1,10.2,.402,1.9,2.5,.782,1.6,3.1,2.7,10.1,,joneswa02
90,Elgin Baylor,36,LAL,SF,2,,28.5,4.0,9.5,.421,2.0,3.0,.667,5.5,1.0,3.0,10.0,,bayloel01
91,Em Bryant,32,BUF,PG,73,,29.3,3.9,9.4,.421,2.1,2.8,.744,3.6,4.8,3.6,10.0,,bryanem01
92,Eddie Miles,30,BAL,SG,63,,24.5,4.0,9.4,.426,1.9,2.3,.803,2.7,1.7,1.9,9.9,,milesed01
93,Jim Fox,27,CHI,C,82,0,19.9,3.4,7.5,.458,2.9,3.9,.745,7.3,2.4,2.6,9.7,,foxji01
94,John Block,26,SDR,PF,73,,20.1,3.4,8.0,.420,2.9,3.7,.785,6.1,1.3,2.6,9.6,,blockjo01
95,Gary Gregor,25,POR,PF,44,,26.2,4.1,9.6,.430,1.3,2.0,.663,7.6,1.8,2.7,9.6,,gregoga01
96,John Trapp,25,SDR,SF,82,,25.4,3.9,9.3,.420,1.7,2.3,.755,6.2,1.7,4.1,9.6,,trappjo01
97,Bob Weiss,28,CHI,PG,82,47,27.3,3.4,8.0,.422,2.8,3.3,.840,2.3,4.7,2.6,9.5,,weissbo01
98,McCoy McLemore,28,2TM,SF,86,,26.2,3.5,9.2,.385,2.4,3.0,.782,6.6,2.4,2.7,9.4,,mclemmc01
98,McCoy McLemore,28,CLE,SF,58,,31.7,4.4,11.3,.388,2.9,3.8,.773,8.0,3.0,2.9,11.7,,mclemmc01
98,McCoy McLemore,28,MIL,SF,28,,14.8,1.8,4.8,.368,1.2,1.5,.829,3.8,1.1,2.4,4.7,,mclemmc01
99,Dave Stallworth,29,NYK,SF,81,2,19.3,3.6,8.5,.431,2.1,2.8,.735,4.3,1.3,2.2,9.4,,stallda01
100,Steve Kuberski,23,BOS,PF,82,,22.8,3.8,9.1,.420,1.6,2.2,.727,6.6,1.0,2.4,9.3,,kuberst01
101,Tom Meschery,32,SEA,PF,79,,23.1,3.6,7.8,.463,2.1,2.7,.750,6.1,1.4,2.6,9.3,,meschto01
102,Charlie Paulk,24,CIN,PF,68,,17.8,4.0,9.4,.430,1.2,1.9,.603,4.7,0.4,2.7,9.2,,paulkch01
103,Cazzie Russell,26,NYK,SF,57,15,18.5,3.8,8.8,.429,1.6,2.1,.773,3.4,1.4,1.3,9.2,,russeca01
104,Bob Boozer,33,MIL,PF,80,,22.2,3.6,8.1,.450,1.9,2.3,.818,5.4,1.6,2.7,9.1,,boozebo01
105,Otto Moore,24,DET,C,82,,23.5,3.8,8.5,.445,1.5,2.7,.553,8.5,1.1,2.2,9.0,,mooreot01
106,Jerry Chambers,27,ATL,SF,65,,18.0,3.6,8.1,.451,1.6,2.1,.791,3.8,0.9,1.8,8.9,,chambje01
107,Shaler Halimon,25,2TM,SG,81,0,20.4,3.7,9.7,.384,1.3,2.0,.660,5.1,2.7,2.3,8.8,,halimsh01
107,Shaler Halimon,25,CHI,SG,2,0,11.5,0.5,4.0,.125,0.0,0.5,.000,1.0,2.0,2.5,1.0,,halimsh01
107,Shaler Halimon,25,POR,SF,79,,20.6,3.8,9.8,.387,1.4,2.0,.665,5.3,2.7,2.3,8.9,,halimsh01
108,Jim McMillian,22,LAL,SF,81,,21.6,3.6,7.8,.459,1.2,1.6,.769,4.1,1.6,1.5,8.4,,mcmilji01
109,Jim Davis,29,ATL,C,82,,22.7,2.9,6.1,.479,2.4,3.5,.677,6.7,1.3,3.1,8.3,,davisji01
110,Art Harris,24,PHO,PG,56,,17.0,3.6,8.6,.411,1.2,2.0,.611,1.8,2.4,2.4,8.3,,harriar01
111,Steve Mix,23,DET,SF,35,,20.9,3.2,7.1,.446,1.9,2.5,.764,4.7,1.0,2.1,8.3,,mixst01
112,Howard Komives,29,DET,PG,82,,23.6,3.4,8.7,.385,1.5,1.8,.801,1.9,3.2,2.2,8.2,,komivho01
113,Dale Schlueter,25,POR,C,80,,22.8,3.2,6.6,.488,1.8,2.7,.656,7.9,2.4,3.3,8.2,,schluda01
114,Bill Hosket,24,BUF,PF,13,,16.7,3.6,6.9,.522,0.8,1.3,.647,5.8,1.5,2.1,8.1,,hoskebi01
115,Darrall Imhoff,32,CIN,C,34,,24.3,3.5,7.6,.461,1.1,2.1,.507,6.9,2.3,3.5,8.1,,imhofda01
116,Pete Cross,22,SEA,C,79,,27.8,3.1,7.0,.442,1.8,2.6,.690,12.0,1.4,2.7,8.0,,crosspe01
117,Rich Johnson,24,BOS,C,1,,13.0,4.0,5.0,.800,0.0,0.0,,5.0,0.0,3.0,8.0,,johnsri01
118,Bob Quick,24,DET,SF,56,,20.5,2.8,6.1,.455,2.5,3.1,.784,4.1,1.0,2.5,8.0,,quickbo01
119,Larry Siegfried,31,SDR,PG,53,,31.6,2.8,7.1,.386,2.5,2.9,.850,3.9,6.5,2.8,8.0,,siegfla01
120,Bill Hewitt,26,DET,PF,62,,27.8,3.3,7.0,.467,1.1,1.9,.575,7.3,2.0,3.0,7.7,,hewitbi01
121,Bob Portman,23,SFW,SG,68,,20.5,3.3,7.1,.458,1.1,1.6,.726,4.7,1.0,1.9,7.6,,portmbo01
122,Luther Rackley,24,CLE,C,74,,19.4,3.0,6.4,.466,1.6,2.6,.637,5.3,0.9,2.5,7.6,,rackllu01
123,Barry Clemens,27,SEA,SF,78,,16.5,3.2,6.7,.470,1.1,1.5,.728,3.1,1.2,2.2,7.4,,clemeba01
124,Bobby Washington,23,CLE,PG,47,,17.5,2.6,6.6,.397,2.2,3.0,.743,2.2,4.0,2.2,7.4,,washibo01
125,John Tresvant,31,2TM,PF,75,,20.2,2.7,5.8,.463,1.9,2.7,.712,5.1,1.1,2.6,7.3,,tresvjo01
125,John Tresvant,31,LAL,PF,8,,8.3,2.3,4.4,.514,0.9,1.3,.700,2.9,1.3,1.4,5.4,,tresvjo01
125,John Tresvant,31,BAL,PF,67,,21.7,2.7,6.0,.459,2.1,2.9,.713,5.4,1.1,2.8,7.6,,tresvjo01
126,Dennis Awtrey,22,PHI,C,70,38,18.5,2.9,6.0,.475,1.5,2.2,.662,6.1,1.3,3.0,7.2,,awtrede01
127,Lucius Allen,23,MIL,PG,61,,19.0,2.9,6.5,.447,1.3,1.8,.700,2.5,2.6,1.8,7.1,,allenlu01
128,Ed Manning,27,POR,PF,79,,19.7,3.1,7.1,.435,0.9,1.2,.806,5.2,1.4,2.5,7.1,,mannied01
129,Willie McCarter,24,LAL,SG,76,,18.0,3.3,7.8,.417,0.6,1.0,.597,1.6,1.7,2.0,7.1,,mccarwi01
130,Nick Jones,25,SFW,SG,81,,14.6,2.8,6.5,.430,1.4,1.9,.735,1.4,1.4,2.4,6.9,,jonesni01
131,Jake Ford,25,SEA,,5,,13.6,1.8,5.0,.360,3.2,4.4,.727,1.8,1.8,2.2,6.8,,fordja01
132,Luke Jackson,29,PHI,C,79,40,22.5,2.5,6.7,.376,1.7,2.4,.693,7.2,1.9,2.7,6.7,,jackslu01
133,Matt Guokas,26,2TM,SG,79,35,28.0,2.6,5.3,.493,1.3,1.7,.732,2.0,4.3,2.4,6.5,,guokama02
133,Matt Guokas,26,PHI,SG,1,0,5.0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,,guokama02
133,Matt Guokas,26,CHI,SG,78,35,28.3,2.6,5.4,.493,1.3,1.8,.732,2.0,4.4,2.4,6.6,,guokama02
134,Hank Finkel,28,BOS,C,80,,15.4,2.7,6.1,.438,1.2,1.6,.732,4.3,1.0,2.5,6.5,,finkeha01
135,Clyde Lee,26,SFW,C,82,,17.0,2.4,5.2,.453,1.4,2.4,.558,7.0,0.8,1.7,6.1,,leecl01
136,Erwin Mueller,26,DET,PF,52,,23.5,2.4,5.9,.408,1.2,2.1,.556,4.3,2.2,1.9,6.0,,mueller01
137,Cornell Warner,22,BUF,C,65,,19.9,2.4,5.8,.415,1.2,2.2,.552,7.0,0.8,2.2,6.0,,warneco01
138,Lamar Green,23,PHO,PF,68,,19.5,2.5,5.4,.453,0.9,1.6,.604,6.9,0.8,3.0,5.9,,greenla01
139,Gar Heard,22,SEA,PF,65,,15.8,2.3,6.1,.381,1.3,1.9,.656,5.0,0.7,1.9,5.9,,heardga01
140,Bobby Lewis,25,CLE,SG,79,,23.4,2.3,6.1,.370,1.4,1.9,.717,2.6,3.1,2.2,5.9,,lewisbo01
141,Connie Dierking,34,2TM,C,54,5,13.6,2.3,6.0,.388,1.1,1.6,.685,4.3,1.1,2.1,5.8,,dierkco01
141,Connie Dierking,34,CIN,C,1,,23.0,3.0,16.0,.188,0.0,0.0,,7.0,1.0,5.0,6.0,,dierkco01
141,Connie Dierking,34,PHI,C,53,5,13.5,2.3,5.8,.399,1.2,1.7,.685,4.3,1.1,2.1,5.8,,dierkco01
142,Rod Thorn,29,SEA,SG,63,,12.2,2.2,4.7,.472,1.1,1.6,.676,1.6,2.9,1.0,5.6,,thornro01
143,Fred Foster,24,2TM,SF,67,6,13.6,2.2,5.5,.402,1.1,1.6,.689,2.3,0.9,1.7,5.5,,fostefr01
143,Fred Foster,24,CIN,SF,1,,21.0,3.0,8.0,.375,1.0,3.0,.333,4.0,0.0,2.0,7.0,,fostefr01
143,Fred Foster,24,PHI,SF,66,6,13.5,2.2,5.5,.403,1.1,1.6,.699,2.2,0.9,1.7,5.5,,fostefr01
144,Bob Arnzen,23,CIN,SF,55,,10.8,2.3,5.0,.462,0.8,0.9,.865,2.8,0.4,1.0,5.5,,arnzebo01
145,Fred Taylor,22,PHO,SG,54,,10.2,2.0,5.3,.387,1.4,2.3,.624,1.6,0.9,2.1,5.5,,taylofr01
146,Terry Driscoll,23,DET,PF,69,,18.2,1.9,4.6,.415,1.6,2.2,.701,5.8,0.8,3.1,5.4,,driscte01
147,Greg Hyder,22,CIN,SF,77,,17.6,2.4,5.3,.447,0.7,0.9,.718,4.3,0.6,2.4,5.4,,hydergr01
148,Freddie Crawford,29,2TM,SG,51,1,12.8,2.2,5.5,.391,0.9,1.9,.490,2.0,1.5,1.5,5.3,,crawffr01
148,Freddie Crawford,29,BUF,SG,15,,13.5,2.4,7.1,.340,1.1,1.7,.615,2.3,1.6,1.2,5.9,,crawffr01
148,Freddie Crawford,29,PHI,SG,36,1,12.5,2.1,4.9,.423,0.9,2.0,.444,1.9,1.5,1.6,5.0,,crawffr01
149,Adrian Smith,34,SFW,SG,21,,11.8,1.8,4.2,.427,1.7,2.0,.854,1.1,1.4,1.1,5.3,,smithad01
150,Rudy Tomjanovich,22,SDR,PF,77,,13.8,2.2,5.7,.383,0.9,1.5,.652,4.9,0.9,1.6,5.3,,tomjaru01
151,Rick Roberson,23,LAL,C,65,,14.0,1.9,4.6,.415,1.4,2.2,.615,4.7,0.7,1.9,5.2,,roberri01
152,Bernie Williams,25,SDR,SG,56,,12.6,2.0,6.0,.331,1.2,1.4,.840,1.5,2.0,1.4,5.2,,willibe01
153,George Wilson,28,BUF,PF,46,,15.5,2.0,5.8,.342,1.2,1.5,.812,5.0,1.0,2.2,5.2,,wilsoge01
154,Len Chappell,30,2TM,PF,48,,11.2,1.8,4.1,.432,1.5,1.8,.807,3.1,0.4,1.5,5.1,,chapple01
154,Len Chappell,30,CLE,,6,,14.3,2.5,6.3,.395,1.8,2.3,.786,3.0,0.2,1.5,6.8,,chapple01
154,Len Chappell,30,ATL,PF,42,,10.7,1.7,3.8,.441,1.4,1.8,.811,3.2,0.4,1.5,4.8,,chapple01
155,Bill Dinwiddie,27,BOS,PF,61,,11.8,2.0,5.4,.375,0.9,1.2,.730,3.4,0.6,1.5,4.9,,dinwibi01
156,Pat Riley,25,LAL,SG,54,,9.4,1.9,4.7,.413,1.0,1.6,.644,1.0,1.3,1.6,4.9,,rileypa01
157,Art Williams,31,BOS,PG,74,,15.4,2.0,4.5,.455,0.8,1.1,.723,2.8,3.1,2.5,4.9,,williar01
158,Fred Hetzel,28,LAL,SF,59,,10.4,1.9,4.3,.434,1.0,1.3,.779,2.5,0.6,1.7,4.8,,hetzefr01
159,Jim King,29,CHI,PG,55,1,11.7,1.8,4.1,.439,1.2,1.4,.810,1.2,1.4,1.0,4.8,,kingji01
160,Mike Riordan,25,NYK,SF,82,2,16.1,2.0,4.7,.418,0.8,1.3,.620,2.1,1.5,1.8,4.8,,riordmi01
161,Phil Jackson,25,NYK,PF,71,7,10.9,1.7,3.7,.449,1.3,1.9,.714,3.4,0.4,2.4,4.7,,jacksph01
162,John Wetzel,26,PHO,SG,70,,15.6,1.8,4.1,.431,1.2,1.4,.822,2.2,1.6,2.2,4.7,,wetzejo01
163,Johnny Baum,24,CHI,SF,62,0,8.8,2.0,4.7,.420,0.6,0.9,.690,2.0,0.5,0.9,4.6,,baumjo01
164,Paul Long,26,BUF,SG,30,,7.1,1.9,4.0,.475,0.7,0.8,.833,1.0,0.8,0.8,4.5,,longpa01
165,Joe Cooke,22,CLE,SG,73,,9.9,1.8,4.7,.393,0.7,0.8,.814,1.6,1.3,1.8,4.3,,cookejo01
166,Tom Black,29,2TM,C,71,,12.3,1.7,4.2,.402,0.8,1.2,.648,3.6,0.6,1.9,4.2,,blackto01
166,Tom Black,29,SEA,C,55,,14.1,2.0,4.9,.414,0.9,1.3,.699,4.1,0.8,2.1,5.0,,blackto01
166,Tom Black,29,CIN,C,16,,6.3,0.6,2.1,.303,0.4,0.9,.400,2.1,0.1,1.3,1.6,,blackto01
167,Ron Knight,23,POR,PF,52,,12.7,1.9,4.4,.430,0.4,0.7,.500,3.2,1.0,1.9,4.2,,knighro01
168,Al Tucker,27,BAL,PF,31,,8.9,1.7,3.7,.452,0.8,1.0,.806,2.4,0.2,1.1,4.2,,tuckeal01
169,Jimmy Collins,24,CHI,SG,55,3,8.7,1.7,3.9,.430,0.6,0.8,.778,1.0,1.1,0.8,4.0,,colliji01
170,Bill Stricker,23,POR,,1,,2.0,2.0,3.0,.667,0.0,0.0,,0.0,0.0,1.0,4.0,,stricbi01
171,Greg Howard,23,PHO,PF,44,,9.7,1.5,3.9,.393,0.8,1.3,.638,2.7,0.6,1.5,3.9,,howargr01
172,George Johnson,23,BAL,C,24,,14.0,1.7,4.2,.410,0.5,1.3,.367,4.8,0.4,2.6,3.9,,johnsge01
173,Levi Fontaine,22,SFW,SG,35,,6.0,1.5,4.1,.366,0.8,1.1,.757,0.4,0.6,0.8,3.8,,fontale01
174,John Vallely,22,ATL,SG,51,,8.4,1.4,4.0,.358,0.9,1.2,.763,0.7,0.9,1.0,3.7,,vallejo01
175,Bill Turner,26,SFW,SF,18,,11.1,1.4,4.6,.317,0.7,1.1,.650,2.3,0.4,1.3,3.6,,turnebi01
