Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards,Player-additional
25,Jeff Mullins,25,SFW,SG,79,,35.5,7.7,17.6,.439,3.5,4.4,.794,5.7,4.4,3.4,18.9,,mullije01
26,Eddie Miles,27,DET,SG,76,,30.3,7.4,15.5,.475,3.7,4.9,.764,3.5,2.8,2.6,18.5,,milesed01
27,Bob Rule,23,SEA,C,82,,29.6,6.9,14.2,.489,4.2,6.5,.658,9.5,1.2,3.9,18.1,,rulebo01
28,Dick Barnett,31,NYK,SG,81,81,30.7,6.9,14.3,.482,4.2,5.4,.780,2.9,3.0,2.7,18.0,AS,barnedi01
29,Happy Hairston,25,2TM,PF,74,,34.0,6.5,13.3,.487,4.9,7.1,.699,8.3,1.3,2.7,17.9,,hairsha01
29,Happy Hairston,25,CIN,PF,48,,33.9,6.6,13.1,.503,4.2,6.2,.686,7.4,1.2,2.6,17.4,,hairsha01
29,Happy Hairston,25,DET,PF,26,,34.3,6.3,13.7,.459,6.2,8.7,.717,10.1,1.4,2.8,18.8,,hairsha01
30,Dave DeBusschere,27,DET,SF,80,,39.1,7.2,16.2,.442,3.6,5.4,.664,13.5,2.3,3.8,17.9,AS,debusda01
31,Chet Walker,27,PHI,SF,82,,32.0,6.6,14.3,.460,4.7,6.5,.726,7.4,1.9,3.1,17.9,,walkech01
32,Cazzie Russell,23,NYK,SF,82,45,28.0,6.7,14.5,.462,3.4,4.3,.808,4.6,2.4,2.7,16.9,,russeca01
33,Walt Bellamy,28,NYK,C,82,64,32.9,6.2,11.5,.541,4.3,6.5,.662,11.7,2.0,3.2,16.7,,bellawa01
34,Jim King,26,SFW,PG,54,,32.3,6.3,14.8,.425,4.0,5.0,.810,4.5,4.2,3.2,16.6,AS,kingji01
35,Joe Caldwell,26,STL,SF,79,,33.4,7.1,15.4,.463,2.1,3.7,.569,4.3,3.0,2.6,16.4,,caldwjo01
36,Connie Dierking,31,CIN,C,81,,32.6,6.7,14.4,.467,2.9,3.8,.765,9.5,2.4,3.9,16.4,,dierkco01
37,Ray Scott,29,BAL,PF,81,,36.1,6.0,14.7,.412,4.3,5.5,.779,13.7,2.1,3.1,16.4,,scottra01
38,Kevin Loughery,27,BAL,PG,77,,29.8,5.9,14.6,.406,4.0,5.1,.778,3.2,3.3,3.9,15.9,,loughke01
39,Flynn Robinson,26,2TM,PG,75,,27.3,5.9,13.5,.440,3.8,4.7,.821,3.6,2.9,2.5,15.7,,robinfl01
39,Flynn Robinson,26,CIN,PG,2,,8.0,1.5,5.0,.300,1.5,3.5,.429,2.0,2.5,2.0,4.5,,robinfl01
39,Flynn Robinson,26,CHI,PG,73,,27.8,6.0,13.7,.441,3.9,4.7,.828,3.7,2.9,2.5,16.0,,robinfl01
40,Bill Bridges,28,STL,PF,82,,39.0,5.7,12.3,.462,4.2,5.9,.717,13.4,3.1,4.5,15.6,AS,bridgbi01
41,Adrian Smith,31,CIN,SG,82,,33.9,5.9,12.6,.464,3.9,4.7,.829,2.3,3.3,3.2,15.6,,smithad01
42,Rod Thorn,26,SEA,SG,66,,25.3,5.7,12.7,.451,3.8,5.2,.737,4.0,3.5,1.8,15.2,,thornro01
43,Tom Meschery,29,SEA,SF,82,,34.8,5.8,12.3,.469,3.0,4.2,.707,10.2,2.4,3.9,14.5,,meschto01
44,Don Ohl,31,2TM,PG,70,,27.4,5.6,12.7,.441,2.8,3.6,.776,2.5,2.2,2.6,14.0,,ohldo01
44,Don Ohl,31,BAL,PG,39,,28.1,5.9,13.7,.433,2.9,3.8,.770,2.9,2.2,2.3,14.8,,ohldo01
44,Don Ohl,31,STL,PG,31,,26.5,5.2,11.5,.454,2.7,3.4,.783,2.0,2.4,3.0,13.1,,ohldo01
45,Gail Goodrich,24,LAL,SG,79,,26.0,5.0,10.3,.486,3.8,5.0,.770,2.5,2.6,2.9,13.8,,goodrga01
46,Jack Marin,23,BAL,SF,82,,24.8,5.2,11.4,.460,3.0,3.8,.796,5.8,1.3,3.0,13.5,,marinja01
47,Dave Gambee,30,SDR,PF,80,,21.9,4.7,10.7,.440,4.0,4.7,.847,5.8,1.2,3.2,13.4,,gambeda01
48,Paul Silas,24,STL,PF,82,,32.3,4.9,10.6,.458,3.6,5.2,.705,11.7,2.0,3.0,13.4,,silaspa01
49,Jerry Sloan,25,CHI,SG,77,,31.9,4.8,12.5,.385,3.8,5.0,.749,7.7,3.0,3.8,13.3,,sloanje01
50,Terry Dischinger,27,DET,SF,78,,24.8,5.1,10.2,.494,3.0,4.0,.762,6.2,1.5,3.2,13.1,,dischte01
51,Al Tucker,24,SEA,PF,81,,29.2,5.4,12.2,.442,2.3,3.2,.707,7.5,1.4,3.2,13.1,,tuckeal01
52,Wali Jones,25,PHI,PG,77,,26.7,5.4,13.5,.397,2.1,2.6,.787,2.8,3.2,2.9,12.8,,joneswa02
53,McCoy McLemore,25,CHI,SF,76,,27.6,4.9,12.4,.398,2.8,3.6,.779,5.7,1.7,2.9,12.7,,mclemmc01
54,Lou Hudson,23,STL,SG,46,,21.0,4.9,10.9,.454,2.6,3.6,.732,4.2,1.4,2.5,12.5,,hudsolo01
55,Bill Russell,33,BOS,C,78,,37.9,4.7,11.0,.425,3.2,5.9,.537,18.6,4.6,3.1,12.5,ASNBA2,russebi01
56,Jim Washington,24,CHI,C,82,,30.8,5.1,11.2,.457,2.3,3.3,.682,10.1,1.4,2.8,12.5,,washiji01
57,Leroy Ellis,27,BAL,C,78,,34.9,4.9,10.3,.475,2.7,3.7,.724,11.1,2.0,3.3,12.4,,ellisle01
58,John Tresvant,28,2TM,PF,85,,29.1,4.7,10.2,.457,2.9,4.5,.651,8.3,1.9,4.0,12.3,,tresvjo01
58,John Tresvant,28,DET,PF,55,,30.4,5.0,10.9,.461,3.3,5.1,.658,9.8,2.1,4.3,13.3,,tresvjo01
58,John Tresvant,28,CIN,PF,30,,26.7,4.0,9.0,.448,2.2,3.5,.632,5.6,1.5,3.5,10.3,,tresvjo01
59,Keith Erickson,23,CHI,SF,78,,28.9,4.8,12.1,.401,2.5,3.3,.755,5.4,3.4,3.5,12.2,,erickke01
60,Larry Siegfried,28,BOS,PG,62,,31.2,4.2,10.1,.415,3.8,4.4,.868,3.5,4.7,3.1,12.2,,siegfla01
61,Jon McGlocklin,24,SDR,SG,65,,28.9,4.9,11.6,.417,2.4,2.8,.867,3.1,2.7,1.8,12.1,,mcglojo01
62,Clyde Lee,23,SFW,C,82,,32.9,4.5,10.9,.417,2.8,4.1,.684,13.9,1.6,4.0,11.9,AS,leecl01
63,Luke Jackson,26,PHI,PF,82,,31.3,4.9,11.3,.433,2.0,2.8,.719,10.6,1.7,3.5,11.8,,jackslu01
64,Mel Counts,26,LAL,PF,82,,21.2,4.7,9.9,.475,2.3,3.1,.748,8.9,1.7,3.8,11.7,,countme01
65,Hank Finkel,25,SDR,C,53,,21.1,4.6,9.3,.492,2.5,3.6,.686,7.1,1.4,3.3,11.6,,finkeha01
66,Tom Hawkins,31,LAL,PF,78,,31.6,5.0,10.0,.499,1.6,2.9,.546,5.9,1.5,3.7,11.6,,hawkito01
67,Toby Kimball,25,SDR,PF,81,,31.1,4.4,11.0,.396,2.2,3.8,.592,11.7,1.8,3.4,11.0,,kimbato01
68,Dick Van Arsdale,24,NYK,SG,78,50,30.1,4.1,9.3,.436,2.9,4.3,.670,5.4,2.9,2.9,11.0,,vanardi01
69,Tom Sanders,29,BOS,SF,78,,25.4,3.8,8.9,.428,2.6,3.3,.784,5.8,1.3,3.8,10.2,,sandeto01
70,Don Nelson,27,BOS,SF,82,,18.3,3.8,7.7,.494,2.4,3.3,.728,5.3,1.3,2.2,10.0,,nelsodo01
71,Johnny Green,34,2TM,PF,77,,18.7,4.0,8.8,.459,1.8,3.8,.471,7.1,1.0,2.1,9.9,,greenjo01
71,Johnny Green,34,SDR,PF,42,,25.5,5.7,12.5,.458,2.4,5.0,.472,10.1,1.4,2.7,13.9,,greenjo01
71,Johnny Green,34,PHI,PF,35,,10.5,2.0,4.3,.460,1.1,2.4,.470,3.5,0.6,1.5,5.1,,greenjo01
72,John Barnhill,29,SDR,PG,75,,25.1,3.9,9.3,.421,2.1,3.1,.658,2.3,3.5,1.9,9.9,,barnhjo01
73,Al Attles,31,SFW,PG,67,,29.7,3.8,8.1,.467,2.2,3.2,.694,4.1,5.8,4.2,9.8,,attleal01
74,Bob Weiss,25,SEA,PG,82,,19.7,3.6,8.4,.430,2.6,3.1,.839,1.8,4.2,1.7,9.8,,weissbo01
75,Tommy Kron,24,SEA,SG,76,,23.6,3.6,9.2,.396,2.4,3.1,.790,4.7,3.7,3.0,9.7,,kronto01
76,Jim Barnett,23,SDR,SG,47,,22.7,3.8,9.7,.393,1.8,2.5,.712,3.3,2.9,2.1,9.4,,barneji02
77,Barry Clemens,24,CHI,SF,78,,20.9,3.9,8.6,.449,1.6,2.2,.724,4.8,1.3,2.9,9.3,,clemeba01
78,Darrall Imhoff,29,LAL,C,82,,27.7,3.6,7.5,.478,2.2,3.5,.619,10.9,2.5,3.2,9.3,,imhofda01
79,Len Chappell,27,2TM,C,67,,15.9,3.5,6.8,.513,2.1,2.9,.711,5.4,0.8,1.8,9.1,,chapple01
79,Len Chappell,27,CIN,PF,10,,6.5,1.5,3.0,.500,0.8,1.0,.800,1.5,0.5,0.6,3.8,,chapple01
79,Len Chappell,27,DET,C,57,,17.5,3.9,7.5,.514,2.3,3.2,.707,6.1,0.8,2.0,10.0,,chapple01
80,Walt Frazier,22,NYK,PG,74,15,21.5,3.5,7.7,.451,2.1,3.2,.655,4.2,4.1,2.7,9.0,,fraziwa01
81,Clem Haskins,24,CHI,PG,76,,19.4,3.6,8.6,.420,1.8,2.7,.658,3.0,2.2,2.3,8.9,,haskicl01
82,Bob Warlick,26,SFW,SG,69,,19.1,3.7,8.8,.421,1.4,2.5,.567,3.8,2.3,2.4,8.9,,warlibo01
83,Jimmy Walker,23,DET,SG,81,,19.6,3.6,9.0,.394,1.7,2.2,.766,1.7,2.8,2.5,8.8,,walkeji01
84,Dick Snyder,23,STL,SG,75,,21.6,3.4,8.2,.419,1.7,2.2,.772,2.6,2.2,2.9,8.6,,snydedi01
85,Freddie Crawford,26,2TM,SG,69,14,17.1,3.2,7.3,.442,1.6,2.6,.620,2.8,2.0,2.5,8.1,,crawffr01
85,Freddie Crawford,26,NYK,SG,31,14,13.7,2.1,5.7,.367,1.2,1.9,.627,2.7,1.5,2.2,5.4,,crawffr01
85,Freddie Crawford,26,LAL,SG,38,,19.9,4.2,8.7,.482,1.9,3.2,.617,2.9,2.5,2.7,10.3,,crawffr01
86,Art Williams,28,SDR,PG,79,,22.0,3.4,9.1,.369,1.4,2.1,.685,3.6,4.9,2.6,8.1,,williar01
87,Bill Bradley,24,NYK,SF,45,11,19.4,3.2,7.6,.416,1.7,2.3,.731,2.5,3.0,3.1,8.0,ROY-2,bradlbi01
88,Tom Van Arsdale,24,2TM,SG,77,,19.7,2.7,7.1,.387,2.4,3.3,.746,2.9,2.0,2.6,7.9,,vanarto01
88,Tom Van Arsdale,24,DET,SG,50,,16.6,2.3,6.1,.371,2.0,2.7,.743,2.6,1.6,2.4,6.6,,vanarto01
88,Tom Van Arsdale,24,CIN,SF,27,,25.3,3.6,8.8,.408,3.2,4.3,.750,3.4,2.8,3.1,10.4,,vanarto01
89,Pat Riley,22,SDR,SG,80,,15.8,3.1,8.3,.379,1.6,2.5,.634,2.2,1.7,2.6,7.9,,rileypa01
90,Howard Komives,26,NYK,PG,78,6,21.3,3.0,8.1,.369,1.7,2.1,.820,2.2,3.2,2.2,7.7,,komivho01
91,Erwin Mueller,23,2TM,PF,74,,24.2,3.0,6.6,.456,1.4,2.5,.578,5.3,2.1,2.2,7.5,,mueller01
91,Erwin Mueller,23,CHI,PF,35,,23.3,2.6,6.7,.387,1.3,2.3,.561,4.8,2.2,2.2,6.5,,mueller01
91,Erwin Mueller,23,LAL,C,39,,24.9,3.4,6.5,.520,1.6,2.6,.592,5.7,2.0,2.2,8.3,,mueller01
92,Joe Strawder,27,DET,C,73,,27.8,2.8,6.2,.452,1.9,2.9,.647,9.4,1.2,4.3,7.5,,strawjo01
93,Jim Barnes,26,2TM,PF,79,,18.0,2.8,6.3,.443,1.7,2.4,.696,5.3,0.7,3.3,7.3,,barneji01
93,Jim Barnes,26,LAL,PF,42,,17.0,2.4,5.6,.430,1.4,2.1,.670,5.0,0.6,3.2,6.2,,barneji01
93,Jim Barnes,26,CHI,PF,37,,19.2,3.2,7.1,.455,2.0,2.8,.718,5.5,0.8,3.5,8.5,,barneji01
94,Dorie Murrey,24,SEA,PF,81,,18.4,2.6,6.0,.436,2.1,3.0,.689,7.4,0.8,3.4,7.3,,murredo01
95,Larry Costello,36,PHI,PG,28,,17.6,2.4,5.3,.453,2.4,2.9,.827,1.8,2.4,2.2,7.2,,costela01
96,Johnny Egan,29,BAL,PG,67,,13.9,2.4,6.2,.393,2.1,2.7,.776,1.7,2.0,1.9,7.0,,eganjo01
97,Walt Wesley,23,CIN,C,66,,13.9,2.8,6.1,.465,1.2,2.3,.500,4.3,0.5,2.5,6.8,,weslewa01
98,Bob Love,25,CIN,SF,72,,14.8,2.7,6.3,.424,1.1,1.6,.684,2.9,0.8,2.0,6.4,,lovebo01
99,Wayne Embry,30,BOS,C,78,,13.9,2.5,6.2,.400,1.4,2.4,.589,4.1,0.7,2.2,6.3,,embrywa01
100,Phil Jackson,22,NYK,PF,75,5,14.6,2.4,6.1,.400,1.3,2.2,.589,4.5,0.7,2.8,6.2,,jacksph01
101,Matt Guokas,23,PHI,SG,82,,19.7,2.3,4.8,.483,1.4,1.9,.776,2.3,2.3,2.1,6.1,,guokama02
102,George Wilson,25,SEA,C,77,,16.1,2.3,6.5,.359,1.4,2.0,.703,6.1,0.7,2.8,6.1,,wilsoge01
103,Mal Graham,22,BOS,PG,48,,16.4,2.4,5.7,.430,1.2,1.8,.636,2.0,1.3,2.6,6.0,,grahama01
104,Bob Ferry,30,BAL,C,59,,14.3,2.2,5.3,.412,1.2,2.0,.624,3.2,1.0,1.6,5.6,,ferrybo01
105,Nick Jones,22,SDR,PG,42,,14.4,2.0,5.5,.371,1.3,1.6,.797,1.6,2.1,2.0,5.4,,jonesni01
106,Guy Rodgers,32,2TM,PG,79,,19.6,1.9,5.4,.347,1.4,1.7,.805,1.9,4.8,2.1,5.1,,rodgegu01
106,Guy Rodgers,32,CHI,PG,4,,32.3,4.0,13.5,.296,2.3,2.8,.818,3.5,7.0,2.8,10.3,,rodgegu01
106,Guy Rodgers,32,CIN,PG,75,,18.9,1.8,5.0,.355,1.3,1.6,.803,1.8,4.7,2.1,4.8,,rodgegu01
107,Bill Dinwiddie,24,CIN,SF,67,,13.0,2.1,5.3,.394,0.9,1.5,.608,3.5,0.5,1.8,5.1,,dinwibi01
108,Joe Ellis,23,SFW,SF,51,,12.2,2.2,5.9,.368,0.6,1.0,.640,3.8,0.7,1.6,5.0,,ellisjo01
109,Reggie Harding,25,CHI,C,14,,21.8,1.7,5.1,.338,1.2,2.4,.515,6.7,1.3,2.5,4.6,,hardire01
110,Bill Melchionni,23,PHI,PG,71,,10.7,2.1,4.7,.435,0.5,0.7,.702,1.5,1.5,1.1,4.6,,melchbi01
111,Bobby Lewis,22,SFW,SG,41,,8.3,1.4,3.7,.391,1.5,1.9,.772,1.4,1.0,1.0,4.4,,lewisbo01
112,Johnny Jones,24,BOS,SF,51,,9.3,1.7,5.0,.340,0.8,1.3,.618,2.2,0.5,1.2,4.2,,jonesjo01
113,Tom Thacker,28,BOS,SG,65,,12.0,1.8,4.2,.419,0.7,1.3,.512,2.5,1.1,2.5,4.2,,thackto01
114,Stan McKenzie,23,BAL,SG,50,,13.1,1.5,3.6,.401,1.2,1.8,.659,2.4,0.5,2.0,4.1,,mckenst01
115,Bill Turner,23,SFW,SF,42,,11.5,1.6,3.7,.433,0.9,1.4,.600,3.7,0.4,1.8,4.1,,turnebi01
116,Ed Manning,24,BAL,PF,71,,13.4,1.6,3.6,.432,0.8,1.4,.606,5.3,0.5,2.2,4.0,,mannied01
117,Bud Olsen,27,SEA,PF,73,,12.3,1.8,3.9,.456,0.2,0.8,.274,2.8,1.0,1.9,3.8,,olsenbu01
118,Em Bryant,29,NYK,PG,77,7,12.6,1.5,3.8,.385,0.8,1.1,.686,1.7,1.7,2.2,3.7,,bryanem01
119,John Wetzel,23,LAL,SF,38,,11.4,1.4,3.1,.437,0.9,1.2,.761,2.2,1.3,1.4,3.7,,wetzejo01
120,Ken Wilburn,23,CHI,SF,3,,8.7,1.7,3.0,.556,0.3,1.3,.250,3.3,0.7,1.3,3.7,,wilbuke01
121,Jim Fox,24,2TM,C,55,,11.3,1.2,2.9,.410,1.2,2.0,.611,4.2,0.5,1.5,3.6,,foxji01
121,Jim Fox,24,CIN,C,31,,7.9,1.0,2.5,.405,1.2,1.8,.643,3.1,0.4,1.1,3.2,,foxji01
121,Jim Fox,24,DET,C,24,,15.8,1.4,3.4,.415,1.3,2.2,.577,5.6,0.7,2.1,4.1,,foxji01
122,Paul Long,23,DET,SG,16,,5.8,1.4,3.2,.451,0.7,0.9,.733,0.9,0.8,0.8,3.6,,longpa01
123,Jim Reid,22,PHI,,6,,8.7,1.7,3.3,.500,0.2,0.8,.200,1.8,0.5,1.0,3.5,,reidji01
124,Bud Acton,26,SDR,SF,23,,8.5,1.3,3.2,.392,0.8,1.3,.655,2.0,0.5,1.5,3.3,,actonbu01
125,George Lee,31,SFW,,10,,10.6,0.8,3.5,.229,1.7,2.4,.708,2.7,0.4,1.6,3.3,,leege01
126,Henry Akin,23,SEA,C,36,,7.2,1.3,3.8,.336,0.6,0.9,.645,1.6,0.4,1.3,3.1,,akinhe01
127,George Carter,24,DET,SF,1,,5.0,1.0,2.0,.500,1.0,1.0,1.000,0.0,1.0,0.0,3.0,,cartege01
128,Gene Tormohlen,30,STL,C,77,,9.3,1.3,3.4,.374,0.4,0.7,.589,2.9,0.9,1.2,3.0,,tormobu01
129,Jim Davis,26,STL,C,50,,7.9,1.2,2.8,.439,0.5,1.3,.391,2.5,0.3,1.7,2.9,,davisji01
130,Tom Workman,23,2TM,,20,,4.8,1.0,2.0,.475,0.9,1.2,.783,1.3,0.2,0.9,2.8,,workmto01
130,Tom Workman,23,STL,,19,,4.5,1.0,2.0,.500,0.9,1.2,.773,1.3,0.2,0.7,2.9,,workmto01
130,Tom Workman,23,BAL,,1,,10.0,0.0,2.0,.000,1.0,1.0,1.000,1.0,0.0,3.0,1.0,,workmto01
131,Dennis Hamilton,23,LAL,PF,44,,8.6,1.2,2.5,.500,0.3,0.3,1.000,1.6,0.7,1.0,2.8,,hamilde01
132,George Lehmann,25,STL,PG,55,,9.0,1.1,3.1,.343,0.6,0.8,.814,0.8,1.7,1.0,2.8,,lehmage01
133,Nate Bowman,24,NYK,C,42,0,6.5,1.2,3.2,.388,0.2,0.4,.667,2.7,0.5,1.6,2.7,,bowmana01
134,Dave Schellhase,23,CHI,PG,42,,7.2,1.1,3.3,.341,0.5,0.9,.526,1.1,0.9,1.0,2.7,,schelda01
135,Neil Johnson,24,NYK,PF,43,1,6.7,1.0,2.5,.415,0.5,1.1,.479,1.7,0.8,1.5,2.6,,johnsne02
136,Tyrone Britt,23,SDR,SG,11,,7.6,1.2,3.1,.382,0.2,0.3,.667,1.4,1.1,0.9,2.5,,brittty01
137,Plummer Lott,22,SEA,SF,44,,10.9,1.0,3.4,.311,0.4,0.7,.613,2.1,0.8,1.5,2.5,,lottpl01
138,Jay Miller,24,STL,SF,8,,6.5,1.0,3.9,.258,0.5,0.9,.571,0.9,0.1,1.4,2.5,,milleja01
139,Gary Gray,22,CIN,SG,44,,6.3,1.1,3.0,.366,0.2,0.2,.700,0.5,0.6,1.1,2.4,,grayga01
140,Jim Ware,23,SDR,PF,30,,7.6,0.8,3.2,.258,0.8,1.1,.676,2.6,0.2,0.9,2.4,,wareji01
141,Ron Filipek,23,PHI,,19,,3.8,0.9,2.5,.383,0.4,0.7,.500,1.3,0.4,0.6,2.3,,filipro01
142,Dave Lattin,24,SFW,PF,44,,5.8,0.8,2.3,.363,0.5,0.8,.697,2.4,0.3,2.1,2.2,,lattida01
143,Sonny Dove,22,DET,PF,28,,5.8,0.8,2.7,.293,0.4,0.9,.462,1.9,0.4,1.0,2.0,,doveso01
144,George Patterson,28,DET,C,59,,9.5,0.7,2.3,.331,0.5,0.6,.842,2.7,0.9,1.4,2.0,,pattege01
145,Craig Spitzer,22,CHI,C,10,,4.4,0.8,2.1,.381,0.2,0.3,.667,2.4,0.0,0.4,1.8,,spitzcr01
146,Cliff Anderson,23,LAL,SG,18,,5.2,0.4,1.6,.241,0.7,1.6,.429,0.6,0.9,1.0,1.4,,andercl01
147,Jim Burns,22,CHI,SG,3,,3.7,0.7,2.3,.286,0.0,0.0,,0.7,0.3,0.3,1.3,,burnsji01
148,Rick Weitzman,21,BOS,SG,25,,3.0,0.5,1.8,.261,0.4,0.5,.692,0.4,0.3,0.3,1.3,,weitzri01
149,Roland West,23,BAL,,4,,3.5,0.5,1.3,.400,0.0,0.0,,1.3,0.0,0.8,1.0,,westro01
150,Jim Caldwell,25,NYK,C,2,0,3.5,0.0,0.5,.000,0.0,0.0,,0.5,0.5,0.5,0.0,,caldwji01
151,Al Jackson,24,CIN,,2,,8.5,0.0,1.5,.000,0.0,0.0,,0.0,0.5,3.0,0.0,,jacksal01
